detector,seed,phase_definition,subset,unit,flight_class,phase,n,mean,median,p90,p95,p99
isolation_forest,1,alt_rate,train,all,mixed,cruise,301714,0.3451282673148332,0.3403163974511317,0.3650483845337719,0.37420015993735345,0.41135368318989174
isolation_forest,1,alt_rate,train,all,mixed,descent,235176,0.39852481444407595,0.38468172507403964,0.46298351540766547,0.5011119205597744,0.6364443153321835
isolation_forest,1,alt_rate,calibration,18,3,climb,59158,0.35551734447434596,0.35292465485166247,0.37072080736810736,0.3795410415954982,0.4320963453822824
isolation_forest,1,alt_rate,calibration,18,3,cruise,71383,0.347887052435338,0.342764032760829,0.3665039560172668,0.37979422411606806,0.41902408789391254
isolation_forest,1,alt_rate,calibration,18,3,descent,62748,0.40553013840383234,0.3953241919256969,0.46142425599508385,0.5125805825359946,0.6568943290138098
isolation_forest,1,alt_rate,calibration,20,3,climb,52201,0.3542923922887564,0.34607071713735355,0.3850284167109194,0.40480247006339337,0.43665838051742395
isolation_forest,1,alt_rate,calibration,20,3,cruise,79401,0.35559265395235623,0.34910313890714995,0.38294089741878234,0.397381618754127,0.4397629511344204
isolation_forest,1,alt_rate,calibration,20,3,descent,61752,0.4088573556899194,0.3940211250474571,0.47970464308362143,0.5236588869434943,0.6721112708155353
isolation_forest,1,alt_rate,calibration,all,mixed,climb,111359,0.3549431319810588,0.3502966505243671,0.3756431007557207,0.3926425989316653,0.43514943270816175
isolation_forest,1,alt_rate,calibration,all,mixed,cruise,150784,0.35194472742772953,0.3455786493108803,0.378223009223772,0.3895424949029019,0.43379137237071996
isolation_forest,1,alt_rate,calibration,all,mixed,descent,124500,0.40718043817773153,0.39474792250784074,0.47137593715301696,0.5189453130125007,0.6658897963521921
isolation_forest,1,alt_rate,official_test,11,3,climb,58507,0.3446795381649157,0.3409092710083092,0.36127805120486345,0.37264944657798604,0.41499796897491015
isolation_forest,1,alt_rate,official_test,11,3,cruise,83871,0.34822532073842016,0.3416969117418645,0.36996370238815174,0.3820452410636018,0.4229030725294198
isolation_forest,1,alt_rate,official_test,11,3,descent,70928,0.40047045706025935,0.38479805682666113,0.46607269608997737,0.5101542983038247,0.6713465255299956
isolation_forest,1,alt_rate,official_test,14,1,climb,13993,0.3815692921155485,0.3707320458004074,0.41947376859302077,0.4804884789858317,0.5764940885374429
isolation_forest,1,alt_rate,official_test,14,1,cruise,30506,0.37178557644582644,0.3622783377933666,0.39307490951397794,0.425346336629989,0.5915534112995586
isolation_forest,1,alt_rate,official_test,14,1,descent,27769,0.4265759002172315,0.41897649308466944,0.5161319145230058,0.5503335099096388,0.6136235506147295
isolation_forest,1,alt_rate,official_test,15,2,climb,53843,0.35301485499327157,0.3483860708419537,0.36876610246333713,0.38245349046697796,0.4374396024199709
isolation_forest,1,alt_rate,official_test,15,2,cruise,43303,0.3625051380780107,0.3610813549376719,0.379260997421558,0.3892751217294519,0.4029755520276034
isolation_forest,1,alt_rate,official_test,15,2,descent,50393,0.415400723767323,0.4003230033411389,0.4928920910563087,0.5335572843604982,0.6317113479867809
isolation_forest,1,alt_rate,official_test,all,mixed,climb,126343,0.35231745076015536,0.3461816684491893,0.37410932125168367,0.39429358162400147,0.4711324354903178
isolation_forest,1,alt_rate,official_test,all,mixed,cruise,157680,0.3567050777834888,0.3531296113220087,0.37728114958571046,0.390718243290549,0.4563686021427409
isolation_forest,1,alt_rate,official_test,all,mixed,descent,149090,0.4103792569877865,0.3950065542586597,0.4883213375481392,0.5307871168915045,0.6501852004259568
isolation_forest,2,primary,train,2,3,climb,57051,0.3460400825659246,0.3372552434891313,0.37671332387384543,0.39269774609873687,0.41696370857345566
isolation_forest,2,primary,train,2,3,cruise,77394,0.3477745516366856,0.3378900825361293,0.3740336266674017,0.40004023772133973,0.47007497109683183
isolation_forest,2,primary,train,2,3,descent,54418,0.4009985379859554,0.3852537869848769,0.4735539442811708,0.5177265392190411,0.6522514601624522
isolation_forest,2,primary,train,5,3,climb,49075,0.3451135279212373,0.3382354725174949,0.37053414692162284,0.3839415514449482,0.4152216725860819
isolation_forest,2,primary,train,5,3,cruise,86669,0.3489293311736875,0.34012990143796223,0.3748630296997385,0.3912727553794794,0.43407681841838774
isolation_forest,2,primary,train,5,3,descent,52806,0.39775364119587653,0.38390182055167404,0.4610105127418823,0.5041317373154444,0.6011470633422148
isolation_forest,2,primary,train,10,3,climb,50427,0.34379478151148213,0.3352027734255456,0.37235255218153274,0.3838614380419525,0.42859212836431926
isolation_forest,2,primary,train,10,3,cruise,83833,0.34555523137966915,0.3375771047932961,0.3697992327288139,0.3838931305412941,0.435571735597183
isolation_forest,2,primary,train,10,3,descent,53790,0.39684416256021154,0.38332940145891115,0.4618361138636747,0.4965528836233583,0.6076638972300629
isolation_forest,2,primary,train,16,3,climb,52689,0.3491722516969909,0.3444606982874571,0.370118231329312,0.3822382283439598,0.41461858765891385
isolation_forest,2,primary,train,16,3,cruise,84042,0.3508050606513298,0.3448738474567443,0.3693095637291207,0.3870804237971059,0.4491143580596843
isolation_forest,2,primary,train,16,3,descent,57888,0.3976136974139979,0.38064785280199437,0.4655023451793985,0.5004524865576073,0.6140352671896688
isolation_forest,2,primary,train,all,mixed,climb,209242,0.34607036517594725,0.3390426427989395,0.37247725297681017,0.38575365113347865,0.4220703189952759
isolation_forest,2,primary,train,all,mixed,cruise,331938,0.3482828433995892,0.3406234283939193,0.37205846234567963,0.3902603284011662,0.44652362455776373
isolation_forest,2,primary,train,all,mixed,descent,218902,0.3982998165257717,0.3831959847779143,0.4658016320175994,0.5044137469704012,0.6168778665105586
isolation_forest,2,primary,calibration,18,3,climb,56332,0.3537370891791856,0.3506042804855858,0.366056061404784,0.3774066513309575,0.4380593673582707
isolation_forest,2,primary,calibration,18,3,cruise,78219,0.3515456018954586,0.3437093261458295,0.375601887268354,0.3996948016803089,0.44388005786970336
isolation_forest,2,primary,calibration,18,3,descent,58738,0.404057236703893,0.39282591344937934,0.46489085744990954,0.5136049744054245,0.6518839236793507
isolation_forest,2,primary,calibration,20,3,climb,53830,0.35252115725074634,0.34262476645959405,0.386017905960612,0.4014525444953588,0.4317905667157895
isolation_forest,2,primary,calibration,20,3,cruise,68886,0.35521917209964615,0.34560633354921105,0.38435247099980774,0.41220606497722617,0.4895948376662315
isolation_forest,2,primary,calibration,20,3,descent,70638,0.40240085354147626,0.3856272063072635,0.4702796024390579,0.5103977784682783,0.6345368496795027
isolation_forest,2,primary,calibration,all,mixed,climb,110162,0.35314293134156566,0.34815847348417567,0.37493735963856734,0.39313151608312086,0.43540942875687016
isolation_forest,2,primary,calibration,all,mixed,cruise,147105,0.3532658531247551,0.3442738862569,0.38053170957815335,0.40467263681670246,0.46243453970846166
isolation_forest,2,primary,calibration,all,mixed,descent,129376,0.40315286808972356,0.3883015186498342,0.4680775099154283,0.5118876157825919,0.639914751630649
isolation_forest,2,primary,official_test,11,3,climb,53678,0.3461821622291295,0.3406939724910122,0.36643116396174724,0.3794221929443736,0.4236357542297472
isolation_forest,2,primary,official_test,11,3,cruise,86535,0.3512921528916431,0.3427767595097399,0.376875032703813,0.39460472023174264,0.4570512233684314
isolation_forest,2,primary,official_test,11,3,descent,73093,0.3968569297336899,0.38175474779863955,0.46371585449128017,0.5034247838844503,0.6549292069065831
isolation_forest,2,primary,official_test,14,1,climb,12241,0.384904956779641,0.37344562806423304,0.42412276976120955,0.4812076364751646,0.591659917616531
isolation_forest,2,primary,official_test,14,1,cruise,33377,0.37299870764010545,0.3586164910245285,0.419987328585958,0.45736309854733764,0.5916596884682329
isolation_forest,2,primary,official_test,14,1,descent,26650,0.42447501648086083,0.4147863827031327,0.5206325961079321,0.5470142385389225,0.5987214410172796
isolation_forest,2,primary,official_test,15,2,climb,48789,0.35303959880202906,0.34719361502232926,0.37165167312817077,0.38494036804697973,0.4458144651351826
isolation_forest,2,primary,official_test,15,2,cruise,53466,0.3683266824420595,0.36439794735195336,0.3928707695117344,0.4043234507964139,0.4669040934420602
isolation_forest,2,primary,official_test,15,2,descent,45284,0.41831765588677566,0.40666980355408133,0.5011943508264265,0.537351723949506,0.6052639567371879
isolation_forest,2,primary,official_test,all,mixed,climb,114708,0.35323113179575083,0.34568203090295646,0.37836203877855085,0.3988713698527462,0.47381699745952727
isolation_forest,2,primary,official_test,all,mixed,cruise,173378,0.3607239598958881,0.3540524219026023,0.38854782944817207,0.4105830329407261,0.508951364931916
isolation_forest,2,primary,official_test,all,mixed,descent,145027,0.4086330096010832,0.39249274692095043,0.49145774938264686,0.52979816309743,0.6313088118960208
isolation_forest,2,alt_rate,train,2,3,climb,62603,0.34563422410183453,0.3366264001826308,0.3777165647296156,0.39294452914701367,0.41521396627604673
isolation_forest,2,alt_rate,train,2,3,cruise,68374,0.3446119588115795,0.3377576416036471,0.3639386181726816,0.3769975461357186,0.4491416763384986
isolation_forest,2,alt_rate,train,2,3,descent,57886,0.40215073483619257,0.3876772419790203,0.4734229738159846,0.5187859794133715,0.6571968841007927
isolation_forest,2,alt_rate,train,5,3,climb,53461,0.3448043565089439,0.33824603584109963,0.36993227236642023,0.3826836460482953,0.4124633033869617
isolation_forest,2,alt_rate,train,5,3,cruise,77061,0.34554323698682377,0.33855092172346873,0.3694643843091327,0.3767298209732989,0.401719255616766
isolation_forest,2,alt_rate,train,5,3,descent,58028,0.39842986617581555,0.3851801533099008,0.4589328481247038,0.5014823826185046,0.6053288277236529
isolation_forest,2,alt_rate,train,10,3,climb,53315,0.3437906089433265,0.33538024243441517,0.37228350684644657,0.3830561583399897,0.4277749903696016
isolation_forest,2,alt_rate,train,10,3,cruise,76877,0.34250563662502187,0.33682467091429097,0.362186998433462,0.3723101724793674,0.3990463251913025
isolation_forest,2,alt_rate,train,10,3,descent,57858,0.3973818058178616,0.38420139717277846,0.46066950596035483,0.4955760071449399,0.6132412189084095
isolation_forest,2,alt_rate,train,16,3,climb,53813,0.34901308530231695,0.344577743891993,0.3695522204664938,0.38195592419017727,0.41431691160039985
isolation_forest,2,alt_rate,train,16,3,cruise,79402,0.3484291653076711,0.34425070526922474,0.36569546791354035,0.3751825977151559,0.41503798677708764
isolation_forest,2,alt_rate,train,16,3,descent,61404,0.398175096894177,0.3817584506317926,0.4654496279022911,0.5009711872351054,0.6206480070535738
isolation_forest,2,alt_rate,train,all,mixed,climb,223192,0.3458097176868294,0.3388552648011406,0.3724097047319898,0.38550942470719113,0.4201169074339712
isolation_forest,2,alt_rate,train,all,mixed,cruise,301714,0.3453176977793741,0.3399012352082431,0.36601856512437236,0.37520552335203017,0.41178318446162493
isolation_forest,2,alt_rate,train,all,mixed,descent,235176,0.39902135371754743,0.384558223695599,0.46501188031775303,0.5039368646045373,0.6244522846492315
isolation_forest,2,alt_rate,calibration,18,3,climb,59158,0.3535054923449057,0.35034856512847956,0.36637183831340214,0.3770323045033616,0.43644799618849095
isolation_forest,2,alt_rate,calibration,18,3,cruise,71383,0.34776578268353003,0.34268201096101214,0.36565746006791683,0.3802546784560984,0.4228968287832467
isolation_forest,2,alt_rate,calibration,18,3,descent,62748,0.4051210290428009,0.3940214960781575,0.46414050064026374,0.5151419148669221,0.6607526752309226
isolation_forest,2,alt_rate,calibration,20,3,climb,52201,0.35322591655311897,0.3429451305841192,0.38745698548366697,0.4034750687913803,0.43497617885625767
isolation_forest,2,alt_rate,calibration,20,3,cruise,79401,0.35478088163655547,0.3479953905525819,0.3836426588764531,0.3932971561581854,0.43955713669926055
isolation_forest,2,alt_rate,calibration,20,3,descent,61752,0.4090868380572805,0.3942276723831679,0.4815492979593361,0.5250495391464944,0.6679831644144293
isolation_forest,2,alt_rate,calibration,all,mixed,climb,111359,0.35337443750508973,0.3482627987057969,0.3751278287132922,0.3935360902524753,0.4358721782184123
isolation_forest,2,alt_rate,calibration,all,mixed,cruise,150784,0.35145984751779086,0.3442506877509335,0.3791826461890922,0.38898051584183985,0.4326287408382866
isolation_forest,2,alt_rate,calibration,all,mixed,descent,124500,0.4070880703139828,0.3941088334040328,0.47380020355834096,0.5214763174000376,0.663635060444641
isolation_forest,2,alt_rate,official_test,11,3,climb,58507,0.3452379910607043,0.33984658455787986,0.36437045459241557,0.3782238097058078,0.42359104488589805
isolation_forest,2,alt_rate,official_test,11,3,cruise,83871,0.34965747374881767,0.3432364537481465,0.37337639182603244,0.3847286120778737,0.4262611985233968
isolation_forest,2,alt_rate,official_test,11,3,descent,70928,0.4013074525696825,0.38635196605603417,0.4675630170583678,0.5114772301291036,0.6600328070979918
isolation_forest,2,alt_rate,official_test,14,1,climb,13993,0.38474319160759024,0.3726644952708581,0.42685945778490714,0.48497305950606434,0.5798559358454726
isolation_forest,2,alt_rate,official_test,14,1,cruise,30506,0.36789273128106076,0.35680078954885097,0.3934012204921421,0.42784820296206827,0.5898682073670591
isolation_forest,2,alt_rate,official_test,14,1,descent,27769,0.42734025313959,0.41889928520325864,0.5206519337170474,0.5478465285327332,0.6023267000968257
isolation_forest,2,alt_rate,official_test,15,2,climb,53843,0.35340011964781287,0.3475819794595473,0.3719977887599248,0.38579062310910883,0.44055482383070854
isolation_forest,2,alt_rate,official_test,15,2,cruise,43303,0.3654277413567792,0.36395816985935425,0.3855055227855679,0.3959388313279355,0.4135902511529942
isolation_forest,2,alt_rate,official_test,15,2,descent,50393,0.41688845657941176,0.4038430361209403,0.4978042893584051,0.5359630232227489,0.6192947759035488
isolation_forest,2,alt_rate,official_test,all,mixed,climb,126343,0.353091768165635,0.345453353534221,0.3781770337657826,0.39936204538274017,0.47707234600347703
isolation_forest,2,alt_rate,official_test,all,mixed,cruise,157680,0.35751633133701,0.35304324998303027,0.3806316731610995,0.39491025712362976,0.4577541394431985
isolation_forest,2,alt_rate,official_test,all,mixed,descent,149090,0.41142267407406274,0.39607714098511704,0.492781006775907,0.532111150180977,0.6396225318199811
lstm_autoencoder,0,primary,train,2,3,climb,57051,0.3023770506700757,0.15643727779388428,0.5468266606330872,0.7388708889484406,1.9527302384376526
lstm_autoencoder,0,primary,train,2,3,cruise,77394,0.36679489608978677,0.1343739852309227,0.5649852275848383,0.944963738322257,2.5894278502464103
lstm_autoencoder,0,primary,train,2,3,descent,54418,1.7889492262228477,0.7715674042701721,3.7026871919631965,5.61240217685699,14.32920076370241
lstm_autoencoder,0,primary,train,5,3,climb,49075,0.3271637903410093,0.12861205637454987,0.5135934710502623,0.7565806508064244,2.029220986366287
lstm_autoencoder,0,primary,train,5,3,cruise,86669,0.2985367818224494,0.1474987268447876,0.5336685776710508,0.8211189150810239,1.6262411546707154
lstm_autoencoder,0,primary,train,5,3,descent,52806,1.5594131637444908,0.7292179763317108,3.257584571838379,4.491629004478455,11.314586257934527
lstm_autoencoder,0,primary,train,10,3,climb,50427,0.2677012921914815,0.10283119231462479,0.48711249232292175,0.7241103291511533,1.8159877109527574
lstm_autoencoder,0,primary,train,10,3,cruise,83833,0.2562189230782086,0.10534168779850006,0.45346913337707534,0.6737597584724423,1.6917984676361075
lstm_autoencoder,0,primary,train,10,3,descent,53790,1.5165900761301059,0.6638978719711304,3.34446382522583,4.5480524301528895,9.716072330474857
lstm_autoencoder,0,primary,train,16,3,climb,52689,0.3708707074894106,0.19747042655944824,0.5463645339012146,0.7033787131309509,2.042799367904664
lstm_autoencoder,0,primary,train,16,3,cruise,84042,0.3300977256024884,0.20401152223348618,0.504199308156968,0.7418369650840752,2.092636542320247
lstm_autoencoder,0,primary,train,16,3,descent,57888,1.865638338154005,0.6854045391082764,3.2777345418930053,4.518194103240953,10.96964078903195
lstm_autoencoder,0,primary,train,all,mixed,climb,209242,0.31708096795582585,0.14456729590892792,0.52508664727211,0.7304113805294034,1.9502056705951618
lstm_autoencoder,0,primary,train,all,mixed,cruise,331938,0.3117548535125313,0.14718341082334518,0.513837993144989,0.7869332700967779,1.9341652190685281
lstm_autoencoder,0,primary,train,all,mixed,descent,218902,1.6869323388154698,0.7075178623199463,3.381970119476318,4.798578500747681,11.498168144226055
lstm_autoencoder,0,primary,calibration,18,3,climb,56332,0.41784975233411137,0.25736382603645325,0.5278830170631409,0.7540309131145475,3.25618621349338
lstm_autoencoder,0,primary,calibration,18,3,cruise,78219,0.40397471930275347,0.17699013650417328,0.5896973490715025,0.9155370473861691,1.6711590433120624
lstm_autoencoder,0,primary,calibration,18,3,descent,58738,1.9843794278364904,0.8557500243186951,3.263341474533082,5.634690546989437,12.84422801971429
lstm_autoencoder,0,primary,calibration,20,3,climb,53830,0.3834669910632724,0.22258760780096054,0.6760974645614624,0.9410349428653715,2.423146479129779
lstm_autoencoder,0,primary,calibration,20,3,cruise,68886,0.5170298297669293,0.20320789515972137,0.631795197725296,1.0217427015304565,2.996635591983793
lstm_autoencoder,0,primary,calibration,20,3,descent,70638,16.335317851673846,0.6628243625164032,3.3922086954116843,5.009398317337031,11.654160909652727
lstm_autoencoder,0,primary,calibration,all,mixed,climb,110162,0.40104882243805595,0.24369573593139648,0.5887555599212647,0.8725476950407024,2.898934826850889
lstm_autoencoder,0,primary,calibration,all,mixed,cruise,147105,0.4569159132760054,0.18797707557678223,0.6131614089012146,0.9584181070327745,2.3002820682525615
lstm_autoencoder,0,primary,calibration,all,mixed,descent,129376,9.819848049397082,0.7456895112991333,3.3320401906967163,5.203045129776001,12.217558145523071
lstm_autoencoder,0,primary,official_test,11,3,climb,53678,0.29084686799510784,0.16367004811763763,0.45022189319133776,0.6422556400299065,1.8506856703758239
lstm_autoencoder,0,primary,official_test,11,3,cruise,86535,0.3858522068344559,0.1496204286813736,0.532397758960724,0.8066888988018037,2.4516535568237305
lstm_autoencoder,0,primary,official_test,11,3,descent,73093,1.557863622046237,0.6445057988166809,3.214574193954469,5.085773372650144,13.846734313964863
lstm_autoencoder,0,primary,official_test,14,1,climb,12241,1.6047450793946152,0.47626397013664246,1.4450206756591797,3.231706142425537,23.642332839965945
lstm_autoencoder,0,primary,official_test,14,1,cruise,33377,0.8314026432010236,0.4008895456790924,1.5706018686294558,2.683900403976437,9.635898246765056
lstm_autoencoder,0,primary,official_test,14,1,descent,26650,3.505442811092449,1.3964796662330627,5.063918113708498,6.9109964847564695,10.015624685287454
lstm_autoencoder,0,primary,official_test,15,2,climb,48789,0.6336739873008681,0.23327293992042542,0.5923094630241396,0.8526583671569824,2.9867107772827257
lstm_autoencoder,0,primary,official_test,15,2,cruise,53466,0.5606320641102732,0.4038964956998825,0.7668473720550537,1.0484119653701782,3.2793954133987397
lstm_autoencoder,0,primary,official_test,15,2,descent,45284,24.807920992402227,1.1667205691337585,4.5798621654510505,6.5037620544433565,11.430975627899157
lstm_autoencoder,0,primary,official_test,all,mixed,climb,114708,0.5768741749793644,0.2130589336156845,0.6304328918457032,0.9370365262031549,3.8975753402709774
lstm_autoencoder,0,primary,official_test,all,mixed,cruise,173378,0.5255234267338421,0.29282988607883453,0.7531069636344909,1.2498768091201782,4.012223019599938
lstm_autoencoder,0,primary,official_test,all,mixed,descent,145027,9.17546988396493,0.8516765236854553,4.17615871429444,5.999022483825671,12.278315677642812
lstm_autoencoder,0,alt_rate,train,2,3,climb,62603,0.29057179393645377,0.14814026653766632,0.5437186241149903,0.7335083842277518,1.8199751329421976
lstm_autoencoder,0,alt_rate,train,2,3,cruise,68374,0.29481358798368135,0.13317913562059402,0.4270659714937213,0.6429995328187941,1.82522674202919
lstm_autoencoder,0,alt_rate,train,2,3,descent,57886,1.807715613753694,0.7967377305030823,3.6477540731430054,5.590039968490601,14.851652145385787
lstm_autoencoder,0,alt_rate,train,5,3,climb,53461,0.3117985085890425,0.12506791949272156,0.4874859154224396,0.7251964211463928,1.8652467012405494
lstm_autoencoder,0,alt_rate,train,5,3,cruise,77061,0.22116158378988415,0.13785894215106964,0.4576447606086731,0.5685775876045227,0.9615084171295163
lstm_autoencoder,0,alt_rate,train,5,3,descent,58028,1.5606918384803097,0.749224990606308,3.1673037767410284,4.4206651687622,11.579399614334067
lstm_autoencoder,0,alt_rate,train,10,3,climb,53315,0.2634145720510914,0.10300426930189133,0.4838832199573517,0.7063888251781459,1.7764285278320318
lstm_autoencoder,0,alt_rate,train,10,3,cruise,76877,0.18211185890628667,0.0987413302063942,0.37298837304115334,0.49704746603965755,0.9387620115280163
lstm_autoencoder,0,alt_rate,train,10,3,descent,57858,1.5298177079876794,0.677764356136322,3.2829856157302864,4.481997895240777,10.29401921272278
lstm_autoencoder,0,alt_rate,train,16,3,climb,53813,0.369689935589564,0.19869296252727509,0.5441130995750427,0.7033819437026972,2.052157611846911
lstm_autoencoder,0,alt_rate,train,16,3,cruise,79402,0.26204923672499136,0.1945076435804367,0.44707466065883644,0.5834432274103162,1.2305669939518
lstm_autoencoder,0,alt_rate,train,16,3,descent,61404,1.8659956009825738,0.6950235664844513,3.2483493089675903,4.505978846549987,11.237603998184206
lstm_autoencoder,0,alt_rate,train,all,mixed,climb,223192,0.3082449124353371,0.14074817299842834,0.5179612398147582,0.7210303753614419,1.8680097162723495
lstm_autoencoder,0,alt_rate,train,all,mixed,cruise,301714,0.23866298529337338,0.14076869934797287,0.43007268607616445,0.5672790318727492,1.1798287093639372
lstm_autoencoder,0,alt_rate,train,all,mixed,descent,235176,1.6936126086529528,0.7249996066093445,3.318916916847229,4.740569710731506,11.96848726272583
lstm_autoencoder,0,alt_rate,calibration,18,3,climb,59158,0.4090200046201677,0.25480663776397705,0.525367605686188,0.7379301071166965,3.1202619552612325
lstm_autoencoder,0,alt_rate,calibration,18,3,cruise,71383,0.2633092399052655,0.1663239449262619,0.4723962664604188,0.6682101249694823,1.2672925567626923
lstm_autoencoder,0,alt_rate,calibration,18,3,descent,62748,2.051104110798903,0.8692002296447754,3.209669160842896,5.552338838577252,14.024946193695
lstm_autoencoder,0,alt_rate,calibration,20,3,climb,52201,0.3962793746424057,0.23223240673542023,0.7055250406265259,0.986811637878418,2.5049140453338623
lstm_autoencoder,0,alt_rate,calibration,20,3,cruise,79401,0.33650476954571196,0.2161131650209427,0.5924888253211975,0.7781124114990234,1.6596834659576416
lstm_autoencoder,0,alt_rate,calibration,20,3,descent,61752,18.829306460461048,0.8084619641304016,3.7975779294967653,5.673224639892574,16.64538021087646
lstm_autoencoder,0,alt_rate,calibration,all,mixed,climb,111359,0.40304766627778715,0.24612368643283844,0.5940112829208367,0.8881423592567433,2.8622900962829587
lstm_autoencoder,0,alt_rate,calibration,all,mixed,cruise,150784,0.3018531056269673,0.18626759946346283,0.5473282933235168,0.735444560647011,1.454045305252077
lstm_autoencoder,0,alt_rate,calibration,all,mixed,descent,124500,10.373092476231326,0.8420153558254242,3.524827694892884,5.612163591384882,15.319614439010612
lstm_autoencoder,0,alt_rate,official_test,11,3,climb,58507,0.2786779149259899,0.1518508940935135,0.4294827103614807,0.6152923762798308,1.813490381240846
lstm_autoencoder,0,alt_rate,official_test,11,3,cruise,83871,0.29843040270829413,0.15392117202281952,0.47984710335731506,0.6726891696453094,1.577511274814606
lstm_autoencoder,0,alt_rate,official_test,11,3,descent,70928,1.7135187732738046,0.7293702363967896,3.3698326826095584,5.2492766857147135,14.42629740715017
lstm_autoencoder,0,alt_rate,official_test,14,1,climb,13993,1.5112689499924516,0.4783998131752014,1.6680968761444144,3.043138980865478,20.699642257690417
lstm_autoencoder,0,alt_rate,official_test,14,1,cruise,30506,0.7159982697957257,0.3838796466588974,1.0397594571113586,1.7565625607967377,9.05389323234561
lstm_autoencoder,0,alt_rate,official_test,14,1,descent,27769,3.522778343439484,1.5061098337173462,5.0748103141784675,6.930807399749755,10.622974243164062
lstm_autoencoder,0,alt_rate,official_test,15,2,climb,53843,0.6087935864753452,0.23852650821208954,0.5978873729705811,0.863566875457762,2.7128386020660695
lstm_autoencoder,0,alt_rate,official_test,15,2,cruise,43303,0.43119504352038707,0.3971531391143799,0.6390486478805543,0.7745734989643097,1.1447902154922505
lstm_autoencoder,0,alt_rate,official_test,15,2,descent,50393,22.480139231241026,1.0934580564498901,4.46486577987671,6.394833469390868,11.88545578002932
lstm_autoencoder,0,alt_rate,official_test,all,mixed,climb,126343,0.5558762120767378,0.21055276691913605,0.6351873874664307,0.9609981715679169,3.6534879398345965
lstm_autoencoder,0,alt_rate,official_test,all,mixed,cruise,157680,0.4156769310851032,0.27913661301136017,0.6210484683513642,0.8192022383213042,2.51827092647551
lstm_autoencoder,0,alt_rate,official_test,all,mixed,descent,149090,9.069703854381007,0.920403242111206,4.204962682723999,6.036180305480956,12.695486993789652
lstm_autoencoder,1,primary,train,2,3,climb,57051,0.3761319005321541,0.18238188326358795,0.8079890608787537,1.1365615725517273,2.176450252532959
lstm_autoencoder,1,primary,train,2,3,cruise,77394,0.4407174142207311,0.18101951479911804,0.7874302089214323,1.2032183110713945,3.018364846706363
lstm_autoencoder,1,primary,train,2,3,descent,54418,1.9320460071425203,0.8525310754776001,4.075808334350595,5.941546130180352,14.530272731781041
lstm_autoencoder,1,primary,train,5,3,climb,49075,0.3857483686764273,0.16785061359405518,0.6833994269371032,1.0119951486587517,2.2020480775833207
lstm_autoencoder,1,primary,train,5,3,cruise,86669,0.4079781415532055,0.21002008020877838,0.8068661928176879,1.172332143783569,2.2769443035125705
lstm_autoencoder,1,primary,train,5,3,descent,52806,1.7160322253077638,0.8113796710968018,3.659921646118164,5.086893558502197,11.277634716033907
lstm_autoencoder,1,primary,train,10,3,climb,50427,0.2983828230073604,0.1260966956615448,0.6348892211914062,0.8801338016986843,1.8537752556800777
lstm_autoencoder,1,primary,train,10,3,cruise,83833,0.31050278866935443,0.15532277524471283,0.5606675148010254,0.8606218695640558,2.2079304313659667
lstm_autoencoder,1,primary,train,10,3,descent,53790,1.6591263716765818,0.7624626159667969,3.7180366277694694,5.0222603321075425,9.76377823829651
lstm_autoencoder,1,primary,train,16,3,climb,52689,0.48335788388876033,0.2924184203147888,0.7835660338401795,0.9728691458702087,2.328679628372194
lstm_autoencoder,1,primary,train,16,3,cruise,84042,0.4288849992274622,0.2810231149196625,0.7327936172485352,0.9975000739097594,2.2494817209243725
lstm_autoencoder,1,primary,train,16,3,descent,57888,2.0244672990812167,0.7903417944908142,3.744747734069825,4.968749117851246,10.941820240020752
lstm_autoencoder,1,primary,train,all,mixed,climb,209242,0.38665036852095974,0.18415606766939163,0.7420805156230922,1.0186723172664636,2.1355171465873632
lstm_autoencoder,1,primary,train,all,mixed,cruise,331938,0.3962868803634004,0.20549103617668152,0.731691575050354,1.0501582264900207,2.380533928871155
lstm_autoencoder,1,primary,train,all,mixed,descent,218902,1.8373137196004616,0.8034870624542236,3.7874214649200435,5.229383420944204,11.584304370880105
lstm_autoencoder,1,primary,calibration,18,3,climb,56332,0.5172429937155558,0.34716446697711945,0.7364188671112062,0.9136757999658582,3.5891948390007142
lstm_autoencoder,1,primary,calibration,18,3,cruise,78219,0.4953563619116725,0.22655673325061798,0.805131161212921,1.1592768311500543,2.2465252447128248
lstm_autoencoder,1,primary,calibration,18,3,descent,58738,2.1248724410693014,0.8974279463291168,3.7225656986236584,5.878961825370774,13.277040443420404
lstm_autoencoder,1,primary,calibration,20,3,climb,53830,0.46008851415651225,0.22103037685155869,0.9563885867595671,1.3164352893829345,2.632440018653866
lstm_autoencoder,1,primary,calibration,20,3,cruise,68886,0.5920822106808398,0.24874034523963928,0.8508220911026001,1.3293192684650421,3.495330333709714
lstm_autoencoder,1,primary,calibration,20,3,descent,70638,16.553277149073924,0.8391595184803009,3.7823153257370006,5.4148464202880815,12.08172313690192
lstm_autoencoder,1,primary,calibration,all,mixed,climb,110162,0.4893148003760802,0.293879434466362,0.8134159147739412,1.1813467800617214,3.1717430877685544
lstm_autoencoder,1,primary,calibration,all,mixed,cruise,147105,0.5406509257831442,0.23814146220684052,0.8249892592430116,1.234117388725279,2.804870729446391
