detector,seed,phase_definition,subset,unit,flight_class,phase,n,mean,median,p90,p95,p99
pca,-1,alt_rate,official_test,14,1,descent,27769,0.14502642848422415,0.05187699201727356,0.2275930050257143,0.49543936640566927,0.8024725168056904
pca,-1,alt_rate,official_test,15,2,climb,53843,0.025504624728602543,0.0169444839080451,0.04846909149246645,0.06374599943788178,0.13042810080587253
pca,-1,alt_rate,official_test,15,2,cruise,43303,0.02869244534142921,0.020584258395754822,0.04407531234493165,0.054002595367113916,0.09436035698791544
pca,-1,alt_rate,official_test,15,2,descent,50393,3.0080299669912973,0.05586591319533569,0.2050289006271652,0.3913812449429071,0.9088876282498073
pca,-1,alt_rate,official_test,all,mixed,climb,126343,0.022822783700974913,0.012501001592034655,0.04739923521053369,0.06758035319117417,0.15048874726901743
pca,-1,alt_rate,official_test,all,mixed,cruise,157680,0.03650557470251451,0.01696580881317477,0.05749681787247417,0.08461828035816714,0.20035346102342136
pca,-1,alt_rate,official_test,all,mixed,descent,149090,1.1161137966490273,0.049949648942546755,0.19477078173854148,0.37868091371243046,0.9119994244658608
isolation_forest,0,primary,train,2,3,climb,57051,0.3434510362557564,0.3365946494931874,0.36880522540968397,0.38022951371186003,0.40936066950592337
isolation_forest,0,primary,train,2,3,cruise,77394,0.34495107162374244,0.33502150519532514,0.36907265193484096,0.39506911502684167,0.4721359972437372
isolation_forest,0,primary,train,2,3,descent,54418,0.3992737938472872,0.3815010008307306,0.474805370176707,0.5176535863793265,0.6555096866439891
isolation_forest,0,primary,train,5,3,climb,49075,0.3425268587784698,0.33674755758883135,0.36526712409900175,0.37682338360418377,0.4090716325427053
isolation_forest,0,primary,train,5,3,cruise,86669,0.3458032896673555,0.3374581365489756,0.3696045111030016,0.3876460320614693,0.43508179034467587
isolation_forest,0,primary,train,5,3,descent,52806,0.3956724764196293,0.3800311532879733,0.4630429836341975,0.501396236283114,0.6085669744873947
isolation_forest,0,primary,train,10,3,climb,50427,0.3397786394191645,0.332542726599201,0.36379834069454686,0.3734959326311708,0.41827932972156723
isolation_forest,0,primary,train,10,3,cruise,83833,0.34133189248514023,0.3338663579274121,0.36128992329489534,0.3765866295605974,0.43401510950350647
