detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,healthy_flights,fraction_flights_with_false_alarm,events_per_healthy_flight,matched_fc
isolation_forest,2,primary,0.01,14,1,cruise,35,0.4,2.4857142857142858,False
isolation_forest,2,primary,0.01,14,1,descent,35,0.7142857142857143,5.485714285714286,False
isolation_forest,2,primary,0.01,14,1,overall,35,1.0,8.771428571428572,False
isolation_forest,2,primary,0.01,15,2,climb,23,0.6521739130434783,1.0869565217391304,False
isolation_forest,2,primary,0.01,15,2,cruise,23,0.30434782608695654,2.608695652173913,False
isolation_forest,2,primary,0.01,15,2,descent,23,0.9565217391304348,10.304347826086957,False
isolation_forest,2,primary,0.01,15,2,overall,23,0.9565217391304348,14.0,False
isolation_forest,2,primary,0.01,all,mixed,climb,76,0.6578947368421053,0.9473684210526315,False
isolation_forest,2,primary,0.01,all,mixed,cruise,76,0.4605263157894737,3.0657894736842106,False
isolation_forest,2,primary,0.01,all,mixed,descent,76,0.8552631578947368,9.592105263157896,False
isolation_forest,2,primary,0.01,all,mixed,overall,76,0.9868421052631579,13.56578947368421,False
isolation_forest,2,primary,0.02,11,3,climb,18,0.9444444444444444,1.4444444444444444,True
isolation_forest,2,primary,0.02,11,3,cruise,18,0.7777777777777778,6.611111111111111,True
isolation_forest,2,primary,0.02,11,3,descent,18,1.0,27.555555555555557,True
isolation_forest,2,primary,0.02,11,3,overall,18,1.0,35.55555555555556,True
isolation_forest,2,primary,0.02,14,1,climb,35,0.7714285714285715,1.6285714285714286,False
isolation_forest,2,primary,0.02,14,1,cruise,35,0.5142857142857142,4.457142857142857,False
isolation_forest,2,primary,0.02,14,1,descent,35,1.0,11.657142857142857,False
isolation_forest,2,primary,0.02,14,1,overall,35,1.0,17.514285714285716,False
isolation_forest,2,primary,0.02,15,2,climb,23,0.8695652173913043,1.4782608695652173,False
isolation_forest,2,primary,0.02,15,2,cruise,23,0.43478260869565216,3.391304347826087,False
isolation_forest,2,primary,0.02,15,2,descent,23,1.0,23.0,False
isolation_forest,2,primary,0.02,15,2,overall,23,1.0,27.869565217391305,False
isolation_forest,2,primary,0.02,all,mixed,climb,76,0.8421052631578947,1.5394736842105263,False
isolation_forest,2,primary,0.02,all,mixed,cruise,76,0.5526315789473685,4.644736842105263,False
isolation_forest,2,primary,0.02,all,mixed,descent,76,1.0,18.855263157894736,False
isolation_forest,2,primary,0.02,all,mixed,overall,76,1.0,24.92105263157895,False
isolation_forest,2,alt_rate,0.005,11,3,climb,18,0.5,0.9444444444444444,True
isolation_forest,2,alt_rate,0.005,11,3,cruise,18,0.5,2.611111111111111,True
isolation_forest,2,alt_rate,0.005,11,3,descent,18,1.0,15.444444444444445,True
isolation_forest,2,alt_rate,0.005,11,3,overall,18,1.0,19.0,True
isolation_forest,2,alt_rate,0.005,14,1,climb,35,0.4,0.45714285714285713,False
isolation_forest,2,alt_rate,0.005,14,1,cruise,35,0.22857142857142856,1.4,False
isolation_forest,2,alt_rate,0.005,14,1,descent,35,0.6571428571428571,1.0857142857142856,False
isolation_forest,2,alt_rate,0.005,14,1,overall,35,0.9142857142857143,2.942857142857143,False
isolation_forest,2,alt_rate,0.005,15,2,climb,23,0.17391304347826086,0.30434782608695654,False
isolation_forest,2,alt_rate,0.005,15,2,cruise,23,0.17391304347826086,0.5217391304347826,False
isolation_forest,2,alt_rate,0.005,15,2,descent,23,0.5652173913043478,6.130434782608695,False
isolation_forest,2,alt_rate,0.005,15,2,overall,23,0.6086956521739131,6.913043478260869,False
isolation_forest,2,alt_rate,0.005,all,mixed,climb,76,0.35526315789473684,0.5263157894736842,False
isolation_forest,2,alt_rate,0.005,all,mixed,cruise,76,0.27631578947368424,1.4210526315789473,False
isolation_forest,2,alt_rate,0.005,all,mixed,descent,76,0.7105263157894737,6.0131578947368425,False
isolation_forest,2,alt_rate,0.005,all,mixed,overall,76,0.8421052631578947,7.947368421052632,False
isolation_forest,2,alt_rate,0.01,11,3,climb,18,0.7777777777777778,1.2777777777777777,True
isolation_forest,2,alt_rate,0.01,11,3,cruise,18,0.6111111111111112,3.111111111111111,True
isolation_forest,2,alt_rate,0.01,11,3,descent,18,1.0,17.944444444444443,True
isolation_forest,2,alt_rate,0.01,11,3,overall,18,1.0,22.333333333333332,True
isolation_forest,2,alt_rate,0.01,14,1,climb,35,0.6,0.9142857142857143,False
isolation_forest,2,alt_rate,0.01,14,1,cruise,35,0.22857142857142856,2.057142857142857,False
isolation_forest,2,alt_rate,0.01,14,1,descent,35,0.8857142857142857,5.8,False
isolation_forest,2,alt_rate,0.01,14,1,overall,35,1.0,8.771428571428572,False
isolation_forest,2,alt_rate,0.01,15,2,climb,23,0.6521739130434783,1.0869565217391304,False
isolation_forest,2,alt_rate,0.01,15,2,cruise,23,0.17391304347826086,1.3478260869565217,False
isolation_forest,2,alt_rate,0.01,15,2,descent,23,0.9565217391304348,11.608695652173912,False
isolation_forest,2,alt_rate,0.01,15,2,overall,23,0.9565217391304348,14.0,False
isolation_forest,2,alt_rate,0.01,all,mixed,climb,76,0.6578947368421053,1.0526315789473684,False
isolation_forest,2,alt_rate,0.01,all,mixed,cruise,76,0.3026315789473684,2.0921052631578947,False
isolation_forest,2,alt_rate,0.01,all,mixed,descent,76,0.9342105263157895,10.43421052631579,False
isolation_forest,2,alt_rate,0.01,all,mixed,overall,76,0.9868421052631579,13.56578947368421,False
isolation_forest,2,alt_rate,0.02,11,3,climb,18,0.9444444444444444,1.9444444444444444,True
isolation_forest,2,alt_rate,0.02,11,3,cruise,18,0.6111111111111112,3.8333333333333335,True
isolation_forest,2,alt_rate,0.02,11,3,descent,18,1.0,29.77777777777778,True
isolation_forest,2,alt_rate,0.02,11,3,overall,18,1.0,35.55555555555556,True
isolation_forest,2,alt_rate,0.02,14,1,climb,35,0.7714285714285715,2.1142857142857143,False
isolation_forest,2,alt_rate,0.02,14,1,cruise,35,0.37142857142857144,3.2,False
isolation_forest,2,alt_rate,0.02,14,1,descent,35,1.0,12.2,False
isolation_forest,2,alt_rate,0.02,14,1,overall,35,1.0,17.514285714285716,False
isolation_forest,2,alt_rate,0.02,15,2,climb,23,0.8695652173913043,1.4782608695652173,False
isolation_forest,2,alt_rate,0.02,15,2,cruise,23,0.21739130434782608,1.9565217391304348,False
isolation_forest,2,alt_rate,0.02,15,2,descent,23,1.0,24.47826086956522,False
isolation_forest,2,alt_rate,0.02,15,2,overall,23,1.0,27.869565217391305,False
isolation_forest,2,alt_rate,0.02,all,mixed,climb,76,0.8421052631578947,1.881578947368421,False
isolation_forest,2,alt_rate,0.02,all,mixed,cruise,76,0.3815789473684211,2.973684210526316,False
isolation_forest,2,alt_rate,0.02,all,mixed,descent,76,1.0,20.07894736842105,False
isolation_forest,2,alt_rate,0.02,all,mixed,overall,76,1.0,24.92105263157895,False
lstm_autoencoder,0,primary,0.005,11,3,climb,18,0.9444444444444444,1.3333333333333333,True
lstm_autoencoder,0,primary,0.005,11,3,cruise,18,0.7222222222222222,3.4444444444444446,True
lstm_autoencoder,0,primary,0.005,11,3,descent,18,1.0,16.166666666666668,True
lstm_autoencoder,0,primary,0.005,11,3,overall,18,1.0,20.944444444444443,True
lstm_autoencoder,0,primary,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,0,primary,0.005,14,1,cruise,35,0.2857142857142857,1.542857142857143,False
lstm_autoencoder,0,primary,0.005,14,1,descent,35,0.6285714285714286,1.0571428571428572,False
lstm_autoencoder,0,primary,0.005,14,1,overall,35,1.0,3.3142857142857145,False
lstm_autoencoder,0,primary,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,0,primary,0.005,15,2,cruise,23,0.21739130434782608,1.9565217391304348,False
lstm_autoencoder,0,primary,0.005,15,2,descent,23,0.6086956521739131,5.739130434782608,False
lstm_autoencoder,0,primary,0.005,15,2,overall,23,0.9565217391304348,8.956521739130435,False
lstm_autoencoder,0,primary,0.005,all,mixed,climb,76,0.8026315789473685,1.0394736842105263,False
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,76,0.3684210526315789,2.1184210526315788,False
lstm_autoencoder,0,primary,0.005,all,mixed,descent,76,0.7105263157894737,6.052631578947368,False
lstm_autoencoder,0,primary,0.005,all,mixed,overall,76,0.9868421052631579,9.197368421052632,False
lstm_autoencoder,0,primary,0.01,11,3,climb,18,0.9444444444444444,1.2222222222222223,True
lstm_autoencoder,0,primary,0.01,11,3,cruise,18,0.7222222222222222,3.8333333333333335,True
lstm_autoencoder,0,primary,0.01,11,3,descent,18,1.0,16.944444444444443,True
lstm_autoencoder,0,primary,0.01,11,3,overall,18,1.0,22.0,True
lstm_autoencoder,0,primary,0.01,14,1,climb,35,0.7142857142857143,0.9714285714285714,False
lstm_autoencoder,0,primary,0.01,14,1,cruise,35,0.37142857142857144,2.057142857142857,False
lstm_autoencoder,0,primary,0.01,14,1,descent,35,0.7142857142857143,3.8,False
lstm_autoencoder,0,primary,0.01,14,1,overall,35,1.0,6.742857142857143,False
lstm_autoencoder,0,primary,0.01,15,2,climb,23,0.9130434782608695,1.3043478260869565,False
lstm_autoencoder,0,primary,0.01,15,2,cruise,23,0.21739130434782608,2.0434782608695654,False
lstm_autoencoder,0,primary,0.01,15,2,descent,23,0.8695652173913043,7.869565217391305,False
lstm_autoencoder,0,primary,0.01,15,2,overall,23,1.0,11.217391304347826,False
lstm_autoencoder,0,primary,0.01,all,mixed,climb,76,0.8289473684210527,1.131578947368421,False
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,76,0.40789473684210525,2.473684210526316,False
lstm_autoencoder,0,primary,0.01,all,mixed,descent,76,0.8289473684210527,8.144736842105264,False
lstm_autoencoder,0,primary,0.01,all,mixed,overall,76,1.0,11.710526315789474,False
lstm_autoencoder,0,primary,0.02,11,3,climb,18,1.0,1.6666666666666667,True
lstm_autoencoder,0,primary,0.02,11,3,cruise,18,0.7777777777777778,5.055555555555555,True
lstm_autoencoder,0,primary,0.02,11,3,descent,18,1.0,21.77777777777778,True
lstm_autoencoder,0,primary,0.02,11,3,overall,18,1.0,28.5,True
lstm_autoencoder,0,primary,0.02,14,1,climb,35,0.8285714285714286,1.4285714285714286,False
lstm_autoencoder,0,primary,0.02,14,1,cruise,35,0.4,3.142857142857143,False
lstm_autoencoder,0,primary,0.02,14,1,descent,35,1.0,6.314285714285714,False
lstm_autoencoder,0,primary,0.02,14,1,overall,35,1.0,10.8,False
lstm_autoencoder,0,primary,0.02,15,2,climb,23,1.0,2.0869565217391304,False
lstm_autoencoder,0,primary,0.02,15,2,cruise,23,0.34782608695652173,2.9130434782608696,False
lstm_autoencoder,0,primary,0.02,15,2,descent,23,1.0,15.217391304347826,False
lstm_autoencoder,0,primary,0.02,15,2,overall,23,1.0,20.217391304347824,False
lstm_autoencoder,0,primary,0.02,all,mixed,climb,76,0.9210526315789473,1.6842105263157894,False
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,76,0.47368421052631576,3.526315789473684,False
lstm_autoencoder,0,primary,0.02,all,mixed,descent,76,1.0,12.671052631578947,False
lstm_autoencoder,0,primary,0.02,all,mixed,overall,76,1.0,17.842105263157894,False
lstm_autoencoder,0,alt_rate,0.005,11,3,climb,18,0.9444444444444444,1.5555555555555556,True
lstm_autoencoder,0,alt_rate,0.005,11,3,cruise,18,0.5,2.7222222222222223,True
lstm_autoencoder,0,alt_rate,0.005,11,3,descent,18,1.0,16.666666666666668,True
lstm_autoencoder,0,alt_rate,0.005,11,3,overall,18,1.0,20.944444444444443,True
lstm_autoencoder,0,alt_rate,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,0,alt_rate,0.005,14,1,cruise,35,0.2,1.3428571428571427,False
lstm_autoencoder,0,alt_rate,0.005,14,1,descent,35,0.8,1.2285714285714286,False
lstm_autoencoder,0,alt_rate,0.005,14,1,overall,35,1.0,3.3142857142857145,False
lstm_autoencoder,0,alt_rate,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,0,alt_rate,0.005,15,2,cruise,23,0.17391304347826086,0.34782608695652173,False
lstm_autoencoder,0,alt_rate,0.005,15,2,descent,23,0.6086956521739131,7.3478260869565215,False
lstm_autoencoder,0,alt_rate,0.005,15,2,overall,23,0.9565217391304348,8.956521739130435,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,climb,76,0.8026315789473685,1.0921052631578947,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,cruise,76,0.2631578947368421,1.368421052631579,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,descent,76,0.7894736842105263,6.7368421052631575,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,overall,76,0.9868421052631579,9.197368421052632,False
lstm_autoencoder,0,alt_rate,0.01,11,3,climb,18,0.9444444444444444,1.6111111111111112,True
lstm_autoencoder,0,alt_rate,0.01,11,3,cruise,18,0.5555555555555556,2.888888888888889,True
lstm_autoencoder,0,alt_rate,0.01,11,3,descent,18,1.0,17.5,True
lstm_autoencoder,0,alt_rate,0.01,11,3,overall,18,1.0,22.0,True
lstm_autoencoder,0,alt_rate,0.01,14,1,climb,35,0.7142857142857143,0.9714285714285714,False
lstm_autoencoder,0,alt_rate,0.01,14,1,cruise,35,0.22857142857142856,1.7714285714285714,False
lstm_autoencoder,0,alt_rate,0.01,14,1,descent,35,0.8571428571428571,4.0,False
lstm_autoencoder,0,alt_rate,0.01,14,1,overall,35,1.0,6.742857142857143,False
lstm_autoencoder,0,alt_rate,0.01,15,2,climb,23,0.9130434782608695,1.3043478260869565,False
lstm_autoencoder,0,alt_rate,0.01,15,2,cruise,23,0.17391304347826086,1.1304347826086956,False
lstm_autoencoder,0,alt_rate,0.01,15,2,descent,23,0.8695652173913043,8.826086956521738,False
lstm_autoencoder,0,alt_rate,0.01,15,2,overall,23,1.0,11.217391304347826,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,climb,76,0.8289473684210527,1.2236842105263157,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,cruise,76,0.2894736842105263,1.8421052631578947,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,descent,76,0.8947368421052632,8.657894736842104,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,overall,76,1.0,11.710526315789474,False
lstm_autoencoder,0,alt_rate,0.02,11,3,climb,18,1.0,2.0555555555555554,True
lstm_autoencoder,0,alt_rate,0.02,11,3,cruise,18,0.6111111111111112,3.0555555555555554,True
lstm_autoencoder,0,alt_rate,0.02,11,3,descent,18,1.0,23.38888888888889,True
lstm_autoencoder,0,alt_rate,0.02,11,3,overall,18,1.0,28.5,True
lstm_autoencoder,0,alt_rate,0.02,14,1,climb,35,0.8285714285714286,1.457142857142857,False
lstm_autoencoder,0,alt_rate,0.02,14,1,cruise,35,0.34285714285714286,2.7142857142857144,False
lstm_autoencoder,0,alt_rate,0.02,14,1,descent,35,1.0,6.628571428571429,False
lstm_autoencoder,0,alt_rate,0.02,14,1,overall,35,1.0,10.8,False
lstm_autoencoder,0,alt_rate,0.02,15,2,climb,23,1.0,2.0869565217391304,False
lstm_autoencoder,0,alt_rate,0.02,15,2,cruise,23,0.17391304347826086,1.4782608695652173,False
lstm_autoencoder,0,alt_rate,0.02,15,2,descent,23,1.0,16.695652173913043,False
lstm_autoencoder,0,alt_rate,0.02,15,2,overall,23,1.0,20.217391304347824,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,climb,76,0.9210526315789473,1.7894736842105263,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,cruise,76,0.35526315789473684,2.4210526315789473,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,descent,76,1.0,13.644736842105264,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,overall,76,1.0,17.842105263157894,False
lstm_autoencoder,1,primary,0.005,11,3,climb,18,0.9444444444444444,1.3333333333333333,True
lstm_autoencoder,1,primary,0.005,11,3,cruise,18,0.7222222222222222,3.5,True
lstm_autoencoder,1,primary,0.005,11,3,descent,18,0.9444444444444444,16.166666666666668,True
lstm_autoencoder,1,primary,0.005,11,3,overall,18,1.0,21.0,True
lstm_autoencoder,1,primary,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,1,primary,0.005,14,1,cruise,35,0.22857142857142856,1.5714285714285714,False
lstm_autoencoder,1,primary,0.005,14,1,descent,35,0.3142857142857143,0.6857142857142857,False
lstm_autoencoder,1,primary,0.005,14,1,overall,35,0.8285714285714286,3.0,False
lstm_autoencoder,1,primary,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,1,primary,0.005,15,2,cruise,23,0.21739130434782608,2.0434782608695654,False
lstm_autoencoder,1,primary,0.005,15,2,descent,23,0.5217391304347826,5.260869565217392,False
lstm_autoencoder,1,primary,0.005,15,2,overall,23,0.9565217391304348,8.565217391304348,False
lstm_autoencoder,1,primary,0.005,all,mixed,climb,76,0.8026315789473685,1.0394736842105263,False
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,76,0.34210526315789475,2.1710526315789473,False
lstm_autoencoder,1,primary,0.005,all,mixed,descent,76,0.5263157894736842,5.7368421052631575,False
lstm_autoencoder,1,primary,0.005,all,mixed,overall,76,0.9078947368421053,8.947368421052632,False
lstm_autoencoder,1,primary,0.01,11,3,climb,18,0.9444444444444444,1.2222222222222223,True
lstm_autoencoder,1,primary,0.01,11,3,cruise,18,0.7222222222222222,3.8333333333333335,True
lstm_autoencoder,1,primary,0.01,11,3,descent,18,1.0,17.333333333333332,True
lstm_autoencoder,1,primary,0.01,11,3,overall,18,1.0,22.38888888888889,True
lstm_autoencoder,1,primary,0.01,14,1,climb,35,0.7142857142857143,1.0,False
lstm_autoencoder,1,primary,0.01,14,1,cruise,35,0.4,1.8571428571428572,False
lstm_autoencoder,1,primary,0.01,14,1,descent,35,0.7142857142857143,3.6,False
lstm_autoencoder,1,primary,0.01,14,1,overall,35,1.0,6.371428571428571,False
lstm_autoencoder,1,primary,0.01,15,2,climb,23,0.9130434782608695,1.3478260869565217,False
lstm_autoencoder,1,primary,0.01,15,2,cruise,23,0.21739130434782608,2.0,False
lstm_autoencoder,1,primary,0.01,15,2,descent,23,0.9565217391304348,8.434782608695652,False
lstm_autoencoder,1,primary,0.01,15,2,overall,23,1.0,11.782608695652174,False
lstm_autoencoder,1,primary,0.01,all,mixed,climb,76,0.8289473684210527,1.1578947368421053,False
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,76,0.42105263157894735,2.3684210526315788,False
lstm_autoencoder,1,primary,0.01,all,mixed,descent,76,0.8552631578947368,8.31578947368421,False
lstm_autoencoder,1,primary,0.01,all,mixed,overall,76,1.0,11.802631578947368,False
lstm_autoencoder,1,primary,0.02,11,3,climb,18,1.0,1.6666666666666667,True
lstm_autoencoder,1,primary,0.02,11,3,cruise,18,0.7777777777777778,4.777777777777778,True
lstm_autoencoder,1,primary,0.02,11,3,descent,18,1.0,23.77777777777778,True
lstm_autoencoder,1,primary,0.02,11,3,overall,18,1.0,30.22222222222222,True
lstm_autoencoder,1,primary,0.02,14,1,climb,35,0.8285714285714286,1.3142857142857143,False
lstm_autoencoder,1,primary,0.02,14,1,cruise,35,0.42857142857142855,3.0285714285714285,False
lstm_autoencoder,1,primary,0.02,14,1,descent,35,1.0,8.085714285714285,False
lstm_autoencoder,1,primary,0.02,14,1,overall,35,1.0,12.342857142857143,False
lstm_autoencoder,1,primary,0.02,15,2,climb,23,0.9565217391304348,2.0869565217391304,False
lstm_autoencoder,1,primary,0.02,15,2,cruise,23,0.34782608695652173,2.652173913043478,False
lstm_autoencoder,1,primary,0.02,15,2,descent,23,1.0,17.130434782608695,False
lstm_autoencoder,1,primary,0.02,15,2,overall,23,1.0,21.869565217391305,False
lstm_autoencoder,1,primary,0.02,all,mixed,climb,76,0.9078947368421053,1.631578947368421,False
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,76,0.4868421052631579,3.3289473684210527,False
lstm_autoencoder,1,primary,0.02,all,mixed,descent,76,1.0,14.539473684210526,False
lstm_autoencoder,1,primary,0.02,all,mixed,overall,76,1.0,19.460526315789473,False
lstm_autoencoder,1,alt_rate,0.005,11,3,climb,18,0.9444444444444444,1.6111111111111112,True
lstm_autoencoder,1,alt_rate,0.005,11,3,cruise,18,0.5,2.7222222222222223,True
lstm_autoencoder,1,alt_rate,0.005,11,3,descent,18,1.0,16.666666666666668,True
lstm_autoencoder,1,alt_rate,0.005,11,3,overall,18,1.0,21.0,True
lstm_autoencoder,1,alt_rate,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,1,alt_rate,0.005,14,1,cruise,35,0.2,1.4285714285714286,False
lstm_autoencoder,1,alt_rate,0.005,14,1,descent,35,0.45714285714285713,0.8285714285714286,False
lstm_autoencoder,1,alt_rate,0.005,14,1,overall,35,0.8285714285714286,3.0,False
lstm_autoencoder,1,alt_rate,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,1,alt_rate,0.005,15,2,cruise,23,0.17391304347826086,0.43478260869565216,False
lstm_autoencoder,1,alt_rate,0.005,15,2,descent,23,0.5217391304347826,6.869565217391305,False
lstm_autoencoder,1,alt_rate,0.005,15,2,overall,23,0.9565217391304348,8.565217391304348,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,climb,76,0.8026315789473685,1.105263157894737,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,cruise,76,0.2631578947368421,1.4342105263157894,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,descent,76,0.6052631578947368,6.407894736842105,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,overall,76,0.9078947368421053,8.947368421052632,False
lstm_autoencoder,1,alt_rate,0.01,11,3,climb,18,0.9444444444444444,1.6111111111111112,True
lstm_autoencoder,1,alt_rate,0.01,11,3,cruise,18,0.5555555555555556,2.7777777777777777,True
lstm_autoencoder,1,alt_rate,0.01,11,3,descent,18,1.0,18.0,True
lstm_autoencoder,1,alt_rate,0.01,11,3,overall,18,1.0,22.38888888888889,True
lstm_autoencoder,1,alt_rate,0.01,14,1,climb,35,0.7142857142857143,1.0,False
lstm_autoencoder,1,alt_rate,0.01,14,1,cruise,35,0.22857142857142856,1.542857142857143,False
lstm_autoencoder,1,alt_rate,0.01,14,1,descent,35,0.8857142857142857,3.8285714285714287,False
lstm_autoencoder,1,alt_rate,0.01,14,1,overall,35,1.0,6.371428571428571,False
lstm_autoencoder,1,alt_rate,0.01,15,2,climb,23,0.9130434782608695,1.3478260869565217,False
lstm_autoencoder,1,alt_rate,0.01,15,2,cruise,23,0.17391304347826086,0.8260869565217391,False
lstm_autoencoder,1,alt_rate,0.01,15,2,descent,23,0.9565217391304348,9.652173913043478,False
lstm_autoencoder,1,alt_rate,0.01,15,2,overall,23,1.0,11.782608695652174,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,climb,76,0.8289473684210527,1.25,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,cruise,76,0.2894736842105263,1.618421052631579,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,descent,76,0.9342105263157895,8.947368421052632,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,overall,76,1.0,11.802631578947368,False
lstm_autoencoder,1,alt_rate,0.02,11,3,climb,18,1.0,2.0,True
lstm_autoencoder,1,alt_rate,0.02,11,3,cruise,18,0.6111111111111112,3.0555555555555554,True
lstm_autoencoder,1,alt_rate,0.02,11,3,descent,18,1.0,25.166666666666668,True
lstm_autoencoder,1,alt_rate,0.02,11,3,overall,18,1.0,30.22222222222222,True
lstm_autoencoder,1,alt_rate,0.02,14,1,climb,35,0.8285714285714286,1.3428571428571427,False
lstm_autoencoder,1,alt_rate,0.02,14,1,cruise,35,0.37142857142857144,2.6285714285714286,False
lstm_autoencoder,1,alt_rate,0.02,14,1,descent,35,1.0,8.371428571428572,False
lstm_autoencoder,1,alt_rate,0.02,14,1,overall,35,1.0,12.342857142857143,False
lstm_autoencoder,1,alt_rate,0.02,15,2,climb,23,0.9565217391304348,2.0869565217391304,False
lstm_autoencoder,1,alt_rate,0.02,15,2,cruise,23,0.17391304347826086,1.391304347826087,False
lstm_autoencoder,1,alt_rate,0.02,15,2,descent,23,1.0,18.434782608695652,False
lstm_autoencoder,1,alt_rate,0.02,15,2,overall,23,1.0,21.869565217391305,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,climb,76,0.9078947368421053,1.7236842105263157,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,cruise,76,0.3684210526315789,2.3552631578947367,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,descent,76,1.0,15.394736842105264,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,overall,76,1.0,19.460526315789473,False
lstm_autoencoder,2,primary,0.005,11,3,climb,18,0.9444444444444444,1.3888888888888888,True
lstm_autoencoder,2,primary,0.005,11,3,cruise,18,0.7222222222222222,3.5,True
lstm_autoencoder,2,primary,0.005,11,3,descent,18,1.0,15.5,True
lstm_autoencoder,2,primary,0.005,11,3,overall,18,1.0,20.38888888888889,True
lstm_autoencoder,2,primary,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,2,primary,0.005,14,1,cruise,35,0.3142857142857143,1.4857142857142858,False
lstm_autoencoder,2,primary,0.005,14,1,descent,35,0.5428571428571428,1.0285714285714285,False
lstm_autoencoder,2,primary,0.005,14,1,overall,35,0.8571428571428571,3.1714285714285713,False
lstm_autoencoder,2,primary,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,2,primary,0.005,15,2,cruise,23,0.21739130434782608,2.0434782608695654,False
lstm_autoencoder,2,primary,0.005,15,2,descent,23,0.5652173913043478,5.391304347826087,False
lstm_autoencoder,2,primary,0.005,15,2,overall,23,1.0,8.695652173913043,False
lstm_autoencoder,2,primary,0.005,all,mixed,climb,76,0.8026315789473685,1.0526315789473684,False
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,76,0.3815789473684211,2.1315789473684212,False
lstm_autoencoder,2,primary,0.005,all,mixed,descent,76,0.6578947368421053,5.776315789473684,False
lstm_autoencoder,2,primary,0.005,all,mixed,overall,76,0.9342105263157895,8.921052631578947,False
lstm_autoencoder,2,primary,0.01,11,3,climb,18,0.9444444444444444,1.2777777777777777,True
lstm_autoencoder,2,primary,0.01,11,3,cruise,18,0.7222222222222222,3.9444444444444446,True
lstm_autoencoder,2,primary,0.01,11,3,descent,18,1.0,17.166666666666668,True
lstm_autoencoder,2,primary,0.01,11,3,overall,18,1.0,22.38888888888889,True
lstm_autoencoder,2,primary,0.01,14,1,climb,35,0.7428571428571429,1.0,False
lstm_autoencoder,2,primary,0.01,14,1,cruise,35,0.37142857142857144,2.1142857142857143,False
lstm_autoencoder,2,primary,0.01,14,1,descent,35,0.7142857142857143,4.171428571428572,False
lstm_autoencoder,2,primary,0.01,14,1,overall,35,1.0,7.2,False
lstm_autoencoder,2,primary,0.01,15,2,climb,23,0.9130434782608695,1.5217391304347827,False
lstm_autoencoder,2,primary,0.01,15,2,cruise,23,0.21739130434782608,2.0,False
lstm_autoencoder,2,primary,0.01,15,2,descent,23,0.9565217391304348,8.26086956521739,False
lstm_autoencoder,2,primary,0.01,15,2,overall,23,1.0,11.782608695652174,False
lstm_autoencoder,2,primary,0.01,all,mixed,climb,76,0.8421052631578947,1.2236842105263157,False
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,76,0.40789473684210525,2.513157894736842,False
lstm_autoencoder,2,primary,0.01,all,mixed,descent,76,0.8552631578947368,8.486842105263158,False
lstm_autoencoder,2,primary,0.01,all,mixed,overall,76,1.0,12.18421052631579,False
