detector,seed,phase_definition,nominal_fpr,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events,matched_fc
isolation_forest,1,alt_rate,0.02,15,4,2,overall,6372,174,1,17,False
isolation_forest,1,alt_rate,0.02,15,4,2,climb,2890,27,1,2,False
isolation_forest,1,alt_rate,0.02,15,4,2,cruise,2106,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,4,2,descent,1376,147,1,15,False
isolation_forest,1,alt_rate,0.02,15,5,2,overall,6075,37,1,11,False
isolation_forest,1,alt_rate,0.02,15,5,2,climb,1898,7,1,1,False
isolation_forest,1,alt_rate,0.02,15,5,2,cruise,2050,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,5,2,descent,2127,30,1,10,False
isolation_forest,1,alt_rate,0.02,15,6,2,overall,9157,115,1,7,False
isolation_forest,1,alt_rate,0.02,15,6,2,climb,3768,4,1,1,False
isolation_forest,1,alt_rate,0.02,15,6,2,cruise,2226,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,6,2,descent,3163,111,1,6,False
isolation_forest,1,alt_rate,0.02,15,7,2,overall,5892,357,1,30,False
isolation_forest,1,alt_rate,0.02,15,7,2,climb,3460,25,1,7,False
isolation_forest,1,alt_rate,0.02,15,7,2,cruise,1497,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,7,2,descent,935,332,1,23,False
isolation_forest,1,alt_rate,0.02,15,8,2,overall,4015,49,1,20,False
isolation_forest,1,alt_rate,0.02,15,8,2,climb,913,6,1,1,False
isolation_forest,1,alt_rate,0.02,15,8,2,cruise,973,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,8,2,descent,2129,43,1,19,False
isolation_forest,1,alt_rate,0.02,15,9,2,overall,8714,158,1,37,False
isolation_forest,1,alt_rate,0.02,15,9,2,climb,2654,8,1,1,False
isolation_forest,1,alt_rate,0.02,15,9,2,cruise,4350,33,1,18,False
isolation_forest,1,alt_rate,0.02,15,9,2,descent,1710,117,1,19,False
isolation_forest,1,alt_rate,0.02,15,10,2,overall,5218,98,1,43,False
isolation_forest,1,alt_rate,0.02,15,10,2,climb,2880,4,1,1,False
isolation_forest,1,alt_rate,0.02,15,10,2,cruise,758,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,10,2,descent,1580,94,1,42,False
isolation_forest,1,alt_rate,0.02,15,11,2,overall,6001,77,1,19,False
isolation_forest,1,alt_rate,0.02,15,11,2,climb,2567,8,1,1,False
isolation_forest,1,alt_rate,0.02,15,11,2,cruise,1521,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,11,2,descent,1913,69,1,18,False
isolation_forest,1,alt_rate,0.02,15,12,2,overall,8363,168,1,19,False
isolation_forest,1,alt_rate,0.02,15,12,2,climb,2146,3,1,1,False
isolation_forest,1,alt_rate,0.02,15,12,2,cruise,2656,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,12,2,descent,3561,165,1,18,False
isolation_forest,1,alt_rate,0.02,15,13,2,overall,5761,40,1,17,False
isolation_forest,1,alt_rate,0.02,15,13,2,climb,1955,1,1,1,False
isolation_forest,1,alt_rate,0.02,15,13,2,cruise,2104,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,13,2,descent,1702,39,1,16,False
isolation_forest,1,alt_rate,0.02,15,14,2,overall,6942,20,1,3,False
isolation_forest,1,alt_rate,0.02,15,14,2,climb,2466,11,1,1,False
isolation_forest,1,alt_rate,0.02,15,14,2,cruise,2580,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,14,2,descent,1896,9,1,2,False
isolation_forest,1,alt_rate,0.02,15,15,2,overall,8154,537,1,40,False
isolation_forest,1,alt_rate,0.02,15,15,2,climb,2342,12,1,1,False
isolation_forest,1,alt_rate,0.02,15,15,2,cruise,2353,14,1,7,False
isolation_forest,1,alt_rate,0.02,15,15,2,descent,3459,511,1,32,False
isolation_forest,1,alt_rate,0.02,15,16,2,overall,5218,91,1,33,False
isolation_forest,1,alt_rate,0.02,15,16,2,climb,2880,4,1,1,False
isolation_forest,1,alt_rate,0.02,15,16,2,cruise,758,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,16,2,descent,1580,87,1,32,False
isolation_forest,1,alt_rate,0.02,15,17,2,overall,5804,218,1,22,False
isolation_forest,1,alt_rate,0.02,15,17,2,climb,2122,2,1,1,False
isolation_forest,1,alt_rate,0.02,15,17,2,cruise,1784,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,17,2,descent,1898,216,1,21,False
isolation_forest,1,alt_rate,0.02,15,18,2,overall,8154,516,1,47,False
isolation_forest,1,alt_rate,0.02,15,18,2,climb,2342,11,1,1,False
isolation_forest,1,alt_rate,0.02,15,18,2,cruise,2353,13,1,8,False
isolation_forest,1,alt_rate,0.02,15,18,2,descent,3459,492,1,38,False
isolation_forest,1,alt_rate,0.02,15,19,2,overall,6782,288,1,60,False
isolation_forest,1,alt_rate,0.02,15,19,2,climb,3211,2,1,1,False
isolation_forest,1,alt_rate,0.02,15,19,2,cruise,567,30,1,8,False
isolation_forest,1,alt_rate,0.02,15,19,2,descent,3004,256,1,51,False
isolation_forest,1,alt_rate,0.02,15,20,2,overall,6265,74,1,11,False
isolation_forest,1,alt_rate,0.02,15,20,2,climb,1427,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,20,2,cruise,2185,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,20,2,descent,2653,74,1,11,False
isolation_forest,1,alt_rate,0.02,15,21,2,overall,6381,76,1,19,False
isolation_forest,1,alt_rate,0.02,15,21,2,climb,1431,1,1,1,False
isolation_forest,1,alt_rate,0.02,15,21,2,cruise,1684,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,21,2,descent,3266,75,1,18,False
isolation_forest,1,alt_rate,0.02,15,22,2,overall,5501,100,1,21,False
isolation_forest,1,alt_rate,0.02,15,22,2,climb,2711,24,1,9,False
isolation_forest,1,alt_rate,0.02,15,22,2,cruise,1270,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,22,2,descent,1520,76,1,12,False
isolation_forest,1,alt_rate,0.02,15,23,2,overall,6887,321,1,11,False
isolation_forest,1,alt_rate,0.02,15,23,2,climb,2052,9,1,1,False
isolation_forest,1,alt_rate,0.02,15,23,2,cruise,2880,0,0,0,False
isolation_forest,1,alt_rate,0.02,15,23,2,descent,1955,312,1,10,False
isolation_forest,2,primary,0.005,11,1,3,overall,11007,22,1,10,True
isolation_forest,2,primary,0.005,11,1,3,climb,2506,0,0,0,True
isolation_forest,2,primary,0.005,11,1,3,cruise,4386,7,1,2,True
isolation_forest,2,primary,0.005,11,1,3,descent,4115,15,1,8,True
isolation_forest,2,primary,0.005,11,2,3,overall,17636,70,1,34,True
isolation_forest,2,primary,0.005,11,2,3,climb,3612,2,1,2,True
isolation_forest,2,primary,0.005,11,2,3,cruise,10521,29,1,12,True
isolation_forest,2,primary,0.005,11,2,3,descent,3503,39,1,20,True
isolation_forest,2,primary,0.005,11,3,3,overall,9831,33,1,9,True
isolation_forest,2,primary,0.005,11,3,3,climb,2031,0,0,0,True
isolation_forest,2,primary,0.005,11,3,3,cruise,3448,11,1,3,True
isolation_forest,2,primary,0.005,11,3,3,descent,4352,22,1,6,True
isolation_forest,2,primary,0.005,11,4,3,overall,13140,42,1,14,True
isolation_forest,2,primary,0.005,11,4,3,climb,2902,1,1,1,True
isolation_forest,2,primary,0.005,11,4,3,cruise,7069,0,0,0,True
isolation_forest,2,primary,0.005,11,4,3,descent,3169,41,1,13,True
isolation_forest,2,primary,0.005,11,5,3,overall,13751,151,1,49,True
isolation_forest,2,primary,0.005,11,5,3,climb,2138,3,1,1,True
isolation_forest,2,primary,0.005,11,5,3,cruise,6376,21,1,6,True
isolation_forest,2,primary,0.005,11,5,3,descent,5237,127,1,42,True
isolation_forest,2,primary,0.005,11,6,3,overall,11689,83,1,36,True
isolation_forest,2,primary,0.005,11,6,3,climb,2583,0,0,0,True
isolation_forest,2,primary,0.005,11,6,3,cruise,5477,23,1,14,True
isolation_forest,2,primary,0.005,11,6,3,descent,3629,60,1,22,True
isolation_forest,2,primary,0.005,11,7,3,overall,11007,29,1,9,True
isolation_forest,2,primary,0.005,11,7,3,climb,2506,0,0,0,True
isolation_forest,2,primary,0.005,11,7,3,cruise,4386,11,1,3,True
isolation_forest,2,primary,0.005,11,7,3,descent,4115,18,1,6,True
isolation_forest,2,primary,0.005,11,8,3,overall,8826,9,1,5,True
isolation_forest,2,primary,0.005,11,8,3,climb,4368,0,0,0,True
isolation_forest,2,primary,0.005,11,8,3,cruise,2947,7,1,3,True
isolation_forest,2,primary,0.005,11,8,3,descent,1511,2,1,2,True
isolation_forest,2,primary,0.005,11,9,3,overall,8928,18,1,8,True
isolation_forest,2,primary,0.005,11,9,3,climb,2151,1,1,1,True
isolation_forest,2,primary,0.005,11,9,3,cruise,4055,2,1,1,True
isolation_forest,2,primary,0.005,11,9,3,descent,2722,15,1,6,True
isolation_forest,2,primary,0.005,11,10,3,overall,13940,4,1,3,True
isolation_forest,2,primary,0.005,11,10,3,climb,3800,1,1,1,True
isolation_forest,2,primary,0.005,11,10,3,cruise,6079,0,0,0,True
isolation_forest,2,primary,0.005,11,10,3,descent,4061,3,1,2,True
isolation_forest,2,primary,0.005,11,11,3,overall,13751,138,1,37,True
isolation_forest,2,primary,0.005,11,11,3,climb,2138,3,1,1,True
isolation_forest,2,primary,0.005,11,11,3,cruise,6376,23,1,9,True
isolation_forest,2,primary,0.005,11,11,3,descent,5237,112,1,27,True
isolation_forest,2,primary,0.005,11,12,3,overall,14346,49,1,13,True
isolation_forest,2,primary,0.005,11,12,3,climb,3405,1,1,1,True
isolation_forest,2,primary,0.005,11,12,3,cruise,2752,11,1,7,True
isolation_forest,2,primary,0.005,11,12,3,descent,8189,37,1,5,True
isolation_forest,2,primary,0.005,11,13,3,overall,10704,23,1,9,True
isolation_forest,2,primary,0.005,11,13,3,climb,2712,5,1,1,True
isolation_forest,2,primary,0.005,11,13,3,cruise,4440,7,1,4,True
isolation_forest,2,primary,0.005,11,13,3,descent,3552,11,1,4,True
isolation_forest,2,primary,0.005,11,14,3,overall,11573,109,1,28,True
isolation_forest,2,primary,0.005,11,14,3,climb,3378,0,0,0,True
isolation_forest,2,primary,0.005,11,14,3,cruise,2869,1,1,1,True
isolation_forest,2,primary,0.005,11,14,3,descent,5326,108,1,27,True
isolation_forest,2,primary,0.005,11,15,3,overall,7701,288,1,47,True
isolation_forest,2,primary,0.005,11,15,3,climb,2139,2,1,1,True
isolation_forest,2,primary,0.005,11,15,3,cruise,1849,0,0,0,True
isolation_forest,2,primary,0.005,11,15,3,descent,3713,286,1,46,True
isolation_forest,2,primary,0.005,11,16,3,overall,11457,34,1,14,True
isolation_forest,2,primary,0.005,11,16,3,climb,3291,0,0,0,True
isolation_forest,2,primary,0.005,11,16,3,cruise,5172,0,0,0,True
isolation_forest,2,primary,0.005,11,16,3,descent,2994,34,1,14,True
isolation_forest,2,primary,0.005,11,17,3,overall,11457,45,1,10,True
isolation_forest,2,primary,0.005,11,17,3,climb,3291,0,0,0,True
isolation_forest,2,primary,0.005,11,17,3,cruise,5172,0,0,0,True
isolation_forest,2,primary,0.005,11,17,3,descent,2994,45,1,10,True
isolation_forest,2,primary,0.005,11,18,3,overall,12562,19,1,7,True
isolation_forest,2,primary,0.005,11,18,3,climb,4727,0,0,0,True
isolation_forest,2,primary,0.005,11,18,3,cruise,3161,1,1,1,True
isolation_forest,2,primary,0.005,11,18,3,descent,4674,18,1,6,True
isolation_forest,2,primary,0.005,14,1,1,overall,2551,1,1,1,False
isolation_forest,2,primary,0.005,14,1,1,climb,79,1,1,1,False
isolation_forest,2,primary,0.005,14,1,1,cruise,2364,0,0,0,False
isolation_forest,2,primary,0.005,14,1,1,descent,108,0,0,0,False
isolation_forest,2,primary,0.005,14,2,1,overall,1528,5,1,3,False
isolation_forest,2,primary,0.005,14,2,1,climb,435,1,1,1,False
isolation_forest,2,primary,0.005,14,2,1,cruise,592,0,0,0,False
isolation_forest,2,primary,0.005,14,2,1,descent,501,4,1,2,False
isolation_forest,2,primary,0.005,14,3,1,overall,1887,18,1,5,False
isolation_forest,2,primary,0.005,14,3,1,climb,227,0,0,0,False
isolation_forest,2,primary,0.005,14,3,1,cruise,1396,18,1,5,False
isolation_forest,2,primary,0.005,14,3,1,descent,264,0,0,0,False
isolation_forest,2,primary,0.005,14,4,1,overall,1303,51,1,11,False
isolation_forest,2,primary,0.005,14,4,1,climb,87,21,1,1,False
isolation_forest,2,primary,0.005,14,4,1,cruise,1069,30,1,10,False
isolation_forest,2,primary,0.005,14,4,1,descent,147,0,0,0,False
isolation_forest,2,primary,0.005,14,5,1,overall,2641,3,1,1,False
isolation_forest,2,primary,0.005,14,5,1,climb,1059,3,1,1,False
isolation_forest,2,primary,0.005,14,5,1,cruise,390,0,0,0,False
isolation_forest,2,primary,0.005,14,5,1,descent,1192,0,0,0,False
isolation_forest,2,primary,0.005,14,6,1,overall,2918,2,1,1,False
isolation_forest,2,primary,0.005,14,6,1,climb,222,0,0,0,False
isolation_forest,2,primary,0.005,14,6,1,cruise,1468,2,1,1,False
isolation_forest,2,primary,0.005,14,6,1,descent,1228,0,0,0,False
isolation_forest,2,primary,0.005,14,7,1,overall,1303,51,1,11,False
isolation_forest,2,primary,0.005,14,7,1,climb,87,21,1,1,False
isolation_forest,2,primary,0.005,14,7,1,cruise,1069,30,1,10,False
isolation_forest,2,primary,0.005,14,7,1,descent,147,0,0,0,False
isolation_forest,2,primary,0.005,14,8,1,overall,2551,0,0,0,False
isolation_forest,2,primary,0.005,14,8,1,climb,79,0,0,0,False
isolation_forest,2,primary,0.005,14,8,1,cruise,2364,0,0,0,False
isolation_forest,2,primary,0.005,14,8,1,descent,108,0,0,0,False
isolation_forest,2,primary,0.005,14,9,1,overall,1706,31,1,3,False
isolation_forest,2,primary,0.005,14,9,1,climb,38,0,0,0,False
isolation_forest,2,primary,0.005,14,9,1,cruise,47,0,0,0,False
isolation_forest,2,primary,0.005,14,9,1,descent,1621,31,1,3,False
isolation_forest,2,primary,0.005,14,10,1,overall,1706,31,1,3,False
isolation_forest,2,primary,0.005,14,10,1,climb,38,0,0,0,False
isolation_forest,2,primary,0.005,14,10,1,cruise,47,0,0,0,False
isolation_forest,2,primary,0.005,14,10,1,descent,1621,31,1,3,False
isolation_forest,2,primary,0.005,14,11,1,overall,2346,0,0,0,False
isolation_forest,2,primary,0.005,14,11,1,climb,482,0,0,0,False
isolation_forest,2,primary,0.005,14,11,1,cruise,1040,0,0,0,False
isolation_forest,2,primary,0.005,14,11,1,descent,824,0,0,0,False
isolation_forest,2,primary,0.005,14,12,1,overall,2641,5,1,1,False
isolation_forest,2,primary,0.005,14,12,1,climb,1059,5,1,1,False
isolation_forest,2,primary,0.005,14,12,1,cruise,390,0,0,0,False
isolation_forest,2,primary,0.005,14,12,1,descent,1192,0,0,0,False
isolation_forest,2,primary,0.005,14,13,1,overall,1303,65,1,12,False
isolation_forest,2,primary,0.005,14,13,1,climb,87,21,1,1,False
isolation_forest,2,primary,0.005,14,13,1,cruise,1069,44,1,11,False
isolation_forest,2,primary,0.005,14,13,1,descent,147,0,0,0,False
isolation_forest,2,primary,0.005,14,14,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,14,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,14,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,14,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,15,1,overall,1930,1,1,1,False
isolation_forest,2,primary,0.005,14,15,1,climb,486,0,0,0,False
isolation_forest,2,primary,0.005,14,15,1,cruise,795,0,0,0,False
isolation_forest,2,primary,0.005,14,15,1,descent,649,1,1,1,False
isolation_forest,2,primary,0.005,14,16,1,overall,1528,5,1,3,False
isolation_forest,2,primary,0.005,14,16,1,climb,435,1,1,1,False
isolation_forest,2,primary,0.005,14,16,1,cruise,592,0,0,0,False
isolation_forest,2,primary,0.005,14,16,1,descent,501,4,1,2,False
isolation_forest,2,primary,0.005,14,17,1,overall,2641,6,1,1,False
isolation_forest,2,primary,0.005,14,17,1,climb,1059,6,1,1,False
isolation_forest,2,primary,0.005,14,17,1,cruise,390,0,0,0,False
isolation_forest,2,primary,0.005,14,17,1,descent,1192,0,0,0,False
isolation_forest,2,primary,0.005,14,18,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,18,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,18,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,18,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,19,1,overall,1706,31,1,3,False
isolation_forest,2,primary,0.005,14,19,1,climb,38,0,0,0,False
isolation_forest,2,primary,0.005,14,19,1,cruise,47,0,0,0,False
isolation_forest,2,primary,0.005,14,19,1,descent,1621,31,1,3,False
isolation_forest,2,primary,0.005,14,20,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,20,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,20,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,20,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,21,1,overall,1706,31,1,3,False
isolation_forest,2,primary,0.005,14,21,1,climb,38,0,0,0,False
isolation_forest,2,primary,0.005,14,21,1,cruise,47,0,0,0,False
isolation_forest,2,primary,0.005,14,21,1,descent,1621,31,1,3,False
isolation_forest,2,primary,0.005,14,22,1,overall,1887,16,1,6,False
isolation_forest,2,primary,0.005,14,22,1,climb,227,0,0,0,False
isolation_forest,2,primary,0.005,14,22,1,cruise,1396,16,1,6,False
isolation_forest,2,primary,0.005,14,22,1,descent,264,0,0,0,False
isolation_forest,2,primary,0.005,14,23,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,23,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,23,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,23,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,24,1,overall,2641,6,1,1,False
isolation_forest,2,primary,0.005,14,24,1,climb,1059,6,1,1,False
isolation_forest,2,primary,0.005,14,24,1,cruise,390,0,0,0,False
isolation_forest,2,primary,0.005,14,24,1,descent,1192,0,0,0,False
isolation_forest,2,primary,0.005,14,25,1,overall,2551,4,1,1,False
isolation_forest,2,primary,0.005,14,25,1,climb,79,4,1,1,False
isolation_forest,2,primary,0.005,14,25,1,cruise,2364,0,0,0,False
isolation_forest,2,primary,0.005,14,25,1,descent,108,0,0,0,False
isolation_forest,2,primary,0.005,14,26,1,overall,2034,8,1,5,False
isolation_forest,2,primary,0.005,14,26,1,climb,135,5,1,3,False
isolation_forest,2,primary,0.005,14,26,1,cruise,84,0,0,0,False
isolation_forest,2,primary,0.005,14,26,1,descent,1815,3,1,2,False
isolation_forest,2,primary,0.005,14,27,1,overall,1887,15,1,5,False
isolation_forest,2,primary,0.005,14,27,1,climb,227,0,0,0,False
isolation_forest,2,primary,0.005,14,27,1,cruise,1396,15,1,5,False
isolation_forest,2,primary,0.005,14,27,1,descent,264,0,0,0,False
isolation_forest,2,primary,0.005,14,28,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,28,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,28,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,28,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,29,1,overall,1887,21,1,5,False
isolation_forest,2,primary,0.005,14,29,1,climb,227,0,0,0,False
isolation_forest,2,primary,0.005,14,29,1,cruise,1396,21,1,5,False
isolation_forest,2,primary,0.005,14,29,1,descent,264,0,0,0,False
isolation_forest,2,primary,0.005,14,30,1,overall,1528,5,1,3,False
isolation_forest,2,primary,0.005,14,30,1,climb,435,1,1,1,False
isolation_forest,2,primary,0.005,14,30,1,cruise,592,0,0,0,False
isolation_forest,2,primary,0.005,14,30,1,descent,501,4,1,2,False
isolation_forest,2,primary,0.005,14,31,1,overall,2629,1,1,1,False
isolation_forest,2,primary,0.005,14,31,1,climb,490,0,0,0,False
isolation_forest,2,primary,0.005,14,31,1,cruise,1339,0,0,0,False
isolation_forest,2,primary,0.005,14,31,1,descent,800,1,1,1,False
isolation_forest,2,primary,0.005,14,32,1,overall,1006,0,0,0,False
isolation_forest,2,primary,0.005,14,32,1,climb,262,0,0,0,False
isolation_forest,2,primary,0.005,14,32,1,cruise,356,0,0,0,False
isolation_forest,2,primary,0.005,14,32,1,descent,388,0,0,0,False
isolation_forest,2,primary,0.005,14,33,1,overall,1528,4,1,2,False
isolation_forest,2,primary,0.005,14,33,1,climb,435,1,1,1,False
isolation_forest,2,primary,0.005,14,33,1,cruise,592,0,0,0,False
isolation_forest,2,primary,0.005,14,33,1,descent,501,3,1,1,False
isolation_forest,2,primary,0.005,14,34,1,overall,1944,13,1,3,False
isolation_forest,2,primary,0.005,14,34,1,climb,142,0,0,0,False
isolation_forest,2,primary,0.005,14,34,1,cruise,1554,1,1,1,False
isolation_forest,2,primary,0.005,14,34,1,descent,248,12,1,2,False
isolation_forest,2,primary,0.005,14,35,1,overall,1706,31,1,3,False
isolation_forest,2,primary,0.005,14,35,1,climb,38,0,0,0,False
isolation_forest,2,primary,0.005,14,35,1,cruise,47,0,0,0,False
isolation_forest,2,primary,0.005,14,35,1,descent,1621,31,1,3,False
isolation_forest,2,primary,0.005,15,1,2,overall,2669,0,0,0,False
isolation_forest,2,primary,0.005,15,1,2,climb,625,0,0,0,False
isolation_forest,2,primary,0.005,15,1,2,cruise,752,0,0,0,False
isolation_forest,2,primary,0.005,15,1,2,descent,1292,0,0,0,False
isolation_forest,2,primary,0.005,15,2,2,overall,7711,0,0,0,False
isolation_forest,2,primary,0.005,15,2,2,climb,2028,0,0,0,False
isolation_forest,2,primary,0.005,15,2,2,cruise,3298,0,0,0,False
isolation_forest,2,primary,0.005,15,2,2,descent,2385,0,0,0,False
isolation_forest,2,primary,0.005,15,3,2,overall,5503,41,1,16,False
isolation_forest,2,primary,0.005,15,3,2,climb,3519,0,0,0,False
isolation_forest,2,primary,0.005,15,3,2,cruise,722,0,0,0,False
isolation_forest,2,primary,0.005,15,3,2,descent,1262,41,1,16,False
isolation_forest,2,primary,0.005,15,4,2,overall,6372,29,1,3,False
isolation_forest,2,primary,0.005,15,4,2,climb,2754,25,1,1,False
isolation_forest,2,primary,0.005,15,4,2,cruise,2405,0,0,0,False
isolation_forest,2,primary,0.005,15,4,2,descent,1213,4,1,2,False
isolation_forest,2,primary,0.005,15,5,2,overall,6075,0,0,0,False
isolation_forest,2,primary,0.005,15,5,2,climb,1642,0,0,0,False
isolation_forest,2,primary,0.005,15,5,2,cruise,2509,0,0,0,False
isolation_forest,2,primary,0.005,15,5,2,descent,1924,0,0,0,False
isolation_forest,2,primary,0.005,15,6,2,overall,9157,73,1,16,False
isolation_forest,2,primary,0.005,15,6,2,climb,3584,0,0,0,False
isolation_forest,2,primary,0.005,15,6,2,cruise,2702,59,1,12,False
isolation_forest,2,primary,0.005,15,6,2,descent,2871,14,1,4,False
isolation_forest,2,primary,0.005,15,7,2,overall,5892,49,1,12,False
isolation_forest,2,primary,0.005,15,7,2,climb,2990,9,1,2,False
isolation_forest,2,primary,0.005,15,7,2,cruise,2120,0,0,0,False
isolation_forest,2,primary,0.005,15,7,2,descent,782,40,1,10,False
isolation_forest,2,primary,0.005,15,8,2,overall,4015,0,0,0,False
isolation_forest,2,primary,0.005,15,8,2,climb,748,0,0,0,False
isolation_forest,2,primary,0.005,15,8,2,cruise,1371,0,0,0,False
isolation_forest,2,primary,0.005,15,8,2,descent,1896,0,0,0,False
isolation_forest,2,primary,0.005,15,9,2,overall,8714,103,1,28,False
isolation_forest,2,primary,0.005,15,9,2,climb,2650,0,0,0,False
isolation_forest,2,primary,0.005,15,9,2,cruise,4542,19,1,9,False
isolation_forest,2,primary,0.005,15,9,2,descent,1522,84,1,19,False
isolation_forest,2,primary,0.005,15,10,2,overall,5218,0,0,0,False
isolation_forest,2,primary,0.005,15,10,2,climb,2439,0,0,0,False
isolation_forest,2,primary,0.005,15,10,2,cruise,1376,0,0,0,False
isolation_forest,2,primary,0.005,15,10,2,descent,1403,0,0,0,False
isolation_forest,2,primary,0.005,15,11,2,overall,6001,33,1,3,False
isolation_forest,2,primary,0.005,15,11,2,climb,2203,0,0,0,False
isolation_forest,2,primary,0.005,15,11,2,cruise,2046,0,0,0,False
isolation_forest,2,primary,0.005,15,11,2,descent,1752,33,1,3,False
isolation_forest,2,primary,0.005,15,12,2,overall,8363,1,1,1,False
isolation_forest,2,primary,0.005,15,12,2,climb,1990,0,0,0,False
isolation_forest,2,primary,0.005,15,12,2,cruise,3014,0,0,0,False
isolation_forest,2,primary,0.005,15,12,2,descent,3359,1,1,1,False
isolation_forest,2,primary,0.005,15,13,2,overall,5761,0,0,0,False
isolation_forest,2,primary,0.005,15,13,2,climb,1671,0,0,0,False
isolation_forest,2,primary,0.005,15,13,2,cruise,2573,0,0,0,False
isolation_forest,2,primary,0.005,15,13,2,descent,1517,0,0,0,False
isolation_forest,2,primary,0.005,15,14,2,overall,6942,1,1,1,False
isolation_forest,2,primary,0.005,15,14,2,climb,2058,1,1,1,False
isolation_forest,2,primary,0.005,15,14,2,cruise,3278,0,0,0,False
isolation_forest,2,primary,0.005,15,14,2,descent,1606,0,0,0,False
isolation_forest,2,primary,0.005,15,15,2,overall,8154,26,1,6,False
isolation_forest,2,primary,0.005,15,15,2,climb,2033,0,0,0,False
isolation_forest,2,primary,0.005,15,15,2,cruise,2970,26,1,6,False
isolation_forest,2,primary,0.005,15,15,2,descent,3151,0,0,0,False
isolation_forest,2,primary,0.005,15,16,2,overall,5218,0,0,0,False
isolation_forest,2,primary,0.005,15,16,2,climb,2439,0,0,0,False
isolation_forest,2,primary,0.005,15,16,2,cruise,1376,0,0,0,False
isolation_forest,2,primary,0.005,15,16,2,descent,1403,0,0,0,False
isolation_forest,2,primary,0.005,15,17,2,overall,5804,0,0,0,False
isolation_forest,2,primary,0.005,15,17,2,climb,1845,0,0,0,False
isolation_forest,2,primary,0.005,15,17,2,cruise,2329,0,0,0,False
isolation_forest,2,primary,0.005,15,17,2,descent,1630,0,0,0,False
isolation_forest,2,primary,0.005,15,18,2,overall,8154,25,1,11,False
isolation_forest,2,primary,0.005,15,18,2,climb,2033,0,0,0,False
isolation_forest,2,primary,0.005,15,18,2,cruise,2970,25,1,11,False
isolation_forest,2,primary,0.005,15,18,2,descent,3151,0,0,0,False
isolation_forest,2,primary,0.005,15,19,2,overall,6782,104,1,37,False
isolation_forest,2,primary,0.005,15,19,2,climb,2887,0,0,0,False
isolation_forest,2,primary,0.005,15,19,2,cruise,1196,5,1,3,False
isolation_forest,2,primary,0.005,15,19,2,descent,2699,99,1,34,False
isolation_forest,2,primary,0.005,15,20,2,overall,6265,1,1,1,False
isolation_forest,2,primary,0.005,15,20,2,climb,1256,0,0,0,False
isolation_forest,2,primary,0.005,15,20,2,cruise,2569,0,0,0,False
isolation_forest,2,primary,0.005,15,20,2,descent,2440,1,1,1,False
isolation_forest,2,primary,0.005,15,21,2,overall,6381,0,0,0,False
isolation_forest,2,primary,0.005,15,21,2,climb,1264,0,0,0,False
isolation_forest,2,primary,0.005,15,21,2,cruise,2088,0,0,0,False
isolation_forest,2,primary,0.005,15,21,2,descent,3029,0,0,0,False
isolation_forest,2,primary,0.005,15,22,2,overall,5501,60,1,23,False
isolation_forest,2,primary,0.005,15,22,2,climb,2343,3,1,3,False
isolation_forest,2,primary,0.005,15,22,2,cruise,1857,0,0,0,False
isolation_forest,2,primary,0.005,15,22,2,descent,1301,57,1,20,False
