detector,seed,phase_definition,nominal_fpr,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events,matched_fc
pca,-1,alt_rate,0.01,15,5,2,cruise,2050,0,0,0,False
pca,-1,alt_rate,0.01,15,5,2,descent,2127,9,1,1,False
pca,-1,alt_rate,0.01,15,6,2,overall,9157,158,1,19,False
pca,-1,alt_rate,0.01,15,6,2,climb,3768,0,0,0,False
pca,-1,alt_rate,0.01,15,6,2,cruise,2226,0,0,0,False
pca,-1,alt_rate,0.01,15,6,2,descent,3163,158,1,19,False
pca,-1,alt_rate,0.01,15,7,2,overall,5892,82,1,12,False
pca,-1,alt_rate,0.01,15,7,2,climb,3460,53,1,6,False
pca,-1,alt_rate,0.01,15,7,2,cruise,1497,0,0,0,False
pca,-1,alt_rate,0.01,15,7,2,descent,935,29,1,6,False
pca,-1,alt_rate,0.01,15,8,2,overall,4015,4,1,3,False
pca,-1,alt_rate,0.01,15,8,2,climb,913,0,0,0,False
pca,-1,alt_rate,0.01,15,8,2,cruise,973,0,0,0,False
pca,-1,alt_rate,0.01,15,8,2,descent,2129,4,1,3,False
pca,-1,alt_rate,0.01,15,9,2,overall,8714,250,1,64,False
pca,-1,alt_rate,0.01,15,9,2,climb,2654,0,0,0,False
pca,-1,alt_rate,0.01,15,9,2,cruise,4350,31,1,16,False
pca,-1,alt_rate,0.01,15,9,2,descent,1710,219,1,49,False
pca,-1,alt_rate,0.01,15,10,2,overall,5218,168,1,31,False
pca,-1,alt_rate,0.01,15,10,2,climb,2880,0,0,0,False
pca,-1,alt_rate,0.01,15,10,2,cruise,758,0,0,0,False
pca,-1,alt_rate,0.01,15,10,2,descent,1580,168,1,31,False
pca,-1,alt_rate,0.01,15,11,2,overall,6001,75,1,17,False
pca,-1,alt_rate,0.01,15,11,2,climb,2567,0,0,0,False
pca,-1,alt_rate,0.01,15,11,2,cruise,1521,0,0,0,False
pca,-1,alt_rate,0.01,15,11,2,descent,1913,75,1,17,False
pca,-1,alt_rate,0.01,15,12,2,overall,8363,13,1,10,False
pca,-1,alt_rate,0.01,15,12,2,climb,2146,0,0,0,False
pca,-1,alt_rate,0.01,15,12,2,cruise,2656,0,0,0,False
pca,-1,alt_rate,0.01,15,12,2,descent,3561,13,1,10,False
pca,-1,alt_rate,0.01,15,13,2,overall,5761,21,1,9,False
pca,-1,alt_rate,0.01,15,13,2,climb,1955,1,1,1,False
pca,-1,alt_rate,0.01,15,13,2,cruise,2104,0,0,0,False
pca,-1,alt_rate,0.01,15,13,2,descent,1702,20,1,8,False
pca,-1,alt_rate,0.01,15,14,2,overall,6942,17,1,6,False
pca,-1,alt_rate,0.01,15,14,2,climb,2466,0,0,0,False
pca,-1,alt_rate,0.01,15,14,2,cruise,2580,0,0,0,False
pca,-1,alt_rate,0.01,15,14,2,descent,1896,17,1,6,False
pca,-1,alt_rate,0.01,15,15,2,overall,8154,64,1,16,False
pca,-1,alt_rate,0.01,15,15,2,climb,2342,0,0,0,False
pca,-1,alt_rate,0.01,15,15,2,cruise,2353,16,1,7,False
pca,-1,alt_rate,0.01,15,15,2,descent,3459,48,1,9,False
pca,-1,alt_rate,0.01,15,16,2,overall,5218,188,1,33,False
pca,-1,alt_rate,0.01,15,16,2,climb,2880,0,0,0,False
pca,-1,alt_rate,0.01,15,16,2,cruise,758,0,0,0,False
pca,-1,alt_rate,0.01,15,16,2,descent,1580,188,1,33,False
pca,-1,alt_rate,0.01,15,17,2,overall,5804,218,1,32,False
pca,-1,alt_rate,0.01,15,17,2,climb,2122,0,0,0,False
pca,-1,alt_rate,0.01,15,17,2,cruise,1784,0,0,0,False
pca,-1,alt_rate,0.01,15,17,2,descent,1898,218,1,32,False
pca,-1,alt_rate,0.01,15,18,2,overall,8154,61,1,21,False
pca,-1,alt_rate,0.01,15,18,2,climb,2342,0,0,0,False
pca,-1,alt_rate,0.01,15,18,2,cruise,2353,16,1,7,False
pca,-1,alt_rate,0.01,15,18,2,descent,3459,45,1,14,False
pca,-1,alt_rate,0.01,15,19,2,overall,6782,291,1,74,False
pca,-1,alt_rate,0.01,15,19,2,climb,3211,0,0,0,False
pca,-1,alt_rate,0.01,15,19,2,cruise,567,18,1,14,False
pca,-1,alt_rate,0.01,15,19,2,descent,3004,273,1,60,False
pca,-1,alt_rate,0.01,15,20,2,overall,6265,4,1,3,False
pca,-1,alt_rate,0.01,15,20,2,climb,1427,0,0,0,False
pca,-1,alt_rate,0.01,15,20,2,cruise,2185,1,1,1,False
pca,-1,alt_rate,0.01,15,20,2,descent,2653,3,1,2,False
pca,-1,alt_rate,0.01,15,21,2,overall,6381,65,1,13,False
pca,-1,alt_rate,0.01,15,21,2,climb,1431,0,0,0,False
pca,-1,alt_rate,0.01,15,21,2,cruise,1684,0,0,0,False
pca,-1,alt_rate,0.01,15,21,2,descent,3266,65,1,13,False
pca,-1,alt_rate,0.01,15,22,2,overall,5501,79,1,12,False
pca,-1,alt_rate,0.01,15,22,2,climb,2711,1,1,1,False
pca,-1,alt_rate,0.01,15,22,2,cruise,1270,0,0,0,False
pca,-1,alt_rate,0.01,15,22,2,descent,1520,78,1,11,False
pca,-1,alt_rate,0.01,15,23,2,overall,6887,23,1,14,False
pca,-1,alt_rate,0.01,15,23,2,climb,2052,0,0,0,False
pca,-1,alt_rate,0.01,15,23,2,cruise,2880,0,0,0,False
pca,-1,alt_rate,0.01,15,23,2,descent,1955,23,1,14,False
pca,-1,alt_rate,0.02,11,1,3,overall,11007,152,1,51,True
pca,-1,alt_rate,0.02,11,1,3,climb,2930,0,0,0,True
pca,-1,alt_rate,0.02,11,1,3,cruise,3885,39,1,13,True
pca,-1,alt_rate,0.02,11,1,3,descent,4192,113,1,38,True
pca,-1,alt_rate,0.02,11,2,3,overall,17636,561,1,73,True
pca,-1,alt_rate,0.02,11,2,3,climb,3879,0,0,0,True
pca,-1,alt_rate,0.02,11,2,3,cruise,9869,47,1,12,True
pca,-1,alt_rate,0.02,11,2,3,descent,3888,514,1,61,True
pca,-1,alt_rate,0.02,11,3,3,overall,9831,581,1,113,True
pca,-1,alt_rate,0.02,11,3,3,climb,2327,0,0,0,True
pca,-1,alt_rate,0.02,11,3,3,cruise,2755,34,1,17,True
pca,-1,alt_rate,0.02,11,3,3,descent,4749,547,1,96,True
pca,-1,alt_rate,0.02,11,4,3,overall,13140,167,1,33,True
pca,-1,alt_rate,0.02,11,4,3,climb,3297,0,0,0,True
pca,-1,alt_rate,0.02,11,4,3,cruise,6273,0,0,0,True
pca,-1,alt_rate,0.02,11,4,3,descent,3570,167,1,33,True
pca,-1,alt_rate,0.02,11,5,3,overall,13751,281,1,56,True
pca,-1,alt_rate,0.02,11,5,3,climb,2298,0,0,0,True
pca,-1,alt_rate,0.02,11,5,3,cruise,6278,29,1,8,True
pca,-1,alt_rate,0.02,11,5,3,descent,5175,252,1,48,True
pca,-1,alt_rate,0.02,11,6,3,overall,11689,463,1,128,True
pca,-1,alt_rate,0.02,11,6,3,climb,1743,0,0,0,True
pca,-1,alt_rate,0.02,11,6,3,cruise,6205,69,1,34,True
pca,-1,alt_rate,0.02,11,6,3,descent,3741,394,1,94,True
pca,-1,alt_rate,0.02,11,7,3,overall,11007,160,1,47,True
pca,-1,alt_rate,0.02,11,7,3,climb,2930,0,0,0,True
pca,-1,alt_rate,0.02,11,7,3,cruise,3885,41,1,11,True
pca,-1,alt_rate,0.02,11,7,3,descent,4192,119,1,36,True
pca,-1,alt_rate,0.02,11,8,3,overall,8826,373,1,37,True
pca,-1,alt_rate,0.02,11,8,3,climb,4070,55,1,2,True
pca,-1,alt_rate,0.02,11,8,3,cruise,3030,0,0,0,True
pca,-1,alt_rate,0.02,11,8,3,descent,1726,318,1,35,True
pca,-1,alt_rate,0.02,11,9,3,overall,8928,271,1,63,True
pca,-1,alt_rate,0.02,11,9,3,climb,2568,31,1,9,True
pca,-1,alt_rate,0.02,11,9,3,cruise,3414,0,0,0,True
pca,-1,alt_rate,0.02,11,9,3,descent,2946,240,1,54,True
pca,-1,alt_rate,0.02,11,10,3,overall,13940,64,1,27,True
pca,-1,alt_rate,0.02,11,10,3,climb,4340,0,0,0,True
pca,-1,alt_rate,0.02,11,10,3,cruise,5054,4,1,3,True
pca,-1,alt_rate,0.02,11,10,3,descent,4546,60,1,24,True
pca,-1,alt_rate,0.02,11,11,3,overall,13751,251,1,53,True
pca,-1,alt_rate,0.02,11,11,3,climb,2298,0,0,0,True
pca,-1,alt_rate,0.02,11,11,3,cruise,6278,35,1,8,True
pca,-1,alt_rate,0.02,11,11,3,descent,5175,216,1,45,True
pca,-1,alt_rate,0.02,11,12,3,overall,14346,135,1,42,True
pca,-1,alt_rate,0.02,11,12,3,climb,3497,29,1,10,True
pca,-1,alt_rate,0.02,11,12,3,cruise,6768,5,1,5,True
pca,-1,alt_rate,0.02,11,12,3,descent,4081,101,1,27,True
pca,-1,alt_rate,0.02,11,13,3,overall,10704,189,1,58,True
pca,-1,alt_rate,0.02,11,13,3,climb,3236,0,0,0,True
pca,-1,alt_rate,0.02,11,13,3,cruise,4152,36,1,12,True
pca,-1,alt_rate,0.02,11,13,3,descent,3316,153,1,46,True
pca,-1,alt_rate,0.02,11,14,3,overall,11573,206,1,50,True
pca,-1,alt_rate,0.02,11,14,3,climb,3665,0,0,0,True
pca,-1,alt_rate,0.02,11,14,3,cruise,3719,12,1,9,True
pca,-1,alt_rate,0.02,11,14,3,descent,4189,194,1,41,True
pca,-1,alt_rate,0.02,11,15,3,overall,7701,198,1,119,True
pca,-1,alt_rate,0.02,11,15,3,climb,2453,6,1,2,True
pca,-1,alt_rate,0.02,11,15,3,cruise,1248,0,0,0,True
pca,-1,alt_rate,0.02,11,15,3,descent,4000,192,1,117,True
pca,-1,alt_rate,0.02,11,16,3,overall,11457,180,1,43,True
pca,-1,alt_rate,0.02,11,16,3,climb,3793,0,0,0,True
pca,-1,alt_rate,0.02,11,16,3,cruise,4388,2,1,2,True
pca,-1,alt_rate,0.02,11,16,3,descent,3276,178,1,41,True
pca,-1,alt_rate,0.02,11,17,3,overall,11457,172,1,33,True
pca,-1,alt_rate,0.02,11,17,3,climb,3793,0,0,0,True
pca,-1,alt_rate,0.02,11,17,3,cruise,4388,2,1,2,True
pca,-1,alt_rate,0.02,11,17,3,descent,3276,170,1,31,True
pca,-1,alt_rate,0.02,11,18,3,overall,12562,584,1,97,True
pca,-1,alt_rate,0.02,11,18,3,climb,5390,0,0,0,True
pca,-1,alt_rate,0.02,11,18,3,cruise,2282,0,0,0,True
pca,-1,alt_rate,0.02,11,18,3,descent,4890,584,1,97,True
pca,-1,alt_rate,0.02,14,1,1,overall,2551,18,1,8,False
pca,-1,alt_rate,0.02,14,1,1,climb,94,0,0,0,False
pca,-1,alt_rate,0.02,14,1,1,cruise,2339,6,1,4,False
pca,-1,alt_rate,0.02,14,1,1,descent,118,12,1,4,False
pca,-1,alt_rate,0.02,14,2,1,overall,1528,56,1,17,False
pca,-1,alt_rate,0.02,14,2,1,climb,495,0,0,0,False
pca,-1,alt_rate,0.02,14,2,1,cruise,475,1,1,1,False
pca,-1,alt_rate,0.02,14,2,1,descent,558,55,1,16,False
pca,-1,alt_rate,0.02,14,3,1,overall,1887,206,1,86,False
pca,-1,alt_rate,0.02,14,3,1,climb,262,69,1,6,False
pca,-1,alt_rate,0.02,14,3,1,cruise,1323,44,1,21,False
pca,-1,alt_rate,0.02,14,3,1,descent,302,93,1,59,False
pca,-1,alt_rate,0.02,14,4,1,overall,1303,101,1,48,False
pca,-1,alt_rate,0.02,14,4,1,climb,96,5,1,2,False
pca,-1,alt_rate,0.02,14,4,1,cruise,1050,62,1,36,False
pca,-1,alt_rate,0.02,14,4,1,descent,157,34,1,10,False
pca,-1,alt_rate,0.02,14,5,1,overall,2641,255,1,8,False
pca,-1,alt_rate,0.02,14,5,1,climb,1220,0,0,0,False
pca,-1,alt_rate,0.02,14,5,1,cruise,41,0,0,0,False
pca,-1,alt_rate,0.02,14,5,1,descent,1380,255,1,8,False
pca,-1,alt_rate,0.02,14,6,1,overall,2918,25,1,12,False
pca,-1,alt_rate,0.02,14,6,1,climb,265,0,0,0,False
pca,-1,alt_rate,0.02,14,6,1,cruise,1361,10,1,7,False
pca,-1,alt_rate,0.02,14,6,1,descent,1292,15,1,5,False
pca,-1,alt_rate,0.02,14,7,1,overall,1303,101,1,48,False
pca,-1,alt_rate,0.02,14,7,1,climb,96,4,1,2,False
pca,-1,alt_rate,0.02,14,7,1,cruise,1050,63,1,36,False
pca,-1,alt_rate,0.02,14,7,1,descent,157,34,1,10,False
pca,-1,alt_rate,0.02,14,8,1,overall,2551,19,1,9,False
pca,-1,alt_rate,0.02,14,8,1,climb,94,0,0,0,False
pca,-1,alt_rate,0.02,14,8,1,cruise,2339,6,1,4,False
pca,-1,alt_rate,0.02,14,8,1,descent,118,13,1,5,False
pca,-1,alt_rate,0.02,14,9,1,overall,1706,47,1,7,False
pca,-1,alt_rate,0.02,14,9,1,climb,33,0,0,0,False
pca,-1,alt_rate,0.02,14,9,1,cruise,59,0,0,0,False
pca,-1,alt_rate,0.02,14,9,1,descent,1614,47,1,7,False
pca,-1,alt_rate,0.02,14,10,1,overall,1706,47,1,7,False
pca,-1,alt_rate,0.02,14,10,1,climb,33,0,0,0,False
pca,-1,alt_rate,0.02,14,10,1,cruise,59,0,0,0,False
pca,-1,alt_rate,0.02,14,10,1,descent,1614,47,1,7,False
pca,-1,alt_rate,0.02,14,11,1,overall,2346,0,0,0,False
pca,-1,alt_rate,0.02,14,11,1,climb,539,0,0,0,False
pca,-1,alt_rate,0.02,14,11,1,cruise,891,0,0,0,False
pca,-1,alt_rate,0.02,14,11,1,descent,916,0,0,0,False
pca,-1,alt_rate,0.02,14,12,1,overall,2641,255,1,8,False
pca,-1,alt_rate,0.02,14,12,1,climb,1220,0,0,0,False
pca,-1,alt_rate,0.02,14,12,1,cruise,41,0,0,0,False
pca,-1,alt_rate,0.02,14,12,1,descent,1380,255,1,8,False
pca,-1,alt_rate,0.02,14,13,1,overall,1303,104,1,49,False
pca,-1,alt_rate,0.02,14,13,1,climb,96,5,1,2,False
pca,-1,alt_rate,0.02,14,13,1,cruise,1050,63,1,35,False
pca,-1,alt_rate,0.02,14,13,1,descent,157,36,1,12,False
pca,-1,alt_rate,0.02,14,14,1,overall,2629,10,1,5,False
pca,-1,alt_rate,0.02,14,14,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,14,1,cruise,1152,0,0,0,False
pca,-1,alt_rate,0.02,14,14,1,descent,914,10,1,5,False
pca,-1,alt_rate,0.02,14,15,1,overall,1930,13,1,4,False
pca,-1,alt_rate,0.02,14,15,1,climb,545,0,0,0,False
pca,-1,alt_rate,0.02,14,15,1,cruise,661,0,0,0,False
pca,-1,alt_rate,0.02,14,15,1,descent,724,13,1,4,False
pca,-1,alt_rate,0.02,14,16,1,overall,1528,57,1,18,False
pca,-1,alt_rate,0.02,14,16,1,climb,495,0,0,0,False
pca,-1,alt_rate,0.02,14,16,1,cruise,475,1,1,1,False
pca,-1,alt_rate,0.02,14,16,1,descent,558,56,1,17,False
pca,-1,alt_rate,0.02,14,17,1,overall,2641,257,1,8,False
pca,-1,alt_rate,0.02,14,17,1,climb,1220,0,0,0,False
pca,-1,alt_rate,0.02,14,17,1,cruise,41,0,0,0,False
pca,-1,alt_rate,0.02,14,17,1,descent,1380,257,1,8,False
pca,-1,alt_rate,0.02,14,18,1,overall,2629,10,1,5,False
pca,-1,alt_rate,0.02,14,18,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,18,1,cruise,1152,0,0,0,False
pca,-1,alt_rate,0.02,14,18,1,descent,914,10,1,5,False
pca,-1,alt_rate,0.02,14,19,1,overall,1706,47,1,7,False
pca,-1,alt_rate,0.02,14,19,1,climb,33,0,0,0,False
pca,-1,alt_rate,0.02,14,19,1,cruise,59,0,0,0,False
pca,-1,alt_rate,0.02,14,19,1,descent,1614,47,1,7,False
pca,-1,alt_rate,0.02,14,20,1,overall,2629,10,1,5,False
pca,-1,alt_rate,0.02,14,20,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,20,1,cruise,1152,0,0,0,False
pca,-1,alt_rate,0.02,14,20,1,descent,914,10,1,5,False
pca,-1,alt_rate,0.02,14,21,1,overall,1706,48,1,8,False
pca,-1,alt_rate,0.02,14,21,1,climb,33,0,0,0,False
pca,-1,alt_rate,0.02,14,21,1,cruise,59,0,0,0,False
pca,-1,alt_rate,0.02,14,21,1,descent,1614,48,1,8,False
pca,-1,alt_rate,0.02,14,22,1,overall,1887,144,1,58,False
pca,-1,alt_rate,0.02,14,22,1,climb,262,60,1,6,False
pca,-1,alt_rate,0.02,14,22,1,cruise,1323,46,1,23,False
pca,-1,alt_rate,0.02,14,22,1,descent,302,38,1,29,False
pca,-1,alt_rate,0.02,14,23,1,overall,2629,10,1,5,False
pca,-1,alt_rate,0.02,14,23,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,23,1,cruise,1152,0,0,0,False
pca,-1,alt_rate,0.02,14,23,1,descent,914,10,1,5,False
pca,-1,alt_rate,0.02,14,24,1,overall,2641,259,1,8,False
pca,-1,alt_rate,0.02,14,24,1,climb,1220,0,0,0,False
pca,-1,alt_rate,0.02,14,24,1,cruise,41,0,0,0,False
pca,-1,alt_rate,0.02,14,24,1,descent,1380,259,1,8,False
pca,-1,alt_rate,0.02,14,25,1,overall,2551,19,1,7,False
pca,-1,alt_rate,0.02,14,25,1,climb,94,0,0,0,False
pca,-1,alt_rate,0.02,14,25,1,cruise,2339,7,1,3,False
pca,-1,alt_rate,0.02,14,25,1,descent,118,12,1,4,False
pca,-1,alt_rate,0.02,14,26,1,overall,2034,61,1,10,False
pca,-1,alt_rate,0.02,14,26,1,climb,129,41,1,4,False
pca,-1,alt_rate,0.02,14,26,1,cruise,1107,8,1,3,False
pca,-1,alt_rate,0.02,14,26,1,descent,798,12,1,3,False
pca,-1,alt_rate,0.02,14,27,1,overall,1887,132,1,55,False
pca,-1,alt_rate,0.02,14,27,1,climb,262,51,1,6,False
pca,-1,alt_rate,0.02,14,27,1,cruise,1323,47,1,22,False
pca,-1,alt_rate,0.02,14,27,1,descent,302,34,1,27,False
pca,-1,alt_rate,0.02,14,28,1,overall,2629,11,1,6,False
pca,-1,alt_rate,0.02,14,28,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,28,1,cruise,1152,1,1,1,False
pca,-1,alt_rate,0.02,14,28,1,descent,914,10,1,5,False
pca,-1,alt_rate,0.02,14,29,1,overall,1887,148,1,53,False
pca,-1,alt_rate,0.02,14,29,1,climb,262,67,1,4,False
pca,-1,alt_rate,0.02,14,29,1,cruise,1323,46,1,23,False
pca,-1,alt_rate,0.02,14,29,1,descent,302,35,1,26,False
pca,-1,alt_rate,0.02,14,30,1,overall,1528,60,1,20,False
pca,-1,alt_rate,0.02,14,30,1,climb,495,1,1,1,False
pca,-1,alt_rate,0.02,14,30,1,cruise,475,1,1,1,False
pca,-1,alt_rate,0.02,14,30,1,descent,558,58,1,18,False
pca,-1,alt_rate,0.02,14,31,1,overall,2629,12,1,6,False
pca,-1,alt_rate,0.02,14,31,1,climb,563,0,0,0,False
pca,-1,alt_rate,0.02,14,31,1,cruise,1152,1,1,1,False
pca,-1,alt_rate,0.02,14,31,1,descent,914,11,1,5,False
pca,-1,alt_rate,0.02,14,32,1,overall,1006,237,1,36,False
pca,-1,alt_rate,0.02,14,32,1,climb,330,12,1,7,False
pca,-1,alt_rate,0.02,14,32,1,cruise,232,2,1,2,False
pca,-1,alt_rate,0.02,14,32,1,descent,444,223,1,27,False
pca,-1,alt_rate,0.02,14,33,1,overall,1528,56,1,17,False
pca,-1,alt_rate,0.02,14,33,1,climb,495,1,1,1,False
pca,-1,alt_rate,0.02,14,33,1,cruise,475,1,1,1,False
pca,-1,alt_rate,0.02,14,33,1,descent,558,54,1,15,False
pca,-1,alt_rate,0.02,14,34,1,overall,1944,40,1,19,False
pca,-1,alt_rate,0.02,14,34,1,climb,164,9,1,5,False
pca,-1,alt_rate,0.02,14,34,1,cruise,1524,12,1,6,False
pca,-1,alt_rate,0.02,14,34,1,descent,256,19,1,8,False
pca,-1,alt_rate,0.02,14,35,1,overall,1706,48,1,10,False
pca,-1,alt_rate,0.02,14,35,1,climb,33,0,0,0,False
pca,-1,alt_rate,0.02,14,35,1,cruise,59,0,0,0,False
pca,-1,alt_rate,0.02,14,35,1,descent,1614,48,1,10,False
pca,-1,alt_rate,0.02,15,1,2,overall,2669,43,1,20,False
pca,-1,alt_rate,0.02,15,1,2,climb,705,0,0,0,False
pca,-1,alt_rate,0.02,15,1,2,cruise,555,0,0,0,False
pca,-1,alt_rate,0.02,15,1,2,descent,1409,43,1,20,False
pca,-1,alt_rate,0.02,15,2,2,overall,7711,12,1,6,False
pca,-1,alt_rate,0.02,15,2,2,climb,1947,0,0,0,False
pca,-1,alt_rate,0.02,15,2,2,cruise,3098,0,0,0,False
pca,-1,alt_rate,0.02,15,2,2,descent,2666,12,1,6,False
pca,-1,alt_rate,0.02,15,3,2,overall,5503,245,1,50,False
pca,-1,alt_rate,0.02,15,3,2,climb,3076,0,0,0,False
pca,-1,alt_rate,0.02,15,3,2,cruise,995,0,0,0,False
pca,-1,alt_rate,0.02,15,3,2,descent,1432,245,1,50,False
pca,-1,alt_rate,0.02,15,4,2,overall,6372,18,1,10,False
pca,-1,alt_rate,0.02,15,4,2,climb,2890,7,1,4,False
pca,-1,alt_rate,0.02,15,4,2,cruise,2106,0,0,0,False
pca,-1,alt_rate,0.02,15,4,2,descent,1376,11,1,6,False
pca,-1,alt_rate,0.02,15,5,2,overall,6075,24,1,1,False
pca,-1,alt_rate,0.02,15,5,2,climb,1898,0,0,0,False
pca,-1,alt_rate,0.02,15,5,2,cruise,2050,0,0,0,False
pca,-1,alt_rate,0.02,15,5,2,descent,2127,24,1,1,False
pca,-1,alt_rate,0.02,15,6,2,overall,9157,279,1,30,False
pca,-1,alt_rate,0.02,15,6,2,climb,3768,0,0,0,False
pca,-1,alt_rate,0.02,15,6,2,cruise,2226,0,0,0,False
pca,-1,alt_rate,0.02,15,6,2,descent,3163,279,1,30,False
pca,-1,alt_rate,0.02,15,7,2,overall,5892,138,1,26,False
pca,-1,alt_rate,0.02,15,7,2,climb,3460,73,1,11,False
pca,-1,alt_rate,0.02,15,7,2,cruise,1497,0,0,0,False
pca,-1,alt_rate,0.02,15,7,2,descent,935,65,1,15,False
pca,-1,alt_rate,0.02,15,8,2,overall,4015,9,1,4,False
pca,-1,alt_rate,0.02,15,8,2,climb,913,0,0,0,False
pca,-1,alt_rate,0.02,15,8,2,cruise,973,0,0,0,False
pca,-1,alt_rate,0.02,15,8,2,descent,2129,9,1,4,False
pca,-1,alt_rate,0.02,15,9,2,overall,8714,445,1,113,False
pca,-1,alt_rate,0.02,15,9,2,climb,2654,0,0,0,False
pca,-1,alt_rate,0.02,15,9,2,cruise,4350,69,1,21,False
pca,-1,alt_rate,0.02,15,9,2,descent,1710,376,1,93,False
pca,-1,alt_rate,0.02,15,10,2,overall,5218,439,1,30,False
pca,-1,alt_rate,0.02,15,10,2,climb,2880,0,0,0,False
pca,-1,alt_rate,0.02,15,10,2,cruise,758,0,0,0,False
pca,-1,alt_rate,0.02,15,10,2,descent,1580,439,1,30,False
pca,-1,alt_rate,0.02,15,11,2,overall,6001,128,1,26,False
pca,-1,alt_rate,0.02,15,11,2,climb,2567,0,0,0,False
pca,-1,alt_rate,0.02,15,11,2,cruise,1521,0,0,0,False
pca,-1,alt_rate,0.02,15,11,2,descent,1913,128,1,26,False
pca,-1,alt_rate,0.02,15,12,2,overall,8363,34,1,16,False
pca,-1,alt_rate,0.02,15,12,2,climb,2146,5,1,3,False
pca,-1,alt_rate,0.02,15,12,2,cruise,2656,0,0,0,False
pca,-1,alt_rate,0.02,15,12,2,descent,3561,29,1,13,False
pca,-1,alt_rate,0.02,15,13,2,overall,5761,45,1,13,False
pca,-1,alt_rate,0.02,15,13,2,climb,1955,1,1,1,False
pca,-1,alt_rate,0.02,15,13,2,cruise,2104,0,0,0,False
pca,-1,alt_rate,0.02,15,13,2,descent,1702,44,1,12,False
pca,-1,alt_rate,0.02,15,14,2,overall,6942,70,1,5,False
pca,-1,alt_rate,0.02,15,14,2,climb,2466,0,0,0,False
pca,-1,alt_rate,0.02,15,14,2,cruise,2580,0,0,0,False
pca,-1,alt_rate,0.02,15,14,2,descent,1896,70,1,5,False
pca,-1,alt_rate,0.02,15,15,2,overall,8154,129,1,27,False
pca,-1,alt_rate,0.02,15,15,2,climb,2342,0,0,0,False
pca,-1,alt_rate,0.02,15,15,2,cruise,2353,21,1,6,False
pca,-1,alt_rate,0.02,15,15,2,descent,3459,108,1,21,False
pca,-1,alt_rate,0.02,15,16,2,overall,5218,452,1,32,False
pca,-1,alt_rate,0.02,15,16,2,climb,2880,0,0,0,False
pca,-1,alt_rate,0.02,15,16,2,cruise,758,0,0,0,False
pca,-1,alt_rate,0.02,15,16,2,descent,1580,452,1,32,False
pca,-1,alt_rate,0.02,15,17,2,overall,5804,452,1,25,False
pca,-1,alt_rate,0.02,15,17,2,climb,2122,0,0,0,False
pca,-1,alt_rate,0.02,15,17,2,cruise,1784,0,0,0,False
pca,-1,alt_rate,0.02,15,17,2,descent,1898,452,1,25,False
pca,-1,alt_rate,0.02,15,18,2,overall,8154,123,1,29,False
pca,-1,alt_rate,0.02,15,18,2,climb,2342,0,0,0,False
pca,-1,alt_rate,0.02,15,18,2,cruise,2353,21,1,6,False
pca,-1,alt_rate,0.02,15,18,2,descent,3459,102,1,23,False
pca,-1,alt_rate,0.02,15,19,2,overall,6782,575,1,76,False
pca,-1,alt_rate,0.02,15,19,2,climb,3211,0,0,0,False
pca,-1,alt_rate,0.02,15,19,2,cruise,567,27,1,11,False
pca,-1,alt_rate,0.02,15,19,2,descent,3004,548,1,65,False
pca,-1,alt_rate,0.02,15,20,2,overall,6265,15,1,10,False
pca,-1,alt_rate,0.02,15,20,2,climb,1427,0,0,0,False
pca,-1,alt_rate,0.02,15,20,2,cruise,2185,2,1,2,False
pca,-1,alt_rate,0.02,15,20,2,descent,2653,13,1,8,False
pca,-1,alt_rate,0.02,15,21,2,overall,6381,89,1,8,False
pca,-1,alt_rate,0.02,15,21,2,climb,1431,0,0,0,False
pca,-1,alt_rate,0.02,15,21,2,cruise,1684,0,0,0,False
pca,-1,alt_rate,0.02,15,21,2,descent,3266,89,1,8,False
pca,-1,alt_rate,0.02,15,22,2,overall,5501,123,1,15,False
pca,-1,alt_rate,0.02,15,22,2,climb,2711,4,1,4,False
pca,-1,alt_rate,0.02,15,22,2,cruise,1270,0,0,0,False
pca,-1,alt_rate,0.02,15,22,2,descent,1520,119,1,11,False
pca,-1,alt_rate,0.02,15,23,2,overall,6887,71,1,27,False
pca,-1,alt_rate,0.02,15,23,2,climb,2052,0,0,0,False
pca,-1,alt_rate,0.02,15,23,2,cruise,2880,0,0,0,False
pca,-1,alt_rate,0.02,15,23,2,descent,1955,71,1,27,False
isolation_forest,0,primary,0.005,11,1,3,overall,11007,22,1,11,True
isolation_forest,0,primary,0.005,11,1,3,climb,2506,0,0,0,True
isolation_forest,0,primary,0.005,11,1,3,cruise,4386,8,1,3,True
isolation_forest,0,primary,0.005,11,1,3,descent,4115,14,1,8,True
isolation_forest,0,primary,0.005,11,2,3,overall,17636,69,1,29,True
isolation_forest,0,primary,0.005,11,2,3,climb,3612,2,1,2,True
isolation_forest,0,primary,0.005,11,2,3,cruise,10521,30,1,10,True
isolation_forest,0,primary,0.005,11,2,3,descent,3503,37,1,17,True
