detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold,matched_fc
isolation_forest,1,alt_rate,0.02,11,3,cruise,83871,253,0.0030165373013318073,0.5089137200980296,True
isolation_forest,1,alt_rate,0.02,11,3,descent,70928,3593,0.05065700428603655,0.5089137200980296,True
isolation_forest,1,alt_rate,0.02,14,1,overall,72268,4296,0.05944539768638955,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,14,1,climb,13993,439,0.03137282927177874,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,14,1,cruise,30506,633,0.02075001639021832,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,14,1,descent,27769,3224,0.11610068781735028,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,15,2,overall,147539,4091,0.027728261679962587,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,15,2,climb,53843,183,0.0033987704994149657,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,15,2,cruise,43303,90,0.0020783779414821142,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,15,2,descent,50393,3818,0.07576449109995435,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,all,mixed,overall,433113,12369,0.028558366985059327,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,all,mixed,climb,126343,758,0.0059995409322241835,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,all,mixed,cruise,157680,976,0.0061897513952308475,0.5089137200980296,False
isolation_forest,1,alt_rate,0.02,all,mixed,descent,149090,10635,0.0713327520289758,0.5089137200980296,False
isolation_forest,2,primary,0.005,11,3,overall,213306,1166,0.005466325372938408,0.6243043712959749,True
isolation_forest,2,primary,0.005,11,3,climb,53678,19,0.0003539625172323857,0.6243043712959749,True
isolation_forest,2,primary,0.005,11,3,cruise,86535,154,0.0017796267406251806,0.6243043712959749,True
isolation_forest,2,primary,0.005,11,3,descent,73093,993,0.013585432257534922,0.6243043712959749,True
isolation_forest,2,primary,0.005,14,1,overall,72268,466,0.006448220512536669,0.6243043712959749,False
isolation_forest,2,primary,0.005,14,1,climb,12241,97,0.00792418920022874,0.6243043712959749,False
isolation_forest,2,primary,0.005,14,1,cruise,33377,177,0.005303053000569254,0.6243043712959749,False
isolation_forest,2,primary,0.005,14,1,descent,26650,192,0.007204502814258912,0.6243043712959749,False
isolation_forest,2,primary,0.005,15,2,overall,147539,547,0.0037074942896454495,0.6243043712959749,False
isolation_forest,2,primary,0.005,15,2,climb,48789,38,0.0007788640882166062,0.6243043712959749,False
isolation_forest,2,primary,0.005,15,2,cruise,53466,134,0.002506265664160401,0.6243043712959749,False
isolation_forest,2,primary,0.005,15,2,descent,45284,375,0.008281070576804168,0.6243043712959749,False
isolation_forest,2,primary,0.005,all,mixed,overall,433113,2179,0.005031019618436759,0.6243043712959749,False
isolation_forest,2,primary,0.005,all,mixed,climb,114708,154,0.0013425393172228615,0.6243043712959749,False
isolation_forest,2,primary,0.005,all,mixed,cruise,173378,465,0.002682001176619871,0.6243043712959749,False
isolation_forest,2,primary,0.005,all,mixed,descent,145027,1560,0.01075661773324967,0.6243043712959749,False
isolation_forest,2,primary,0.01,11,3,overall,213306,2040,0.009563725352310764,0.5648015536437387,True
isolation_forest,2,primary,0.01,11,3,climb,53678,41,0.0007638138529751481,0.5648015536437387,True
isolation_forest,2,primary,0.01,11,3,cruise,86535,320,0.00369792569480557,0.5648015536437387,True
isolation_forest,2,primary,0.01,11,3,descent,73093,1679,0.022970735911783616,0.5648015536437387,True
isolation_forest,2,primary,0.01,14,1,overall,72268,1376,0.01904023910997952,0.5648015536437387,False
isolation_forest,2,primary,0.01,14,1,climb,12241,168,0.013724368924107508,0.5648015536437387,False
isolation_forest,2,primary,0.01,14,1,cruise,33377,473,0.014171435419600323,0.5648015536437387,False
isolation_forest,2,primary,0.01,14,1,descent,26650,735,0.027579737335834898,0.5648015536437387,False
isolation_forest,2,primary,0.01,15,2,overall,147539,1465,0.009929577942103444,0.5648015536437387,False
isolation_forest,2,primary,0.01,15,2,climb,48789,92,0.001885670950419152,0.5648015536437387,False
isolation_forest,2,primary,0.01,15,2,cruise,53466,204,0.0038155089215576254,0.5648015536437387,False
isolation_forest,2,primary,0.01,15,2,descent,45284,1169,0.02581485734475753,0.5648015536437387,False
isolation_forest,2,primary,0.01,all,mixed,overall,433113,4881,0.011269576299949435,0.5648015536437387,False
isolation_forest,2,primary,0.01,all,mixed,climb,114708,301,0.002624054120026502,0.5648015536437387,False
isolation_forest,2,primary,0.01,all,mixed,cruise,173378,997,0.005750441232451637,0.5648015536437387,False
isolation_forest,2,primary,0.01,all,mixed,descent,145027,3583,0.024705744447585623,0.5648015536437387,False
isolation_forest,2,primary,0.02,11,3,overall,213306,3933,0.018438299907175607,0.511534751949156,True
isolation_forest,2,primary,0.02,11,3,climb,53678,101,0.001881590223182682,0.511534751949156,True
isolation_forest,2,primary,0.02,11,3,cruise,86535,545,0.006298029698965736,0.511534751949156,True
isolation_forest,2,primary,0.02,11,3,descent,73093,3287,0.044970106576553155,0.511534751949156,True
isolation_forest,2,primary,0.02,14,1,overall,72268,4484,0.0620468257043228,0.511534751949156,False
isolation_forest,2,primary,0.02,14,1,climb,12241,367,0.029981210685401518,0.511534751949156,False
isolation_forest,2,primary,0.02,14,1,cruise,33377,814,0.02438805165233544,0.511534751949156,False
isolation_forest,2,primary,0.02,14,1,descent,26650,3303,0.12393996247654784,0.511534751949156,False
isolation_forest,2,primary,0.02,15,2,overall,147539,4199,0.028460271521428233,0.511534751949156,False
isolation_forest,2,primary,0.02,15,2,climb,48789,186,0.003812334747586546,0.511534751949156,False
isolation_forest,2,primary,0.02,15,2,cruise,53466,323,0.006041222459132907,0.511534751949156,False
isolation_forest,2,primary,0.02,15,2,descent,45284,3690,0.08148573447575302,0.511534751949156,False
isolation_forest,2,primary,0.02,all,mixed,overall,433113,12616,0.029128656955575104,0.511534751949156,False
isolation_forest,2,primary,0.02,all,mixed,climb,114708,654,0.005701433204310075,0.511534751949156,False
isolation_forest,2,primary,0.02,all,mixed,cruise,173378,1682,0.00970134619155833,0.511534751949156,False
isolation_forest,2,primary,0.02,all,mixed,descent,145027,10280,0.07088335275500424,0.511534751949156,False
isolation_forest,2,alt_rate,0.005,11,3,overall,213306,1166,0.005466325372938408,0.6243043712959749,True
isolation_forest,2,alt_rate,0.005,11,3,climb,58507,30,0.0005127591570239458,0.6243043712959749,True
isolation_forest,2,alt_rate,0.005,11,3,cruise,83871,117,0.0013949994634617447,0.6243043712959749,True
isolation_forest,2,alt_rate,0.005,11,3,descent,70928,1019,0.014366681705391383,0.6243043712959749,True
isolation_forest,2,alt_rate,0.005,14,1,overall,72268,466,0.006448220512536669,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,14,1,climb,13993,97,0.006932037447295076,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,14,1,cruise,30506,154,0.005048187241854061,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,14,1,descent,27769,215,0.007742446613129749,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,15,2,overall,147539,547,0.0037074942896454495,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,15,2,climb,53843,38,0.0007057556228293371,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,15,2,cruise,43303,19,0.00043876867653511306,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,15,2,descent,50393,490,0.009723572718433115,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,all,mixed,overall,433113,2179,0.005031019618436759,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,all,mixed,climb,126343,165,0.0013059686725817813,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,all,mixed,cruise,157680,290,0.001839167935058346,0.6243043712959749,False
isolation_forest,2,alt_rate,0.005,all,mixed,descent,149090,1724,0.011563485143202093,0.6243043712959749,False
isolation_forest,2,alt_rate,0.01,11,3,overall,213306,2040,0.009563725352310764,0.5648015536437387,True
isolation_forest,2,alt_rate,0.01,11,3,climb,58507,62,0.0010597022578494881,0.5648015536437387,True
isolation_forest,2,alt_rate,0.01,11,3,cruise,83871,178,0.002122306876035817,0.5648015536437387,True
isolation_forest,2,alt_rate,0.01,11,3,descent,70928,1800,0.02537784795849312,0.5648015536437387,True
isolation_forest,2,alt_rate,0.01,14,1,overall,72268,1376,0.01904023910997952,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,14,1,climb,13993,169,0.012077467305081111,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,14,1,cruise,30506,394,0.012915492034353897,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,14,1,descent,27769,813,0.029277251611509236,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,15,2,overall,147539,1465,0.009929577942103444,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,15,2,climb,53843,92,0.0017086715079026058,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,15,2,cruise,43303,48,0.0011084682354571276,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,15,2,descent,50393,1325,0.026293334391681383,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,all,mixed,overall,433113,4881,0.011269576299949435,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,all,mixed,climb,126343,323,0.002556532613599487,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,all,mixed,cruise,157680,620,0.0039320142059868085,0.5648015536437387,False
isolation_forest,2,alt_rate,0.01,all,mixed,descent,149090,3938,0.026413575692534712,0.5648015536437387,False
isolation_forest,2,alt_rate,0.02,11,3,overall,213306,3933,0.018438299907175607,0.511534751949156,True
isolation_forest,2,alt_rate,0.02,11,3,climb,58507,128,0.002187772403302169,0.511534751949156,True
isolation_forest,2,alt_rate,0.02,11,3,cruise,83871,260,0.0030999988076927665,0.511534751949156,True
isolation_forest,2,alt_rate,0.02,11,3,descent,70928,3545,0.04998026167381006,0.511534751949156,True
isolation_forest,2,alt_rate,0.02,14,1,overall,72268,4484,0.0620468257043228,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,14,1,climb,13993,408,0.029157435860787537,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,14,1,cruise,30506,641,0.021012259883301646,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,14,1,descent,27769,3435,0.12369908891209622,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,15,2,overall,147539,4199,0.028460271521428233,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,15,2,climb,53843,186,0.003454488048585703,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,15,2,cruise,43303,100,0.002309308823869016,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,15,2,descent,50393,3913,0.07764967356577303,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,all,mixed,overall,433113,12616,0.029128656955575104,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,all,mixed,climb,126343,722,0.005714602312751795,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,all,mixed,cruise,157680,1001,0.00634830035514967,0.511534751949156,False
isolation_forest,2,alt_rate,0.02,all,mixed,descent,149090,10893,0.07306325038567309,0.511534751949156,False
lstm_autoencoder,0,primary,0.005,11,3,overall,213306,1164,0.005456949171612613,12.111410140991211,True
lstm_autoencoder,0,primary,0.005,11,3,climb,53678,106,0.0019747382540333098,12.111410140991211,True
lstm_autoencoder,0,primary,0.005,11,3,cruise,86535,130,0.0015022823135147627,12.111410140991211,True
lstm_autoencoder,0,primary,0.005,11,3,descent,73093,928,0.012696154214493865,12.111410140991211,True
lstm_autoencoder,0,primary,0.005,14,1,overall,72268,621,0.008593014889024187,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,14,1,climb,12241,213,0.017400539171636305,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,14,1,cruise,33377,213,0.006381640051532493,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,14,1,descent,26650,195,0.007317073170731708,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,15,2,overall,147539,649,0.004398836917696338,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,15,2,climb,48789,157,0.003217938469737031,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,15,2,cruise,53466,117,0.0021883065873639323,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,15,2,descent,45284,375,0.008281070576804168,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,all,mixed,overall,433113,2434,0.005619780519171671,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,all,mixed,climb,114708,476,0.004149666980507027,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,173378,460,0.0026531624542906252,12.111410140991211,False
lstm_autoencoder,0,primary,0.005,all,mixed,descent,145027,1498,0.010329111131030773,12.111410140991211,False
lstm_autoencoder,0,primary,0.01,11,3,overall,213306,2210,0.010360702465003329,8.02055549621582,True
lstm_autoencoder,0,primary,0.01,11,3,climb,53678,142,0.00264540407615783,8.02055549621582,True
lstm_autoencoder,0,primary,0.01,11,3,cruise,86535,193,0.0022303114346796096,8.02055549621582,True
lstm_autoencoder,0,primary,0.01,11,3,descent,73093,1875,0.02565225124156896,8.02055549621582,True
lstm_autoencoder,0,primary,0.01,14,1,overall,72268,1471,0.020354790502020256,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,14,1,climb,12241,281,0.022955640879013153,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,14,1,cruise,33377,432,0.012943044611558858,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,14,1,descent,26650,758,0.02844277673545966,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,15,2,overall,147539,1854,0.012566168945160263,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,15,2,climb,48789,230,0.004714177376047879,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,15,2,cruise,53466,166,0.0031047768675419893,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,15,2,descent,45284,1458,0.03219680240261461,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,all,mixed,overall,433113,5535,0.01277957484536368,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,all,mixed,climb,114708,653,0.0056927154165359,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,173378,791,0.004562285872486705,8.02055549621582,False
lstm_autoencoder,0,primary,0.01,all,mixed,descent,145027,4091,0.02820854047866949,8.02055549621582,False
lstm_autoencoder,0,primary,0.02,11,3,overall,213306,4018,0.018836788463521888,5.197161674499512,True
lstm_autoencoder,0,primary,0.02,11,3,climb,53678,186,0.0034651067476433547,5.197161674499512,True
lstm_autoencoder,0,primary,0.02,11,3,cruise,86535,306,0.003536141445657826,5.197161674499512,True
lstm_autoencoder,0,primary,0.02,11,3,descent,73093,3526,0.048239913534811815,5.197161674499512,True
lstm_autoencoder,0,primary,0.02,14,1,overall,72268,3597,0.04977306691758455,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,14,1,climb,12241,395,0.0322686055060861,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,14,1,cruise,33377,695,0.020822722233873627,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,14,1,descent,26650,2507,0.09407129455909943,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,15,2,overall,147539,4034,0.027341923152522384,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,15,2,climb,48789,324,0.006640841173215274,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,15,2,cruise,53466,236,0.004414020124939214,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,15,2,descent,45284,3474,0.07671583782351382,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,all,mixed,overall,433113,11649,0.026895983265337223,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,all,mixed,climb,114708,905,0.007889597935627855,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,173378,1237,0.007134699904255442,5.197161674499512,False
lstm_autoencoder,0,primary,0.02,all,mixed,descent,145027,9507,0.06555331076282347,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.005,11,3,overall,213306,1164,0.005456949171612613,12.111410140991211,True
lstm_autoencoder,0,alt_rate,0.005,11,3,climb,58507,111,0.0018972088809885996,12.111410140991211,True
lstm_autoencoder,0,alt_rate,0.005,11,3,cruise,83871,103,0.0012280764507398266,12.111410140991211,True
lstm_autoencoder,0,alt_rate,0.005,11,3,descent,70928,950,0.013393864200315813,12.111410140991211,True
lstm_autoencoder,0,alt_rate,0.005,14,1,overall,72268,621,0.008593014889024187,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,14,1,climb,13993,213,0.015221896662617022,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,14,1,cruise,30506,183,0.005998819904281125,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,14,1,descent,27769,225,0.008102560409089273,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,15,2,overall,147539,649,0.004398836917696338,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,15,2,climb,53843,157,0.002915885073268577,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,15,2,cruise,43303,13,0.0003002101471029721,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,15,2,descent,50393,479,0.00950528843291727,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,overall,433113,2434,0.005619780519171671,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,climb,126343,481,0.0038070965546171927,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,cruise,157680,299,0.0018962455606291223,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.005,all,mixed,descent,149090,1654,0.011093970085183447,12.111410140991211,False
lstm_autoencoder,0,alt_rate,0.01,11,3,overall,213306,2210,0.010360702465003329,8.02055549621582,True
lstm_autoencoder,0,alt_rate,0.01,11,3,climb,58507,152,0.0025979797289213255,8.02055549621582,True
lstm_autoencoder,0,alt_rate,0.01,11,3,cruise,83871,151,0.0018003839229292604,8.02055549621582,True
lstm_autoencoder,0,alt_rate,0.01,11,3,descent,70928,1907,0.026886420031581322,8.02055549621582,True
lstm_autoencoder,0,alt_rate,0.01,14,1,overall,72268,1471,0.020354790502020256,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,14,1,climb,13993,281,0.020081469306081613,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,14,1,cruise,30506,373,0.012227102865010163,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,14,1,descent,27769,817,0.029421297129893047,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,15,2,overall,147539,1854,0.012566168945160263,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,15,2,climb,53843,230,0.004271678769756515,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,15,2,cruise,43303,32,0.0007389788236380851,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,15,2,descent,50393,1592,0.031591689321929635,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,overall,433113,5535,0.01277957484536368,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,climb,126343,663,0.005247619575283158,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,cruise,157680,556,0.003526128868594622,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.01,all,mixed,descent,149090,4316,0.028948957005835402,8.02055549621582,False
lstm_autoencoder,0,alt_rate,0.02,11,3,overall,213306,4018,0.018836788463521888,5.197161674499512,True
lstm_autoencoder,0,alt_rate,0.02,11,3,climb,58507,212,0.0036234980429692173,5.197161674499512,True
lstm_autoencoder,0,alt_rate,0.02,11,3,cruise,83871,203,0.0024203836844678135,5.197161674499512,True
lstm_autoencoder,0,alt_rate,0.02,11,3,descent,70928,3603,0.0507979923302504,5.197161674499512,True
lstm_autoencoder,0,alt_rate,0.02,14,1,overall,72268,3597,0.04977306691758455,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,14,1,climb,13993,396,0.028299864217823198,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,14,1,cruise,30506,574,0.018815970628728775,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,14,1,descent,27769,2627,0.09460189419856675,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,15,2,overall,147539,4034,0.027341923152522384,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,15,2,climb,53843,324,0.006017495310439612,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,15,2,cruise,43303,65,0.0015010507355148605,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,15,2,descent,50393,3645,0.07233147460956879,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,overall,433113,11649,0.026895983265337223,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,climb,126343,932,0.007376744259674062,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,cruise,157680,842,0.005339928970065956,5.197161674499512,False
lstm_autoencoder,0,alt_rate,0.02,all,mixed,descent,149090,9875,0.06623515997048762,5.197161674499512,False
lstm_autoencoder,1,primary,0.005,11,3,overall,213306,1132,0.005306929950399895,12.417441368103027,True
lstm_autoencoder,1,primary,0.005,11,3,climb,53678,102,0.0019002198293528074,12.417441368103027,True
lstm_autoencoder,1,primary,0.005,11,3,cruise,86535,128,0.001479170277922228,12.417441368103027,True
lstm_autoencoder,1,primary,0.005,11,3,descent,73093,902,0.012340442997277441,12.417441368103027,True
lstm_autoencoder,1,primary,0.005,14,1,overall,72268,574,0.007942657884540875,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,14,1,climb,12241,214,0.01748223184380361,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,14,1,cruise,33377,190,0.005692542768972646,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,14,1,descent,26650,170,0.006378986866791745,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,15,2,overall,147539,607,0.004114166423793031,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,15,2,climb,48789,157,0.003217938469737031,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,15,2,cruise,53466,120,0.002244417012680956,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,15,2,descent,45284,330,0.007287342107587669,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,all,mixed,overall,433113,2313,0.005340407699607262,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,all,mixed,climb,114708,473,0.004123513617184504,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,173378,438,0.002526272076041943,12.417441368103027,False
lstm_autoencoder,1,primary,0.005,all,mixed,descent,145027,1402,0.009667165424369255,12.417441368103027,False
lstm_autoencoder,1,primary,0.01,11,3,overall,213306,2144,0.010051287821252098,8.315862655639648,True
lstm_autoencoder,1,primary,0.01,11,3,climb,53678,140,0.002608144863817579,8.315862655639648,True
lstm_autoencoder,1,primary,0.01,11,3,cruise,86535,197,0.0022765355058646792,8.315862655639648,True
lstm_autoencoder,1,primary,0.01,11,3,descent,73093,1807,0.024721929596541393,8.315862655639648,True
lstm_autoencoder,1,primary,0.01,14,1,overall,72268,1230,0.01701998118115902,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,14,1,climb,12241,285,0.02328241156768238,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,14,1,cruise,33377,397,0.011894418312011264,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,14,1,descent,26650,548,0.02056285178236398,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,15,2,overall,147539,1688,0.011441042707351955,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,15,2,climb,48789,231,0.004734673799422001,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,15,2,cruise,53466,157,0.0029364455915909175,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,15,2,descent,45284,1300,0.02870771133292112,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,all,mixed,overall,433113,5062,0.011687481096157354,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,all,mixed,climb,114708,656,0.005718868779858423,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,173378,751,0.004331576093852738,8.315862655639648,False
lstm_autoencoder,1,primary,0.01,all,mixed,descent,145027,3655,0.02520220372758176,8.315862655639648,False
lstm_autoencoder,1,primary,0.02,11,3,overall,213306,3991,0.01871020974562366,5.572476863861084,True
lstm_autoencoder,1,primary,0.02,11,3,climb,53678,184,0.003427847535303104,5.572476863861084,True
lstm_autoencoder,1,primary,0.02,11,3,cruise,86535,313,0.003617033570231698,5.572476863861084,True
lstm_autoencoder,1,primary,0.02,11,3,descent,73093,3494,0.047802115113622375,5.572476863861084,True
lstm_autoencoder,1,primary,0.02,14,1,overall,72268,3537,0.048942823933137765,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,14,1,climb,12241,398,0.03251368352258802,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,14,1,cruise,33377,661,0.01980405668574168,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,14,1,descent,26650,2478,0.09298311444652908,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,15,2,overall,147539,4342,0.029429506774479967,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,15,2,climb,48789,320,0.006558855479718789,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,15,2,cruise,53466,249,0.004657165301312984,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,15,2,descent,45284,3773,0.08331861143008568,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,all,mixed,overall,433113,11870,0.027406242712640812,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,all,mixed,climb,114708,902,0.007863444572305332,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,173378,1223,0.007053951481733553,5.572476863861084,False
lstm_autoencoder,1,primary,0.02,all,mixed,descent,145027,9745,0.06719438449392182,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.005,11,3,overall,213306,1132,0.005306929950399895,12.417441368103027,True
lstm_autoencoder,1,alt_rate,0.005,11,3,climb,58507,108,0.0018459329652862051,12.417441368103027,True
lstm_autoencoder,1,alt_rate,0.005,11,3,cruise,83871,103,0.0012280764507398266,12.417441368103027,True
lstm_autoencoder,1,alt_rate,0.005,11,3,descent,70928,921,0.012984998872095647,12.417441368103027,True
lstm_autoencoder,1,alt_rate,0.005,14,1,overall,72268,574,0.007942657884540875,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,14,1,climb,13993,214,0.015293360966197385,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,14,1,cruise,30506,167,0.005474332918114469,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,14,1,descent,27769,193,0.006950196262018798,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,15,2,overall,147539,607,0.004114166423793031,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,15,2,climb,53843,157,0.002915885073268577,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,15,2,cruise,43303,15,0.0003463963235803524,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,15,2,descent,50393,435,0.008632151290853889,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,overall,433113,2313,0.005340407699607262,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,climb,126343,479,0.003791266631313171,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.005,all,mixed,cruise,157680,285,0.0018074581430745813,12.417441368103027,False
