detector,phase_definition,subset,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events
static,alt_rate,official_test,14,29,1,overall,1887,31,1,15
static,alt_rate,official_test,14,29,1,climb,262,3,1,1
static,alt_rate,official_test,14,29,1,cruise,1323,19,1,11
static,alt_rate,official_test,14,29,1,descent,302,9,1,3
static,alt_rate,official_test,14,30,1,overall,1528,26,1,9
static,alt_rate,official_test,14,30,1,climb,495,0,0,0
static,alt_rate,official_test,14,30,1,cruise,475,1,1,1
static,alt_rate,official_test,14,30,1,descent,558,25,1,8
static,alt_rate,official_test,14,31,1,overall,2629,13,1,7
static,alt_rate,official_test,14,31,1,climb,563,0,0,0
static,alt_rate,official_test,14,31,1,cruise,1152,5,1,4
static,alt_rate,official_test,14,31,1,descent,914,8,1,3
static,alt_rate,official_test,14,32,1,overall,1006,142,1,27
static,alt_rate,official_test,14,32,1,climb,330,5,1,2
static,alt_rate,official_test,14,32,1,cruise,232,0,0,0
static,alt_rate,official_test,14,32,1,descent,444,137,1,25
static,alt_rate,official_test,14,33,1,overall,1528,28,1,9
static,alt_rate,official_test,14,33,1,climb,495,0,0,0
static,alt_rate,official_test,14,33,1,cruise,475,1,1,1
static,alt_rate,official_test,14,33,1,descent,558,27,1,8
static,alt_rate,official_test,14,34,1,overall,1944,36,1,18
static,alt_rate,official_test,14,34,1,climb,164,6,1,4
static,alt_rate,official_test,14,34,1,cruise,1524,12,1,7
static,alt_rate,official_test,14,34,1,descent,256,18,1,7
static,alt_rate,official_test,14,35,1,overall,1706,26,1,10
static,alt_rate,official_test,14,35,1,climb,33,0,0,0
static,alt_rate,official_test,14,35,1,cruise,59,0,0,0
static,alt_rate,official_test,14,35,1,descent,1614,26,1,10
static,alt_rate,official_test,15,1,2,overall,2669,14,1,9
static,alt_rate,official_test,15,1,2,climb,705,0,0,0
static,alt_rate,official_test,15,1,2,cruise,555,0,0,0
static,alt_rate,official_test,15,1,2,descent,1409,14,1,9
static,alt_rate,official_test,15,2,2,overall,7711,10,1,6
static,alt_rate,official_test,15,2,2,climb,1947,0,0,0
static,alt_rate,official_test,15,2,2,cruise,3098,0,0,0
static,alt_rate,official_test,15,2,2,descent,2666,10,1,6
static,alt_rate,official_test,15,3,2,overall,5503,116,1,33
static,alt_rate,official_test,15,3,2,climb,3076,0,0,0
static,alt_rate,official_test,15,3,2,cruise,995,0,0,0
static,alt_rate,official_test,15,3,2,descent,1432,116,1,33
static,alt_rate,official_test,15,4,2,overall,6372,13,1,5
static,alt_rate,official_test,15,4,2,climb,2890,8,1,3
static,alt_rate,official_test,15,4,2,cruise,2106,0,0,0
static,alt_rate,official_test,15,4,2,descent,1376,5,1,2
static,alt_rate,official_test,15,5,2,overall,6075,1,1,1
static,alt_rate,official_test,15,5,2,climb,1898,0,0,0
static,alt_rate,official_test,15,5,2,cruise,2050,0,0,0
static,alt_rate,official_test,15,5,2,descent,2127,1,1,1
static,alt_rate,official_test,15,6,2,overall,9157,105,1,32
static,alt_rate,official_test,15,6,2,climb,3768,0,0,0
static,alt_rate,official_test,15,6,2,cruise,2226,0,0,0
static,alt_rate,official_test,15,6,2,descent,3163,105,1,32
static,alt_rate,official_test,15,7,2,overall,5892,68,1,25
static,alt_rate,official_test,15,7,2,climb,3460,40,1,11
static,alt_rate,official_test,15,7,2,cruise,1497,0,0,0
static,alt_rate,official_test,15,7,2,descent,935,28,1,14
static,alt_rate,official_test,15,8,2,overall,4015,7,1,3
static,alt_rate,official_test,15,8,2,climb,913,0,0,0
static,alt_rate,official_test,15,8,2,cruise,973,0,0,0
static,alt_rate,official_test,15,8,2,descent,2129,7,1,3
static,alt_rate,official_test,15,9,2,overall,8714,235,1,72
static,alt_rate,official_test,15,9,2,climb,2654,0,0,0
static,alt_rate,official_test,15,9,2,cruise,4350,64,1,17
static,alt_rate,official_test,15,9,2,descent,1710,171,1,55
static,alt_rate,official_test,15,10,2,overall,5218,178,1,33
static,alt_rate,official_test,15,10,2,climb,2880,0,0,0
static,alt_rate,official_test,15,10,2,cruise,758,0,0,0
static,alt_rate,official_test,15,10,2,descent,1580,178,1,33
static,alt_rate,official_test,15,11,2,overall,6001,48,1,17
static,alt_rate,official_test,15,11,2,climb,2567,0,0,0
static,alt_rate,official_test,15,11,2,cruise,1521,0,0,0
static,alt_rate,official_test,15,11,2,descent,1913,48,1,17
static,alt_rate,official_test,15,12,2,overall,8363,25,1,15
static,alt_rate,official_test,15,12,2,climb,2146,2,1,2
static,alt_rate,official_test,15,12,2,cruise,2656,0,0,0
static,alt_rate,official_test,15,12,2,descent,3561,23,1,13
static,alt_rate,official_test,15,13,2,overall,5761,33,1,11
static,alt_rate,official_test,15,13,2,climb,1955,0,0,0
static,alt_rate,official_test,15,13,2,cruise,2104,0,0,0
static,alt_rate,official_test,15,13,2,descent,1702,33,1,11
static,alt_rate,official_test,15,14,2,overall,6942,15,1,5
static,alt_rate,official_test,15,14,2,climb,2466,0,0,0
static,alt_rate,official_test,15,14,2,cruise,2580,0,0,0
static,alt_rate,official_test,15,14,2,descent,1896,15,1,5
static,alt_rate,official_test,15,15,2,overall,8154,57,1,18
static,alt_rate,official_test,15,15,2,climb,2342,0,0,0
static,alt_rate,official_test,15,15,2,cruise,2353,14,1,6
static,alt_rate,official_test,15,15,2,descent,3459,43,1,12
static,alt_rate,official_test,15,16,2,overall,5218,175,1,35
static,alt_rate,official_test,15,16,2,climb,2880,0,0,0
static,alt_rate,official_test,15,16,2,cruise,758,0,0,0
static,alt_rate,official_test,15,16,2,descent,1580,175,1,35
static,alt_rate,official_test,15,17,2,overall,5804,193,1,27
static,alt_rate,official_test,15,17,2,climb,2122,0,0,0
static,alt_rate,official_test,15,17,2,cruise,1784,0,0,0
static,alt_rate,official_test,15,17,2,descent,1898,193,1,27
static,alt_rate,official_test,15,18,2,overall,8154,60,1,19
static,alt_rate,official_test,15,18,2,climb,2342,0,0,0
static,alt_rate,official_test,15,18,2,cruise,2353,15,1,7
static,alt_rate,official_test,15,18,2,descent,3459,45,1,12
static,alt_rate,official_test,15,19,2,overall,6782,215,1,62
static,alt_rate,official_test,15,19,2,climb,3211,0,0,0
static,alt_rate,official_test,15,19,2,cruise,567,34,1,3
static,alt_rate,official_test,15,19,2,descent,3004,181,1,59
static,alt_rate,official_test,15,20,2,overall,6265,8,1,4
static,alt_rate,official_test,15,20,2,climb,1427,0,0,0
static,alt_rate,official_test,15,20,2,cruise,2185,2,1,1
static,alt_rate,official_test,15,20,2,descent,2653,6,1,3
static,alt_rate,official_test,15,21,2,overall,6381,66,1,16
static,alt_rate,official_test,15,21,2,climb,1431,0,0,0
static,alt_rate,official_test,15,21,2,cruise,1684,0,0,0
static,alt_rate,official_test,15,21,2,descent,3266,66,1,16
static,alt_rate,official_test,15,22,2,overall,5501,97,1,16
static,alt_rate,official_test,15,22,2,climb,2711,0,0,0
static,alt_rate,official_test,15,22,2,cruise,1270,0,0,0
static,alt_rate,official_test,15,22,2,descent,1520,97,1,16
static,alt_rate,official_test,15,23,2,overall,6887,27,1,16
static,alt_rate,official_test,15,23,2,climb,2052,0,0,0
static,alt_rate,official_test,15,23,2,cruise,2880,0,0,0
static,alt_rate,official_test,15,23,2,descent,1955,27,1,16
static_derivative,primary,official_test,11,1,3,overall,11007,80,1,44
static_derivative,primary,official_test,11,1,3,climb,2506,0,0,0
static_derivative,primary,official_test,11,1,3,cruise,4386,24,1,15
static_derivative,primary,official_test,11,1,3,descent,4115,56,1,29
static_derivative,primary,official_test,11,2,3,overall,17636,329,1,91
static_derivative,primary,official_test,11,2,3,climb,3612,0,0,0
static_derivative,primary,official_test,11,2,3,cruise,10521,33,1,15
static_derivative,primary,official_test,11,2,3,descent,3503,296,1,76
static_derivative,primary,official_test,11,3,3,overall,9831,185,1,86
static_derivative,primary,official_test,11,3,3,climb,2031,0,0,0
static_derivative,primary,official_test,11,3,3,cruise,3448,19,1,12
static_derivative,primary,official_test,11,3,3,descent,4352,166,1,74
static_derivative,primary,official_test,11,4,3,overall,13140,99,1,33
static_derivative,primary,official_test,11,4,3,climb,2902,0,0,0
static_derivative,primary,official_test,11,4,3,cruise,7069,0,0,0
static_derivative,primary,official_test,11,4,3,descent,3169,99,1,33
static_derivative,primary,official_test,11,5,3,overall,13751,210,1,72
static_derivative,primary,official_test,11,5,3,climb,2138,0,0,0
static_derivative,primary,official_test,11,5,3,cruise,6376,23,1,7
static_derivative,primary,official_test,11,5,3,descent,5237,187,1,65
static_derivative,primary,official_test,11,6,3,overall,11689,143,1,72
static_derivative,primary,official_test,11,6,3,climb,2583,0,0,0
static_derivative,primary,official_test,11,6,3,cruise,5477,48,1,27
static_derivative,primary,official_test,11,6,3,descent,3629,95,1,45
static_derivative,primary,official_test,11,7,3,overall,11007,90,1,40
static_derivative,primary,official_test,11,7,3,climb,2506,0,0,0
static_derivative,primary,official_test,11,7,3,cruise,4386,28,1,14
static_derivative,primary,official_test,11,7,3,descent,4115,62,1,26
static_derivative,primary,official_test,11,8,3,overall,8826,247,1,39
static_derivative,primary,official_test,11,8,3,climb,4368,40,1,1
static_derivative,primary,official_test,11,8,3,cruise,2947,100,1,5
static_derivative,primary,official_test,11,8,3,descent,1511,107,1,33
static_derivative,primary,official_test,11,9,3,overall,8928,131,1,48
static_derivative,primary,official_test,11,9,3,climb,2151,9,1,3
static_derivative,primary,official_test,11,9,3,cruise,4055,5,1,3
static_derivative,primary,official_test,11,9,3,descent,2722,117,1,42
static_derivative,primary,official_test,11,10,3,overall,13940,30,1,21
static_derivative,primary,official_test,11,10,3,climb,3800,0,0,0
static_derivative,primary,official_test,11,10,3,cruise,6079,3,1,2
static_derivative,primary,official_test,11,10,3,descent,4061,27,1,19
static_derivative,primary,official_test,11,11,3,overall,13751,193,1,55
static_derivative,primary,official_test,11,11,3,climb,2138,0,0,0
static_derivative,primary,official_test,11,11,3,cruise,6376,30,1,7
static_derivative,primary,official_test,11,11,3,descent,5237,163,1,48
static_derivative,primary,official_test,11,12,3,overall,14346,79,1,44
static_derivative,primary,official_test,11,12,3,climb,3405,0,0,0
static_derivative,primary,official_test,11,12,3,cruise,2752,15,1,12
static_derivative,primary,official_test,11,12,3,descent,8189,64,1,32
static_derivative,primary,official_test,11,13,3,overall,10704,79,1,50
static_derivative,primary,official_test,11,13,3,climb,2712,0,0,0
static_derivative,primary,official_test,11,13,3,cruise,4440,20,1,12
static_derivative,primary,official_test,11,13,3,descent,3552,59,1,38
static_derivative,primary,official_test,11,14,3,overall,11573,148,1,46
static_derivative,primary,official_test,11,14,3,climb,3378,0,0,0
static_derivative,primary,official_test,11,14,3,cruise,2869,4,1,2
static_derivative,primary,official_test,11,14,3,descent,5326,144,1,44
static_derivative,primary,official_test,11,15,3,overall,7701,46,1,39
static_derivative,primary,official_test,11,15,3,climb,2139,0,0,0
static_derivative,primary,official_test,11,15,3,cruise,1849,0,0,0
static_derivative,primary,official_test,11,15,3,descent,3713,46,1,39
static_derivative,primary,official_test,11,16,3,overall,11457,101,1,30
static_derivative,primary,official_test,11,16,3,climb,3291,0,0,0
static_derivative,primary,official_test,11,16,3,cruise,5172,1,1,1
static_derivative,primary,official_test,11,16,3,descent,2994,100,1,29
static_derivative,primary,official_test,11,17,3,overall,11457,104,1,24
static_derivative,primary,official_test,11,17,3,climb,3291,0,0,0
static_derivative,primary,official_test,11,17,3,cruise,5172,1,1,1
static_derivative,primary,official_test,11,17,3,descent,2994,103,1,23
static_derivative,primary,official_test,11,18,3,overall,12562,189,1,95
static_derivative,primary,official_test,11,18,3,climb,4727,0,0,0
static_derivative,primary,official_test,11,18,3,cruise,3161,16,1,5
static_derivative,primary,official_test,11,18,3,descent,4674,173,1,90
static_derivative,primary,official_test,14,1,1,overall,2551,10,1,5
static_derivative,primary,official_test,14,1,1,climb,79,0,0,0
static_derivative,primary,official_test,14,1,1,cruise,2364,5,1,3
static_derivative,primary,official_test,14,1,1,descent,108,5,1,2
static_derivative,primary,official_test,14,2,1,overall,1528,18,1,6
static_derivative,primary,official_test,14,2,1,climb,435,0,0,0
static_derivative,primary,official_test,14,2,1,cruise,592,0,0,0
static_derivative,primary,official_test,14,2,1,descent,501,18,1,6
static_derivative,primary,official_test,14,3,1,overall,1887,29,1,19
static_derivative,primary,official_test,14,3,1,climb,227,0,0,0
static_derivative,primary,official_test,14,3,1,cruise,1396,26,1,16
static_derivative,primary,official_test,14,3,1,descent,264,3,1,3
static_derivative,primary,official_test,14,4,1,overall,1303,31,1,21
static_derivative,primary,official_test,14,4,1,climb,87,0,0,0
static_derivative,primary,official_test,14,4,1,cruise,1069,24,1,15
static_derivative,primary,official_test,14,4,1,descent,147,7,1,6
static_derivative,primary,official_test,14,5,1,overall,2641,109,1,18
static_derivative,primary,official_test,14,5,1,climb,1059,0,0,0
static_derivative,primary,official_test,14,5,1,cruise,390,0,0,0
static_derivative,primary,official_test,14,5,1,descent,1192,109,1,18
static_derivative,primary,official_test,14,6,1,overall,2918,8,1,5
static_derivative,primary,official_test,14,6,1,climb,222,0,0,0
static_derivative,primary,official_test,14,6,1,cruise,1468,1,1,1
static_derivative,primary,official_test,14,6,1,descent,1228,7,1,4
static_derivative,primary,official_test,14,7,1,overall,1303,31,1,21
static_derivative,primary,official_test,14,7,1,climb,87,0,0,0
static_derivative,primary,official_test,14,7,1,cruise,1069,24,1,15
static_derivative,primary,official_test,14,7,1,descent,147,7,1,6
static_derivative,primary,official_test,14,8,1,overall,2551,10,1,5
static_derivative,primary,official_test,14,8,1,climb,79,0,0,0
static_derivative,primary,official_test,14,8,1,cruise,2364,5,1,3
static_derivative,primary,official_test,14,8,1,descent,108,5,1,2
static_derivative,primary,official_test,14,9,1,overall,1706,14,1,7
static_derivative,primary,official_test,14,9,1,climb,38,0,0,0
static_derivative,primary,official_test,14,9,1,cruise,47,0,0,0
static_derivative,primary,official_test,14,9,1,descent,1621,14,1,7
static_derivative,primary,official_test,14,10,1,overall,1706,16,1,7
static_derivative,primary,official_test,14,10,1,climb,38,0,0,0
static_derivative,primary,official_test,14,10,1,cruise,47,0,0,0
static_derivative,primary,official_test,14,10,1,descent,1621,16,1,7
static_derivative,primary,official_test,14,11,1,overall,2346,0,0,0
static_derivative,primary,official_test,14,11,1,climb,482,0,0,0
static_derivative,primary,official_test,14,11,1,cruise,1040,0,0,0
static_derivative,primary,official_test,14,11,1,descent,824,0,0,0
static_derivative,primary,official_test,14,12,1,overall,2641,116,1,16
static_derivative,primary,official_test,14,12,1,climb,1059,0,0,0
static_derivative,primary,official_test,14,12,1,cruise,390,0,0,0
static_derivative,primary,official_test,14,12,1,descent,1192,116,1,16
static_derivative,primary,official_test,14,13,1,overall,1303,38,1,21
static_derivative,primary,official_test,14,13,1,climb,87,1,1,1
static_derivative,primary,official_test,14,13,1,cruise,1069,24,1,16
static_derivative,primary,official_test,14,13,1,descent,147,13,1,4
static_derivative,primary,official_test,14,14,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,14,1,climb,490,0,0,0
static_derivative,primary,official_test,14,14,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,14,1,descent,800,4,1,2
static_derivative,primary,official_test,14,15,1,overall,1930,6,1,4
static_derivative,primary,official_test,14,15,1,climb,486,0,0,0
static_derivative,primary,official_test,14,15,1,cruise,795,0,0,0
static_derivative,primary,official_test,14,15,1,descent,649,6,1,4
static_derivative,primary,official_test,14,16,1,overall,1528,18,1,6
static_derivative,primary,official_test,14,16,1,climb,435,0,0,0
static_derivative,primary,official_test,14,16,1,cruise,592,0,0,0
static_derivative,primary,official_test,14,16,1,descent,501,18,1,6
static_derivative,primary,official_test,14,17,1,overall,2641,135,1,27
static_derivative,primary,official_test,14,17,1,climb,1059,0,0,0
static_derivative,primary,official_test,14,17,1,cruise,390,0,0,0
static_derivative,primary,official_test,14,17,1,descent,1192,135,1,27
static_derivative,primary,official_test,14,18,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,18,1,climb,490,0,0,0
static_derivative,primary,official_test,14,18,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,18,1,descent,800,4,1,2
static_derivative,primary,official_test,14,19,1,overall,1706,16,1,7
static_derivative,primary,official_test,14,19,1,climb,38,0,0,0
static_derivative,primary,official_test,14,19,1,cruise,47,0,0,0
static_derivative,primary,official_test,14,19,1,descent,1621,16,1,7
static_derivative,primary,official_test,14,20,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,20,1,climb,490,0,0,0
static_derivative,primary,official_test,14,20,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,20,1,descent,800,4,1,2
static_derivative,primary,official_test,14,21,1,overall,1706,16,1,7
static_derivative,primary,official_test,14,21,1,climb,38,0,0,0
static_derivative,primary,official_test,14,21,1,cruise,47,0,0,0
static_derivative,primary,official_test,14,21,1,descent,1621,16,1,7
static_derivative,primary,official_test,14,22,1,overall,1887,28,1,18
static_derivative,primary,official_test,14,22,1,climb,227,0,0,0
static_derivative,primary,official_test,14,22,1,cruise,1396,25,1,15
static_derivative,primary,official_test,14,22,1,descent,264,3,1,3
static_derivative,primary,official_test,14,23,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,23,1,climb,490,0,0,0
static_derivative,primary,official_test,14,23,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,23,1,descent,800,4,1,2
static_derivative,primary,official_test,14,24,1,overall,2641,158,1,36
static_derivative,primary,official_test,14,24,1,climb,1059,0,0,0
static_derivative,primary,official_test,14,24,1,cruise,390,0,0,0
static_derivative,primary,official_test,14,24,1,descent,1192,158,1,36
static_derivative,primary,official_test,14,25,1,overall,2551,10,1,5
static_derivative,primary,official_test,14,25,1,climb,79,0,0,0
static_derivative,primary,official_test,14,25,1,cruise,2364,5,1,3
static_derivative,primary,official_test,14,25,1,descent,108,5,1,2
static_derivative,primary,official_test,14,26,1,overall,2034,20,1,8
static_derivative,primary,official_test,14,26,1,climb,135,4,1,3
static_derivative,primary,official_test,14,26,1,cruise,84,0,0,0
static_derivative,primary,official_test,14,26,1,descent,1815,16,1,5
static_derivative,primary,official_test,14,27,1,overall,1887,29,1,19
static_derivative,primary,official_test,14,27,1,climb,227,0,0,0
static_derivative,primary,official_test,14,27,1,cruise,1396,26,1,16
static_derivative,primary,official_test,14,27,1,descent,264,3,1,3
static_derivative,primary,official_test,14,28,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,28,1,climb,490,0,0,0
static_derivative,primary,official_test,14,28,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,28,1,descent,800,4,1,2
static_derivative,primary,official_test,14,29,1,overall,1887,28,1,16
static_derivative,primary,official_test,14,29,1,climb,227,0,0,0
static_derivative,primary,official_test,14,29,1,cruise,1396,26,1,14
static_derivative,primary,official_test,14,29,1,descent,264,2,1,2
static_derivative,primary,official_test,14,30,1,overall,1528,19,1,6
static_derivative,primary,official_test,14,30,1,climb,435,0,0,0
static_derivative,primary,official_test,14,30,1,cruise,592,0,0,0
static_derivative,primary,official_test,14,30,1,descent,501,19,1,6
static_derivative,primary,official_test,14,31,1,overall,2629,4,1,2
static_derivative,primary,official_test,14,31,1,climb,490,0,0,0
static_derivative,primary,official_test,14,31,1,cruise,1339,0,0,0
static_derivative,primary,official_test,14,31,1,descent,800,4,1,2
static_derivative,primary,official_test,14,32,1,overall,1006,80,1,32
static_derivative,primary,official_test,14,32,1,climb,262,0,0,0
static_derivative,primary,official_test,14,32,1,cruise,356,6,1,3
static_derivative,primary,official_test,14,32,1,descent,388,74,1,29
static_derivative,primary,official_test,14,33,1,overall,1528,19,1,6
static_derivative,primary,official_test,14,33,1,climb,435,0,0,0
static_derivative,primary,official_test,14,33,1,cruise,592,0,0,0
static_derivative,primary,official_test,14,33,1,descent,501,19,1,6
static_derivative,primary,official_test,14,34,1,overall,1944,20,1,13
static_derivative,primary,official_test,14,34,1,climb,142,0,0,0
static_derivative,primary,official_test,14,34,1,cruise,1554,9,1,5
static_derivative,primary,official_test,14,34,1,descent,248,11,1,8
static_derivative,primary,official_test,14,35,1,overall,1706,16,1,7
static_derivative,primary,official_test,14,35,1,climb,38,0,0,0
static_derivative,primary,official_test,14,35,1,cruise,47,0,0,0
static_derivative,primary,official_test,14,35,1,descent,1621,16,1,7
static_derivative,primary,official_test,15,1,2,overall,2669,20,1,16
static_derivative,primary,official_test,15,1,2,climb,625,0,0,0
static_derivative,primary,official_test,15,1,2,cruise,752,0,0,0
static_derivative,primary,official_test,15,1,2,descent,1292,20,1,16
static_derivative,primary,official_test,15,2,2,overall,7711,8,1,5
static_derivative,primary,official_test,15,2,2,climb,2028,0,0,0
static_derivative,primary,official_test,15,2,2,cruise,3298,0,0,0
static_derivative,primary,official_test,15,2,2,descent,2385,8,1,5
static_derivative,primary,official_test,15,3,2,overall,5503,118,1,41
static_derivative,primary,official_test,15,3,2,climb,3519,0,0,0
static_derivative,primary,official_test,15,3,2,cruise,722,3,1,3
static_derivative,primary,official_test,15,3,2,descent,1262,115,1,38
static_derivative,primary,official_test,15,4,2,overall,6372,5,1,3
static_derivative,primary,official_test,15,4,2,climb,2754,1,1,1
static_derivative,primary,official_test,15,4,2,cruise,2405,0,0,0
static_derivative,primary,official_test,15,4,2,descent,1213,4,1,2
static_derivative,primary,official_test,15,5,2,overall,6075,0,0,0
static_derivative,primary,official_test,15,5,2,climb,1642,0,0,0
static_derivative,primary,official_test,15,5,2,cruise,2509,0,0,0
static_derivative,primary,official_test,15,5,2,descent,1924,0,0,0
static_derivative,primary,official_test,15,6,2,overall,9157,155,1,21
static_derivative,primary,official_test,15,6,2,climb,3584,0,0,0
static_derivative,primary,official_test,15,6,2,cruise,2702,59,1,11
static_derivative,primary,official_test,15,6,2,descent,2871,96,1,10
static_derivative,primary,official_test,15,7,2,overall,5892,45,1,11
static_derivative,primary,official_test,15,7,2,climb,2990,15,1,5
static_derivative,primary,official_test,15,7,2,cruise,2120,2,1,2
static_derivative,primary,official_test,15,7,2,descent,782,28,1,4
static_derivative,primary,official_test,15,8,2,overall,4015,4,1,3
static_derivative,primary,official_test,15,8,2,climb,748,0,0,0
static_derivative,primary,official_test,15,8,2,cruise,1371,0,0,0
static_derivative,primary,official_test,15,8,2,descent,1896,4,1,3
static_derivative,primary,official_test,15,9,2,overall,8714,233,1,75
static_derivative,primary,official_test,15,9,2,climb,2650,0,0,0
static_derivative,primary,official_test,15,9,2,cruise,4542,47,1,29
static_derivative,primary,official_test,15,9,2,descent,1522,186,1,46
static_derivative,primary,official_test,15,10,2,overall,5218,145,1,38
static_derivative,primary,official_test,15,10,2,climb,2439,0,0,0
static_derivative,primary,official_test,15,10,2,cruise,1376,0,0,0
static_derivative,primary,official_test,15,10,2,descent,1403,145,1,38
static_derivative,primary,official_test,15,11,2,overall,6001,48,1,17
static_derivative,primary,official_test,15,11,2,climb,2203,0,0,0
static_derivative,primary,official_test,15,11,2,cruise,2046,0,0,0
static_derivative,primary,official_test,15,11,2,descent,1752,48,1,17
static_derivative,primary,official_test,15,12,2,overall,8363,16,1,11
static_derivative,primary,official_test,15,12,2,climb,1990,0,0,0
static_derivative,primary,official_test,15,12,2,cruise,3014,0,0,0
static_derivative,primary,official_test,15,12,2,descent,3359,16,1,11
static_derivative,primary,official_test,15,13,2,overall,5761,19,1,13
static_derivative,primary,official_test,15,13,2,climb,1671,0,0,0
static_derivative,primary,official_test,15,13,2,cruise,2573,0,0,0
static_derivative,primary,official_test,15,13,2,descent,1517,19,1,13
static_derivative,primary,official_test,15,14,2,overall,6942,16,1,6
static_derivative,primary,official_test,15,14,2,climb,2058,0,0,0
static_derivative,primary,official_test,15,14,2,cruise,3278,0,0,0
static_derivative,primary,official_test,15,14,2,descent,1606,16,1,6
static_derivative,primary,official_test,15,15,2,overall,8154,63,1,21
static_derivative,primary,official_test,15,15,2,climb,2033,0,0,0
static_derivative,primary,official_test,15,15,2,cruise,2970,45,1,16
static_derivative,primary,official_test,15,15,2,descent,3151,18,1,5
static_derivative,primary,official_test,15,16,2,overall,5218,184,1,47
static_derivative,primary,official_test,15,16,2,climb,2439,0,0,0
static_derivative,primary,official_test,15,16,2,cruise,1376,0,0,0
static_derivative,primary,official_test,15,16,2,descent,1403,184,1,47
static_derivative,primary,official_test,15,17,2,overall,5804,216,1,40
static_derivative,primary,official_test,15,17,2,climb,1845,0,0,0
static_derivative,primary,official_test,15,17,2,cruise,2329,0,0,0
static_derivative,primary,official_test,15,17,2,descent,1630,216,1,40
static_derivative,primary,official_test,15,18,2,overall,8154,60,1,25
static_derivative,primary,official_test,15,18,2,climb,2033,0,0,0
static_derivative,primary,official_test,15,18,2,cruise,2970,42,1,20
static_derivative,primary,official_test,15,18,2,descent,3151,18,1,5
static_derivative,primary,official_test,15,19,2,overall,6782,279,1,78
static_derivative,primary,official_test,15,19,2,climb,2887,0,0,0
static_derivative,primary,official_test,15,19,2,cruise,1196,18,1,14
static_derivative,primary,official_test,15,19,2,descent,2699,261,1,64
static_derivative,primary,official_test,15,20,2,overall,6265,5,1,4
static_derivative,primary,official_test,15,20,2,climb,1256,0,0,0
static_derivative,primary,official_test,15,20,2,cruise,2569,1,1,1
static_derivative,primary,official_test,15,20,2,descent,2440,4,1,3
static_derivative,primary,official_test,15,21,2,overall,6381,68,1,12
static_derivative,primary,official_test,15,21,2,climb,1264,0,0,0
static_derivative,primary,official_test,15,21,2,cruise,2088,0,0,0
static_derivative,primary,official_test,15,21,2,descent,3029,68,1,12
static_derivative,primary,official_test,15,22,2,overall,5501,80,1,15
static_derivative,primary,official_test,15,22,2,climb,2343,0,0,0
static_derivative,primary,official_test,15,22,2,cruise,1857,0,0,0
static_derivative,primary,official_test,15,22,2,descent,1301,80,1,15
static_derivative,primary,official_test,15,23,2,overall,6887,25,1,15
static_derivative,primary,official_test,15,23,2,climb,1788,0,0,0
static_derivative,primary,official_test,15,23,2,cruise,3403,0,0,0
static_derivative,primary,official_test,15,23,2,descent,1696,25,1,15
static_derivative,alt_rate,official_test,11,1,3,overall,11007,80,1,44
static_derivative,alt_rate,official_test,11,1,3,climb,2930,0,0,0
static_derivative,alt_rate,official_test,11,1,3,cruise,3885,20,1,11
static_derivative,alt_rate,official_test,11,1,3,descent,4192,60,1,33
static_derivative,alt_rate,official_test,11,2,3,overall,17636,329,1,91
static_derivative,alt_rate,official_test,11,2,3,climb,3879,0,0,0
static_derivative,alt_rate,official_test,11,2,3,cruise,9869,26,1,13
static_derivative,alt_rate,official_test,11,2,3,descent,3888,303,1,78
static_derivative,alt_rate,official_test,11,3,3,overall,9831,185,1,86
static_derivative,alt_rate,official_test,11,3,3,climb,2327,0,0,0
static_derivative,alt_rate,official_test,11,3,3,cruise,2755,14,1,8
static_derivative,alt_rate,official_test,11,3,3,descent,4749,171,1,78
static_derivative,alt_rate,official_test,11,4,3,overall,13140,99,1,33
static_derivative,alt_rate,official_test,11,4,3,climb,3297,0,0,0
static_derivative,alt_rate,official_test,11,4,3,cruise,6273,0,0,0
static_derivative,alt_rate,official_test,11,4,3,descent,3570,99,1,33
static_derivative,alt_rate,official_test,11,5,3,overall,13751,210,1,72
static_derivative,alt_rate,official_test,11,5,3,climb,2298,0,0,0
static_derivative,alt_rate,official_test,11,5,3,cruise,6278,26,1,8
static_derivative,alt_rate,official_test,11,5,3,descent,5175,184,1,64
static_derivative,alt_rate,official_test,11,6,3,overall,11689,143,1,72
static_derivative,alt_rate,official_test,11,6,3,climb,1743,0,0,0
static_derivative,alt_rate,official_test,11,6,3,cruise,6205,31,1,18
static_derivative,alt_rate,official_test,11,6,3,descent,3741,112,1,54
static_derivative,alt_rate,official_test,11,7,3,overall,11007,90,1,40
static_derivative,alt_rate,official_test,11,7,3,climb,2930,0,0,0
