detector,phase_definition,subset,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events
raw_pca,alt_rate,official_test,11,2,3,climb,3879,0,0,0
raw_pca,alt_rate,official_test,11,2,3,cruise,9869,11,1,8
raw_pca,alt_rate,official_test,11,2,3,descent,3888,13,1,12
raw_pca,alt_rate,official_test,11,3,3,overall,9831,967,1,88
raw_pca,alt_rate,official_test,11,3,3,climb,2327,1,1,1
raw_pca,alt_rate,official_test,11,3,3,cruise,2755,15,1,9
raw_pca,alt_rate,official_test,11,3,3,descent,4749,951,1,78
raw_pca,alt_rate,official_test,11,4,3,overall,13140,19,1,18
raw_pca,alt_rate,official_test,11,4,3,climb,3297,0,0,0
raw_pca,alt_rate,official_test,11,4,3,cruise,6273,0,0,0
raw_pca,alt_rate,official_test,11,4,3,descent,3570,19,1,18
raw_pca,alt_rate,official_test,11,5,3,overall,13751,94,1,41
raw_pca,alt_rate,official_test,11,5,3,climb,2298,0,0,0
raw_pca,alt_rate,official_test,11,5,3,cruise,6278,4,1,3
raw_pca,alt_rate,official_test,11,5,3,descent,5175,90,1,38
raw_pca,alt_rate,official_test,11,6,3,overall,11689,96,1,66
raw_pca,alt_rate,official_test,11,6,3,climb,1743,0,0,0
raw_pca,alt_rate,official_test,11,6,3,cruise,6205,23,1,19
raw_pca,alt_rate,official_test,11,6,3,descent,3741,73,1,47
raw_pca,alt_rate,official_test,11,7,3,overall,11007,127,1,30
raw_pca,alt_rate,official_test,11,7,3,climb,2930,0,0,0
raw_pca,alt_rate,official_test,11,7,3,cruise,3885,14,1,12
raw_pca,alt_rate,official_test,11,7,3,descent,4192,113,1,18
raw_pca,alt_rate,official_test,11,8,3,overall,8826,15,1,11
raw_pca,alt_rate,official_test,11,8,3,climb,4070,0,0,0
raw_pca,alt_rate,official_test,11,8,3,cruise,3030,0,0,0
raw_pca,alt_rate,official_test,11,8,3,descent,1726,15,1,11
raw_pca,alt_rate,official_test,11,9,3,overall,8928,3,1,3
raw_pca,alt_rate,official_test,11,9,3,climb,2568,0,0,0
raw_pca,alt_rate,official_test,11,9,3,cruise,3414,0,0,0
raw_pca,alt_rate,official_test,11,9,3,descent,2946,3,1,3
raw_pca,alt_rate,official_test,11,10,3,overall,13940,2,1,2
raw_pca,alt_rate,official_test,11,10,3,climb,4340,0,0,0
raw_pca,alt_rate,official_test,11,10,3,cruise,5054,1,1,1
raw_pca,alt_rate,official_test,11,10,3,descent,4546,1,1,1
raw_pca,alt_rate,official_test,11,11,3,overall,13751,80,1,35
raw_pca,alt_rate,official_test,11,11,3,climb,2298,0,0,0
raw_pca,alt_rate,official_test,11,11,3,cruise,6278,2,1,2
raw_pca,alt_rate,official_test,11,11,3,descent,5175,78,1,33
raw_pca,alt_rate,official_test,11,12,3,overall,14346,20,1,19
raw_pca,alt_rate,official_test,11,12,3,climb,3497,10,1,10
raw_pca,alt_rate,official_test,11,12,3,cruise,6768,0,0,0
raw_pca,alt_rate,official_test,11,12,3,descent,4081,10,1,9
