detector,phase_definition,subset,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold
raw_pca,alt_rate,train,16,3,cruise,79402,2129,0.026812926626533336,0.0007468840663910171
raw_pca,alt_rate,train,16,3,descent,61404,1969,0.03206631489805224,0.0007468840663910171
raw_pca,alt_rate,train,all,mixed,overall,760082,9261,0.012184211703474099,0.0007468840663910171
raw_pca,alt_rate,train,all,mixed,climb,223192,27,0.00012097207785225277,0.0007468840663910171
raw_pca,alt_rate,train,all,mixed,cruise,301714,3628,0.012024632599083901,0.0007468840663910171
raw_pca,alt_rate,train,all,mixed,descent,235176,5606,0.023837466408136884,0.0007468840663910171
raw_pca,alt_rate,calibration,18,3,overall,193289,1163,0.00601689697810015,0.0007468840663910171
raw_pca,alt_rate,calibration,18,3,climb,59158,0,0.0,0.0007468840663910171
raw_pca,alt_rate,calibration,18,3,cruise,71383,40,0.0005603575080901616,0.0007468840663910171
raw_pca,alt_rate,calibration,18,3,descent,62748,1123,0.017896984764454643,0.0007468840663910171
raw_pca,alt_rate,calibration,20,3,overall,193354,2703,0.013979540118125303,0.0007468840663910171
raw_pca,alt_rate,calibration,20,3,climb,52201,8,0.00015325376908488343,0.0007468840663910171
raw_pca,alt_rate,calibration,20,3,cruise,79401,1536,0.019344844523368723,0.0007468840663910171
raw_pca,alt_rate,calibration,20,3,descent,61752,1159,0.01876862287861122,0.0007468840663910171
raw_pca,alt_rate,calibration,all,mixed,overall,386643,3866,0.009998887862964026,0.0007468840663910171
raw_pca,alt_rate,calibration,all,mixed,climb,111359,8,7.183972557224831e-05,0.0007468840663910171
raw_pca,alt_rate,calibration,all,mixed,cruise,150784,1576,0.010452037351443124,0.0007468840663910171
raw_pca,alt_rate,calibration,all,mixed,descent,124500,2282,0.018329317269076304,0.0007468840663910171
raw_pca,alt_rate,official_test,11,3,overall,213306,2891,0.01355329901643648,0.0007468840663910171
raw_pca,alt_rate,official_test,11,3,climb,58507,11,0.00018801169090878014,0.0007468840663910171
raw_pca,alt_rate,official_test,11,3,cruise,83871,100,0.001192307233727987,0.0007468840663910171
raw_pca,alt_rate,official_test,11,3,descent,70928,2780,0.039194676291450486,0.0007468840663910171
raw_pca,alt_rate,official_test,14,1,overall,72268,1444,0.019981181159019205,0.0007468840663910171
raw_pca,alt_rate,official_test,14,1,climb,13993,1,7.14643035803616e-05,0.0007468840663910171
raw_pca,alt_rate,official_test,14,1,cruise,30506,693,0.022716842588343278,0.0007468840663910171
raw_pca,alt_rate,official_test,14,1,descent,27769,750,0.02700853469696424,0.0007468840663910171
raw_pca,alt_rate,official_test,15,2,overall,147539,452,0.0030635967439117794,0.0007468840663910171
raw_pca,alt_rate,official_test,15,2,climb,53843,1,1.8572516390245713e-05,0.0007468840663910171
raw_pca,alt_rate,official_test,15,2,cruise,43303,56,0.0012932129413666489,0.0007468840663910171
raw_pca,alt_rate,official_test,15,2,descent,50393,395,0.00783839025261445,0.0007468840663910171
raw_pca,alt_rate,official_test,all,mixed,overall,433113,4787,0.011052542869874605,0.0007468840663910171
raw_pca,alt_rate,official_test,all,mixed,climb,126343,13,0.00010289450147614035,0.0007468840663910171
raw_pca,alt_rate,official_test,all,mixed,cruise,157680,849,0.005384322678843227,0.0007468840663910171
raw_pca,alt_rate,official_test,all,mixed,descent,149090,3925,0.026326380038902676,0.0007468840663910171
condition_corrected_pca,primary,train,2,3,overall,188863,1578,0.00835526280954978,0.3863406602366498
condition_corrected_pca,primary,train,2,3,climb,57051,3,5.258452963138245e-05,0.3863406602366498
