detector,phase_definition,subset,unit,flight_class,phase,n,mean,median,p90,p95,p99
raw_pca,primary,official_test,15,2,cruise,53466,3.992991738682251e-05,2.6431545554357154e-05,6.80179874518298e-05,8.4648977058916e-05,0.00018559701804216956
raw_pca,primary,official_test,15,2,descent,45284,0.0001533311699709999,9.513926356718533e-05,0.0003265929931212186,0.00042487807725865787,0.0007257041407463872
raw_pca,primary,official_test,all,mixed,climb,114708,5.4800443605389845e-05,3.443905820976886e-05,0.00013153762794227116,0.0001696908405677359,0.00027076314203744104
raw_pca,primary,official_test,all,mixed,cruise,173378,6.47664360536276e-05,2.8620760464215515e-05,0.00011006027736728567,0.00020623555068741421,0.0005092451240066218
raw_pca,primary,official_test,all,mixed,descent,145027,0.00017511402611052065,9.151719541213806e-05,0.0004163185707360217,0.0006066519740729085,0.0009882451126080342
raw_pca,alt_rate,train,2,3,climb,62603,3.831169988230992e-05,1.3681018704013576e-05,0.00010138387329433388,0.000151842844526962,0.00026779247960406424
raw_pca,alt_rate,train,2,3,cruise,68374,8.021162493006555e-05,2.868506488659212e-05,0.0001250609005021548,0.0003951555617257449,0.000927783070763464
raw_pca,alt_rate,train,2,3,descent,57886,0.00016718489578004608,6.824741287743467e-05,0.00037721193643055605,0.000597075714574217,0.001145503680696488
raw_pca,alt_rate,train,5,3,climb,53461,3.058849720268659e-05,1.3390505815293386e-05,8.604645594727833e-05,0.0001368646612739445,0.0001999537963548544
raw_pca,alt_rate,train,5,3,cruise,77061,4.721394031615874e-05,4.265004935704047e-05,7.996301683412132e-05,0.00010466486376267083,0.000127999136457433
raw_pca,alt_rate,train,5,3,descent,58028,0.00013186798935799917,6.52226373935351e-05,0.00027938566957885546,0.00041631789076934753,0.0009633804125701454
raw_pca,alt_rate,train,10,3,climb,53315,3.330060303152626e-05,1.5784620404218857e-05,8.903618050553995e-05,0.00013146833113319544,0.00019498680324505453
raw_pca,alt_rate,train,10,3,cruise,76877,4.187165750522431e-05,3.1325986353958094e-05,6.998572284383045e-05,8.455237354092413e-05,0.00036623978574925215
