detector,overall_healthy_fpr,climb_fpr,cruise_fpr,descent_fpr,max_min_phase_fpr_ratio,worst_offdiagonal_transfer_fpr,score_only_phase_balanced_accuracy
raw_pca,0.011052542869874605,3.48711510966977e-05,0.006004221988949001,0.025802092024243762,739.9265929792384,0.2244685472360319,0.4500909095367764
condition_corrected_pca,0.012770339380254113,0.0014645883460613035,0.0058311896549735264,0.03000820536865549,20.489173937069847,0.14306301585222062,0.5078963161150482
