detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold
isolation_forest,2,primary,0.01,14,1,overall,159581,1520,0.009524943445648292,0.5197519841919032
isolation_forest,2,primary,0.01,14,1,climb,33331,86,0.002580180612642885,0.5197519841919032
isolation_forest,2,primary,0.01,14,1,cruise,52432,571,0.010890296002441258,0.5197519841919032
isolation_forest,2,primary,0.01,14,1,descent,73818,863,0.01169091549486575,0.5197519841919032
isolation_forest,2,primary,0.01,15,2,overall,216930,2159,0.009952519245839671,0.5197519841919032
isolation_forest,2,primary,0.01,15,2,climb,64502,240,0.0037208148584540013,0.5197519841919032
isolation_forest,2,primary,0.01,15,2,cruise,61379,602,0.009807914759119568,0.5197519841919032
isolation_forest,2,primary,0.01,15,2,descent,91049,1317,0.014464738767037529,0.5197519841919032
isolation_forest,2,primary,0.01,all,mixed,overall,1294679,17741,0.013703010553195038,0.5197519841919032
isolation_forest,2,primary,0.01,all,mixed,climb,326613,1345,0.004118023471202922,0.5197519841919032
isolation_forest,2,primary,0.01,all,mixed,cruise,436402,5051,0.011574190769061554,0.5197519841919032
isolation_forest,2,primary,0.01,all,mixed,descent,531664,11345,0.02133866502151735,0.5197519841919032
isolation_forest,2,primary,0.02,10,3,overall,249848,8740,0.03498126861131568,0.4861425384260117
isolation_forest,2,primary,0.02,10,3,climb,63828,770,0.012063671116124585,0.4861425384260117
isolation_forest,2,primary,0.02,10,3,cruise,95181,2280,0.0239543606392032,0.4861425384260117
isolation_forest,2,primary,0.02,10,3,descent,90839,5690,0.06263829412477019,0.4861425384260117
isolation_forest,2,primary,0.02,11,3,overall,261207,6621,0.025347712733579116,0.4861425384260117
isolation_forest,2,primary,0.02,11,3,climb,63479,252,0.003969816789804502,0.4861425384260117
isolation_forest,2,primary,0.02,11,3,cruise,98352,2090,0.02125020335122824,0.4861425384260117
isolation_forest,2,primary,0.02,11,3,descent,99376,4279,0.04305868620189986,0.4861425384260117
isolation_forest,2,primary,0.02,12,1,overall,155440,4136,0.02660833762223366,0.4861425384260117
isolation_forest,2,primary,0.02,12,1,climb,35417,415,0.01171753677612446,0.4861425384260117
isolation_forest,2,primary,0.02,12,1,cruise,47845,670,0.014003553140349043,0.4861425384260117
isolation_forest,2,primary,0.02,12,1,descent,72178,3051,0.04227049793565907,0.4861425384260117
isolation_forest,2,primary,0.02,13,3,overall,251673,6672,0.026510591124196875,0.4861425384260117
isolation_forest,2,primary,0.02,13,3,climb,66056,464,0.007024342981712487,0.4861425384260117
isolation_forest,2,primary,0.02,13,3,cruise,81213,2019,0.024860551882087842,0.4861425384260117
isolation_forest,2,primary,0.02,13,3,descent,104404,4189,0.04012298379372438,0.4861425384260117
isolation_forest,2,primary,0.02,14,1,overall,159581,3542,0.022195624792425164,0.4861425384260117
isolation_forest,2,primary,0.02,14,1,climb,33331,136,0.0040802856199934,0.4861425384260117
isolation_forest,2,primary,0.02,14,1,cruise,52432,869,0.016573848031736345,0.4861425384260117
isolation_forest,2,primary,0.02,14,1,descent,73818,2537,0.03436831125199816,0.4861425384260117
isolation_forest,2,primary,0.02,15,2,overall,216930,4055,0.018692665836905913,0.4861425384260117
isolation_forest,2,primary,0.02,15,2,climb,64502,407,0.0063098818641282445,0.4861425384260117
isolation_forest,2,primary,0.02,15,2,cruise,61379,1110,0.018084361100702193,0.4861425384260117
isolation_forest,2,primary,0.02,15,2,descent,91049,2538,0.02787510022076025,0.4861425384260117
isolation_forest,2,primary,0.02,all,mixed,overall,1294679,33766,0.02608059603963608,0.4861425384260117
isolation_forest,2,primary,0.02,all,mixed,climb,326613,2444,0.0074828619803865735,0.4861425384260117
isolation_forest,2,primary,0.02,all,mixed,cruise,436402,9038,0.02071026255608361,0.4861425384260117
isolation_forest,2,primary,0.02,all,mixed,descent,531664,22284,0.04191368984922808,0.4861425384260117
lstm_autoencoder,0,primary,0.005,10,3,overall,249848,2554,0.010222215106784924,0.14594091475009918
lstm_autoencoder,0,primary,0.005,10,3,climb,63828,145,0.0022717302751143697,0.14594091475009918
lstm_autoencoder,0,primary,0.005,10,3,cruise,95181,1044,0.010968575661108836,0.14594091475009918
lstm_autoencoder,0,primary,0.005,10,3,descent,90839,1365,0.01502658549741851,0.14594091475009918
lstm_autoencoder,0,primary,0.005,11,3,overall,261207,2344,0.008973725818986474,0.14594091475009918
lstm_autoencoder,0,primary,0.005,11,3,climb,63479,199,0.003134895004647206,0.14594091475009918
lstm_autoencoder,0,primary,0.005,11,3,cruise,98352,699,0.0071071254270375795,0.14594091475009918
lstm_autoencoder,0,primary,0.005,11,3,descent,99376,1446,0.01455079697311222,0.14594091475009918
lstm_autoencoder,0,primary,0.005,12,1,overall,155440,552,0.0035512094698919197,0.14594091475009918
lstm_autoencoder,0,primary,0.005,12,1,climb,35417,194,0.005477595504983482,0.14594091475009918
lstm_autoencoder,0,primary,0.005,12,1,cruise,47845,115,0.002403594942000209,0.14594091475009918
lstm_autoencoder,0,primary,0.005,12,1,descent,72178,243,0.0033666768267339078,0.14594091475009918
lstm_autoencoder,0,primary,0.005,13,3,overall,251673,2437,0.009683200025429824,0.14594091475009918
lstm_autoencoder,0,primary,0.005,13,3,climb,66056,288,0.004359937023131888,0.14594091475009918
lstm_autoencoder,0,primary,0.005,13,3,cruise,81213,544,0.0066984349796214895,0.14594091475009918
lstm_autoencoder,0,primary,0.005,13,3,descent,104404,1605,0.015372974215547296,0.14594091475009918
lstm_autoencoder,0,primary,0.005,14,1,overall,159581,556,0.0034841240498555593,0.14594091475009918
lstm_autoencoder,0,primary,0.005,14,1,climb,33331,129,0.0038702709189643277,0.14594091475009918
lstm_autoencoder,0,primary,0.005,14,1,cruise,52432,190,0.003623741226731767,0.14594091475009918
lstm_autoencoder,0,primary,0.005,14,1,descent,73818,237,0.0032105990408843373,0.14594091475009918
lstm_autoencoder,0,primary,0.005,15,2,overall,216930,1317,0.006071082837781773,0.14594091475009918
lstm_autoencoder,0,primary,0.005,15,2,climb,64502,238,0.003689808067966885,0.14594091475009918
lstm_autoencoder,0,primary,0.005,15,2,cruise,61379,466,0.007592173218853354,0.14594091475009918
lstm_autoencoder,0,primary,0.005,15,2,descent,91049,613,0.0067326384693956005,0.14594091475009918
lstm_autoencoder,0,primary,0.005,all,mixed,overall,1294679,9760,0.007538548165220877,0.14594091475009918
lstm_autoencoder,0,primary,0.005,all,mixed,climb,326613,1193,0.0036526408930446738,0.14594091475009918
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,436402,3058,0.007007300608154866,0.14594091475009918
lstm_autoencoder,0,primary,0.005,all,mixed,descent,531664,5509,0.01036180745734148,0.14594091475009918
lstm_autoencoder,0,primary,0.01,10,3,overall,249848,6204,0.024831097307162753,0.06456150114536285
lstm_autoencoder,0,primary,0.01,10,3,climb,63828,449,0.007034530300181739,0.06456150114536285
lstm_autoencoder,0,primary,0.01,10,3,cruise,95181,2398,0.02519410386526723,0.06456150114536285
lstm_autoencoder,0,primary,0.01,10,3,descent,90839,3357,0.03695549268486003,0.06456150114536285
lstm_autoencoder,0,primary,0.01,11,3,overall,261207,4924,0.018850949629986947,0.06456150114536285
lstm_autoencoder,0,primary,0.01,11,3,climb,63479,346,0.005450621465366499,0.06456150114536285
lstm_autoencoder,0,primary,0.01,11,3,cruise,98352,1924,0.019562388156824467,0.06456150114536285
lstm_autoencoder,0,primary,0.01,11,3,descent,99376,2654,0.026706649492835292,0.06456150114536285
lstm_autoencoder,0,primary,0.01,12,1,overall,155440,1577,0.010145393721049922,0.06456150114536285
lstm_autoencoder,0,primary,0.01,12,1,climb,35417,404,0.011406951463986221,0.06456150114536285
lstm_autoencoder,0,primary,0.01,12,1,cruise,47845,280,0.005852231163130944,0.06456150114536285
lstm_autoencoder,0,primary,0.01,12,1,descent,72178,893,0.012372190972318436,0.06456150114536285
lstm_autoencoder,0,primary,0.01,13,3,overall,251673,5358,0.02128953046214731,0.06456150114536285
lstm_autoencoder,0,primary,0.01,13,3,climb,66056,603,0.00912861814218239,0.06456150114536285
lstm_autoencoder,0,primary,0.01,13,3,cruise,81213,1947,0.023973994311255586,0.06456150114536285
lstm_autoencoder,0,primary,0.01,13,3,descent,104404,2808,0.026895521244396765,0.06456150114536285
lstm_autoencoder,0,primary,0.01,14,1,overall,159581,1437,0.009004831402234601,0.06456150114536285
lstm_autoencoder,0,primary,0.01,14,1,climb,33331,231,0.0069304851339593776,0.06456150114536285
lstm_autoencoder,0,primary,0.01,14,1,cruise,52432,474,0.00904028074458346,0.06456150114536285
lstm_autoencoder,0,primary,0.01,14,1,descent,73818,732,0.009916280581971876,0.06456150114536285
lstm_autoencoder,0,primary,0.01,15,2,overall,216930,2676,0.01233577651777071,0.06456150114536285
lstm_autoencoder,0,primary,0.01,15,2,climb,64502,447,0.0069300176738705775,0.06456150114536285
lstm_autoencoder,0,primary,0.01,15,2,cruise,61379,812,0.01322928037276593,0.06456150114536285
lstm_autoencoder,0,primary,0.01,15,2,descent,91049,1417,0.015563048468407122,0.06456150114536285
lstm_autoencoder,0,primary,0.01,all,mixed,overall,1294679,22176,0.01712857009343629,0.06456150114536285
lstm_autoencoder,0,primary,0.01,all,mixed,climb,326613,2480,0.00759308416995037,0.06456150114536285
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,436402,7835,0.017953629910037076,0.06456150114536285
lstm_autoencoder,0,primary,0.01,all,mixed,descent,531664,11861,0.02230920280477896,0.06456150114536285
lstm_autoencoder,0,primary,0.02,10,3,overall,249848,13279,0.05314831417501841,0.038238562643527985
lstm_autoencoder,0,primary,0.02,10,3,climb,63828,1227,0.019223538259071252,0.038238562643527985
lstm_autoencoder,0,primary,0.02,10,3,cruise,95181,4932,0.05181706433006587,0.038238562643527985
lstm_autoencoder,0,primary,0.02,10,3,descent,90839,7120,0.07838043131254196,0.038238562643527985
lstm_autoencoder,0,primary,0.02,11,3,overall,261207,9827,0.037621503252209934,0.038238562643527985
lstm_autoencoder,0,primary,0.02,11,3,climb,63479,625,0.00984577576836434,0.038238562643527985
lstm_autoencoder,0,primary,0.02,11,3,cruise,98352,4042,0.041097283227590695,0.038238562643527985
lstm_autoencoder,0,primary,0.02,11,3,descent,99376,5160,0.05192400579616809,0.038238562643527985
lstm_autoencoder,0,primary,0.02,12,1,overall,155440,3982,0.025617601646937726,0.038238562643527985
lstm_autoencoder,0,primary,0.02,12,1,climb,35417,989,0.02792444306406528,0.038238562643527985
lstm_autoencoder,0,primary,0.02,12,1,cruise,47845,546,0.011411850768105341,0.038238562643527985
lstm_autoencoder,0,primary,0.02,12,1,descent,72178,2447,0.033902297098838984,0.038238562643527985
lstm_autoencoder,0,primary,0.02,13,3,overall,251673,10343,0.041096979016422105,0.038238562643527985
lstm_autoencoder,0,primary,0.02,13,3,climb,66056,981,0.014851035485042994,0.038238562643527985
lstm_autoencoder,0,primary,0.02,13,3,cruise,81213,3997,0.0492162584807851,0.038238562643527985
lstm_autoencoder,0,primary,0.02,13,3,descent,104404,5365,0.05138692004137772,0.038238562643527985
lstm_autoencoder,0,primary,0.02,14,1,overall,159581,3067,0.019219079965660073,0.038238562643527985
lstm_autoencoder,0,primary,0.02,14,1,climb,33331,459,0.013770963967477724,0.038238562643527985
lstm_autoencoder,0,primary,0.02,14,1,cruise,52432,851,0.016230546231309123,0.038238562643527985
lstm_autoencoder,0,primary,0.02,14,1,descent,73818,1757,0.02380178276301173,0.038238562643527985
lstm_autoencoder,0,primary,0.02,15,2,overall,216930,5177,0.02386484119301157,0.038238562643527985
lstm_autoencoder,0,primary,0.02,15,2,climb,64502,969,0.01502278999100803,0.038238562643527985
lstm_autoencoder,0,primary,0.02,15,2,cruise,61379,1553,0.02530181332377523,0.038238562643527985
lstm_autoencoder,0,primary,0.02,15,2,descent,91049,2655,0.029160122571362673,0.038238562643527985
lstm_autoencoder,0,primary,0.02,all,mixed,overall,1294679,45675,0.035279015107219626,0.038238562643527985
lstm_autoencoder,0,primary,0.02,all,mixed,climb,326613,5250,0.01607406931138687,0.038238562643527985
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,436402,15921,0.03648241758745377,0.038238562643527985
lstm_autoencoder,0,primary,0.02,all,mixed,descent,531664,24504,0.04608925938186524,0.038238562643527985
lstm_autoencoder,1,primary,0.005,10,3,overall,249848,2710,0.010846594729595593,0.13789241015911102
lstm_autoencoder,1,primary,0.005,10,3,climb,63828,133,0.0020837250109669737,0.13789241015911102
lstm_autoencoder,1,primary,0.005,10,3,cruise,95181,1157,0.012155787394543028,0.13789241015911102
lstm_autoencoder,1,primary,0.005,10,3,descent,90839,1420,0.01563205231233281,0.13789241015911102
lstm_autoencoder,1,primary,0.005,11,3,overall,261207,2360,0.009034979920139966,0.13789241015911102
lstm_autoencoder,1,primary,0.005,11,3,climb,63479,183,0.002882843144977079,0.13789241015911102
lstm_autoencoder,1,primary,0.005,11,3,cruise,98352,760,0.007727346673173906,0.13789241015911102
lstm_autoencoder,1,primary,0.005,11,3,descent,99376,1417,0.014258976010304299,0.13789241015911102
lstm_autoencoder,1,primary,0.005,12,1,overall,155440,468,0.0030108080288214103,0.13789241015911102
lstm_autoencoder,1,primary,0.005,12,1,climb,35417,163,0.004602309625321173,0.13789241015911102
lstm_autoencoder,1,primary,0.005,12,1,cruise,47845,107,0.002236388337339325,0.13789241015911102
lstm_autoencoder,1,primary,0.005,12,1,descent,72178,198,0.0027432181551165177,0.13789241015911102
lstm_autoencoder,1,primary,0.005,13,3,overall,251673,2441,0.009699093665192532,0.13789241015911102
lstm_autoencoder,1,primary,0.005,13,3,climb,66056,265,0.004011747608090106,0.13789241015911102
lstm_autoencoder,1,primary,0.005,13,3,cruise,81213,561,0.00690776107273466,0.13789241015911102
lstm_autoencoder,1,primary,0.005,13,3,descent,104404,1615,0.015468755986360676,0.13789241015911102
lstm_autoencoder,1,primary,0.005,14,1,overall,159581,431,0.0027008227796542195,0.13789241015911102
lstm_autoencoder,1,primary,0.005,14,1,climb,33331,117,0.003510245717200204,0.13789241015911102
lstm_autoencoder,1,primary,0.005,14,1,cruise,52432,148,0.0028227036924015868,0.13789241015911102
lstm_autoencoder,1,primary,0.005,14,1,descent,73818,166,0.00224877401175865,0.13789241015911102
lstm_autoencoder,1,primary,0.005,15,2,overall,216930,1328,0.0061217904393122205,0.13789241015911102
lstm_autoencoder,1,primary,0.005,15,2,climb,64502,206,0.003193699420173018,0.13789241015911102
lstm_autoencoder,1,primary,0.005,15,2,cruise,61379,512,0.008341615210413985,0.13789241015911102
lstm_autoencoder,1,primary,0.005,15,2,descent,91049,610,0.006699689178354513,0.13789241015911102
lstm_autoencoder,1,primary,0.005,all,mixed,overall,1294679,9738,0.007521555536159928,0.13789241015911102
lstm_autoencoder,1,primary,0.005,all,mixed,climb,326613,1067,0.003266863229571389,0.13789241015911102
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,436402,3245,0.007435804602178725,0.13789241015911102
lstm_autoencoder,1,primary,0.005,all,mixed,descent,531664,5426,0.010205693821661801,0.13789241015911102
lstm_autoencoder,1,primary,0.01,10,3,overall,249848,6656,0.02664019723992187,0.061006903648376465
lstm_autoencoder,1,primary,0.01,10,3,climb,63828,450,0.007050197405527355,0.061006903648376465
lstm_autoencoder,1,primary,0.01,10,3,cruise,95181,2658,0.02792574148201847,0.061006903648376465
lstm_autoencoder,1,primary,0.01,10,3,descent,90839,3548,0.03905811380574423,0.061006903648376465
lstm_autoencoder,1,primary,0.01,11,3,overall,261207,4930,0.018873919917919504,0.061006903648376465
lstm_autoencoder,1,primary,0.01,11,3,climb,63479,320,0.005041037193402542,0.061006903648376465
lstm_autoencoder,1,primary,0.01,11,3,cruise,98352,2007,0.020406295754026353,0.061006903648376465
lstm_autoencoder,1,primary,0.01,11,3,descent,99376,2603,0.02619344710996619,0.061006903648376465
lstm_autoencoder,1,primary,0.01,12,1,overall,155440,1554,0.009997426659804427,0.061006903648376465
lstm_autoencoder,1,primary,0.01,12,1,climb,35417,387,0.010926955981590762,0.061006903648376465
lstm_autoencoder,1,primary,0.01,12,1,cruise,47845,294,0.006144842721287491,0.061006903648376465
lstm_autoencoder,1,primary,0.01,12,1,descent,72178,873,0.012095098229377373,0.061006903648376465
lstm_autoencoder,1,primary,0.01,13,3,overall,251673,5299,0.021055099275647367,0.061006903648376465
lstm_autoencoder,1,primary,0.01,13,3,climb,66056,556,0.008417100641879617,0.061006903648376465
lstm_autoencoder,1,primary,0.01,13,3,cruise,81213,1959,0.024121753906394296,0.061006903648376465
lstm_autoencoder,1,primary,0.01,13,3,descent,104404,2784,0.026665644994444657,0.061006903648376465
lstm_autoencoder,1,primary,0.01,14,1,overall,159581,1350,0.008459653718174469,0.061006903648376465
lstm_autoencoder,1,primary,0.01,14,1,climb,33331,227,0.006810476733371336,0.061006903648376465
lstm_autoencoder,1,primary,0.01,14,1,cruise,52432,445,0.008487183399450718,0.061006903648376465
lstm_autoencoder,1,primary,0.01,14,1,descent,73818,678,0.00918475168658051,0.061006903648376465
lstm_autoencoder,1,primary,0.01,15,2,overall,216930,2615,0.012054579818374591,0.061006903648376465
lstm_autoencoder,1,primary,0.01,15,2,climb,64502,409,0.0063408886546153604,0.061006903648376465
lstm_autoencoder,1,primary,0.01,15,2,cruise,61379,887,0.014451196663353916,0.061006903648376465
lstm_autoencoder,1,primary,0.01,15,2,descent,91049,1319,0.014486704961064922,0.061006903648376465
lstm_autoencoder,1,primary,0.01,all,mixed,overall,1294679,22404,0.01730467552188612,0.061006903648376465
lstm_autoencoder,1,primary,0.01,all,mixed,climb,326613,2349,0.0071919978690376685,0.061006903648376465
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,436402,8250,0.018904587971640827,0.061006903648376465
lstm_autoencoder,1,primary,0.01,all,mixed,descent,531664,11805,0.0222038731228746,0.061006903648376465
lstm_autoencoder,1,primary,0.02,10,3,overall,249848,13997,0.05602206141333931,0.035675231367349625
lstm_autoencoder,1,primary,0.02,10,3,climb,63828,1221,0.019129535626997558,0.035675231367349625
lstm_autoencoder,1,primary,0.02,10,3,cruise,95181,5419,0.05693363171221147,0.035675231367349625
lstm_autoencoder,1,primary,0.02,10,3,descent,90839,7357,0.0809894428604454,0.035675231367349625
lstm_autoencoder,1,primary,0.02,11,3,overall,261207,9493,0.0363428238906308,0.035675231367349625
lstm_autoencoder,1,primary,0.02,11,3,climb,63479,544,0.008569763228784322,0.035675231367349625
lstm_autoencoder,1,primary,0.02,11,3,cruise,98352,3832,0.0389620953310558,0.035675231367349625
lstm_autoencoder,1,primary,0.02,11,3,descent,99376,5117,0.051491305747866686,0.035675231367349625
lstm_autoencoder,1,primary,0.02,12,1,overall,155440,4119,0.026498970663921772,0.035675231367349625
lstm_autoencoder,1,primary,0.02,12,1,climb,35417,920,0.025976226106107236,0.035675231367349625
lstm_autoencoder,1,primary,0.02,12,1,cruise,47845,576,0.012038875535583655,0.035675231367349625
lstm_autoencoder,1,primary,0.02,12,1,descent,72178,2623,0.03634071323672033,0.035675231367349625
lstm_autoencoder,1,primary,0.02,13,3,overall,251673,10395,0.04130359633333731,0.035675231367349625
lstm_autoencoder,1,primary,0.02,13,3,climb,66056,996,0.015078115538331114,0.035675231367349625
lstm_autoencoder,1,primary,0.02,13,3,cruise,81213,4042,0.04977035696255525,0.035675231367349625
lstm_autoencoder,1,primary,0.02,13,3,descent,104404,5357,0.05131029462472702,0.035675231367349625
lstm_autoencoder,1,primary,0.02,14,1,overall,159581,2946,0.018460844336105176,0.035675231367349625
lstm_autoencoder,1,primary,0.02,14,1,climb,33331,449,0.01347094296600762,0.035675231367349625
lstm_autoencoder,1,primary,0.02,14,1,cruise,52432,857,0.016344980164784865,0.035675231367349625
lstm_autoencoder,1,primary,0.02,14,1,descent,73818,1640,0.022216803489663768,0.035675231367349625
lstm_autoencoder,1,primary,0.02,15,2,overall,216930,5398,0.024883603005577837,0.035675231367349625
lstm_autoencoder,1,primary,0.02,15,2,climb,64502,852,0.013208892747511705,0.035675231367349625
lstm_autoencoder,1,primary,0.02,15,2,cruise,61379,1712,0.027892275859821763,0.035675231367349625
lstm_autoencoder,1,primary,0.02,15,2,descent,91049,2834,0.031126096936814243,0.035675231367349625
lstm_autoencoder,1,primary,0.02,all,mixed,overall,1294679,46348,0.035798835078038646,0.035675231367349625
lstm_autoencoder,1,primary,0.02,all,mixed,climb,326613,4982,0.01525352634463417,0.035675231367349625
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,436402,16438,0.03766710510034326,0.035675231367349625
lstm_autoencoder,1,primary,0.02,all,mixed,descent,531664,24928,0.0468867555448554,0.035675231367349625
lstm_autoencoder,2,primary,0.005,10,3,overall,249848,2701,0.010810572828279593,0.1183290109038353
lstm_autoencoder,2,primary,0.005,10,3,climb,63828,133,0.0020837250109669737,0.1183290109038353
lstm_autoencoder,2,primary,0.005,10,3,cruise,95181,1149,0.012071737006335298,0.1183290109038353
lstm_autoencoder,2,primary,0.005,10,3,descent,90839,1419,0.015621043824788912,0.1183290109038353
lstm_autoencoder,2,primary,0.005,11,3,overall,261207,2360,0.009034979920139966,0.1183290109038353
lstm_autoencoder,2,primary,0.005,11,3,climb,63479,200,0.0031506482458765893,0.1183290109038353
lstm_autoencoder,2,primary,0.005,11,3,cruise,98352,769,0.007818854725882545,0.1183290109038353
lstm_autoencoder,2,primary,0.005,11,3,descent,99376,1391,0.013997343422959265,0.1183290109038353
lstm_autoencoder,2,primary,0.005,12,1,overall,155440,403,0.002592640247040659,0.1183290109038353
lstm_autoencoder,2,primary,0.005,12,1,climb,35417,149,0.004207019228054324,0.1183290109038353
lstm_autoencoder,2,primary,0.005,12,1,cruise,47845,77,0.0016093635698610094,0.1183290109038353
lstm_autoencoder,2,primary,0.005,12,1,descent,72178,177,0.002452270775028402,0.1183290109038353
lstm_autoencoder,2,primary,0.005,13,3,overall,251673,2473,0.009826242783294196,0.1183290109038353
lstm_autoencoder,2,primary,0.005,13,3,climb,66056,264,0.003996608937870898,0.1183290109038353
lstm_autoencoder,2,primary,0.005,13,3,cruise,81213,622,0.0076588723480231,0.1183290109038353
lstm_autoencoder,2,primary,0.005,13,3,descent,104404,1587,0.015200567028083214,0.1183290109038353
lstm_autoencoder,2,primary,0.005,14,1,overall,159581,408,0.002556695345937173,0.1183290109038353
lstm_autoencoder,2,primary,0.005,14,1,climb,33331,116,0.0034802436170531937,0.1183290109038353
lstm_autoencoder,2,primary,0.005,14,1,cruise,52432,149,0.0028417760146475434,0.1183290109038353
lstm_autoencoder,2,primary,0.005,14,1,descent,73818,143,0.0019371968896475114,0.1183290109038353
lstm_autoencoder,2,primary,0.005,15,2,overall,216930,1261,0.005812935048172221,0.1183290109038353
lstm_autoencoder,2,primary,0.005,15,2,climb,64502,223,0.0034572571393135096,0.1183290109038353
lstm_autoencoder,2,primary,0.005,15,2,cruise,61379,483,0.007869140911386631,0.1183290109038353
lstm_autoencoder,2,primary,0.005,15,2,descent,91049,555,0.006095618842601237,0.1183290109038353
lstm_autoencoder,2,primary,0.005,all,mixed,overall,1294679,9606,0.007419599761794236,0.1183290109038353
lstm_autoencoder,2,primary,0.005,all,mixed,climb,326613,1085,0.0033219743243532865,0.1183290109038353
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,436402,3249,0.0074449704630134604,0.1183290109038353
lstm_autoencoder,2,primary,0.005,all,mixed,descent,531664,5272,0.00991603719642481,0.1183290109038353
lstm_autoencoder,2,primary,0.01,10,3,overall,249848,6957,0.0278449297172681,0.05389666557312012
lstm_autoencoder,2,primary,0.01,10,3,climb,63828,455,0.007128532932255437,0.05389666557312012
lstm_autoencoder,2,primary,0.01,10,3,cruise,95181,2793,0.029344091783023923,0.05389666557312012
lstm_autoencoder,2,primary,0.01,10,3,descent,90839,3709,0.04083048030031154,0.05389666557312012
lstm_autoencoder,2,primary,0.01,11,3,overall,261207,5090,0.019486460929454417,0.05389666557312012
lstm_autoencoder,2,primary,0.01,11,3,climb,63479,349,0.005497881189054648,0.05389666557312012
lstm_autoencoder,2,primary,0.01,11,3,cruise,98352,2106,0.021412884333821377,0.05389666557312012
lstm_autoencoder,2,primary,0.01,11,3,descent,99376,2635,0.026515456448237,0.05389666557312012
lstm_autoencoder,2,primary,0.01,12,1,overall,155440,1286,0.008273288728769944,0.05389666557312012
lstm_autoencoder,2,primary,0.01,12,1,climb,35417,367,0.010362255414066691,0.05389666557312012
lstm_autoencoder,2,primary,0.01,12,1,cruise,47845,233,0.00486989236074825,0.05389666557312012
lstm_autoencoder,2,primary,0.01,12,1,descent,72178,686,0.00950428108287844,0.05389666557312012
lstm_autoencoder,2,primary,0.01,13,3,overall,251673,5734,0.02278353259984186,0.05389666557312012
lstm_autoencoder,2,primary,0.01,13,3,climb,66056,628,0.009507084897662589,0.05389666557312012
lstm_autoencoder,2,primary,0.01,13,3,cruise,81213,2282,0.028098949675544556,0.05389666557312012
lstm_autoencoder,2,primary,0.01,13,3,descent,104404,2824,0.027048772077698173,0.05389666557312012
lstm_autoencoder,2,primary,0.01,14,1,overall,159581,1187,0.0074382288618319225,0.05389666557312012
lstm_autoencoder,2,primary,0.01,14,1,climb,33331,217,0.006510455731901233,0.05389666557312012
lstm_autoencoder,2,primary,0.01,14,1,cruise,52432,391,0.007457277998169057,0.05389666557312012
lstm_autoencoder,2,primary,0.01,14,1,descent,73818,579,0.007843615378363,0.05389666557312012
lstm_autoencoder,2,primary,0.01,15,2,overall,216930,2581,0.011897847231825935,0.05389666557312012
lstm_autoencoder,2,primary,0.01,15,2,climb,64502,511,0.00792223496945831,0.05389666557312012
lstm_autoencoder,2,primary,0.01,15,2,cruise,61379,846,0.013783215757832484,0.05389666557312012
lstm_autoencoder,2,primary,0.01,15,2,descent,91049,1224,0.013443310744763808,0.05389666557312012
lstm_autoencoder,2,primary,0.01,all,mixed,overall,1294679,22835,0.017637576573034705,0.05389666557312012
lstm_autoencoder,2,primary,0.01,all,mixed,climb,326613,2527,0.00773698536188088,0.05389666557312012
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,436402,8651,0.019823465520323005,0.05389666557312012
lstm_autoencoder,2,primary,0.01,all,mixed,descent,531664,11657,0.021925501820698787,0.05389666557312012
lstm_autoencoder,2,primary,0.02,10,3,overall,249848,13736,0.05497742627517531,0.033020634204149246
lstm_autoencoder,2,primary,0.02,10,3,climb,63828,1055,0.016528796139625244,0.033020634204149246
lstm_autoencoder,2,primary,0.02,10,3,cruise,95181,5415,0.0568916065181076,0.033020634204149246
lstm_autoencoder,2,primary,0.02,10,3,descent,90839,7266,0.07998767049395084,0.033020634204149246
lstm_autoencoder,2,primary,0.02,11,3,overall,261207,9551,0.036564870007312206,0.033020634204149246
lstm_autoencoder,2,primary,0.02,11,3,climb,63479,550,0.00866428267616062,0.033020634204149246
lstm_autoencoder,2,primary,0.02,11,3,cruise,98352,4018,0.04085326175370099,0.033020634204149246
lstm_autoencoder,2,primary,0.02,11,3,descent,99376,4983,0.05014289164385767,0.033020634204149246
lstm_autoencoder,2,primary,0.02,12,1,overall,155440,3279,0.021094956253216675,0.033020634204149246
lstm_autoencoder,2,primary,0.02,12,1,climb,35417,852,0.024056244176525396,0.033020634204149246
lstm_autoencoder,2,primary,0.02,12,1,cruise,47845,443,0.009259065733096457,0.033020634204149246
lstm_autoencoder,2,primary,0.02,12,1,descent,72178,1984,0.027487600099753387,0.033020634204149246
lstm_autoencoder,2,primary,0.02,13,3,overall,251673,10439,0.041478426370727094,0.033020634204149246
lstm_autoencoder,2,primary,0.02,13,3,climb,66056,1162,0.01759113479471963,0.033020634204149246
lstm_autoencoder,2,primary,0.02,13,3,cruise,81213,4081,0.050250575646756064,0.033020634204149246
