detector,seed,phase_definition,nominal_fpr,unit,flight_class,calibration_phase,test_phase,n,false_alarms,false_alarm_rate,threshold
lstm_autoencoder,2,primary,0.02,11,3,cruise,descent,99376,4234,0.04260586056995653,0.03743079677224159
lstm_autoencoder,2,primary,0.02,12,1,cruise,climb,35417,647,0.018268063359403675,0.03743079677224159
lstm_autoencoder,2,primary,0.02,12,1,cruise,cruise,47845,383,0.008005016198139826,0.03743079677224159
lstm_autoencoder,2,primary,0.02,12,1,cruise,descent,72178,1495,0.02071268253484441,0.03743079677224159
lstm_autoencoder,2,primary,0.02,13,3,cruise,climb,66056,1034,0.015653385006661014,0.03743079677224159
lstm_autoencoder,2,primary,0.02,13,3,cruise,cruise,81213,3646,0.04489429032297785,0.03743079677224159
lstm_autoencoder,2,primary,0.02,13,3,cruise,descent,104404,4385,0.042000306501666605,0.03743079677224159
lstm_autoencoder,2,primary,0.02,14,1,cruise,climb,33331,356,0.010680747652335664,0.03743079677224159
lstm_autoencoder,2,primary,0.02,14,1,cruise,cruise,52432,645,0.012301647848642051,0.03743079677224159
lstm_autoencoder,2,primary,0.02,14,1,cruise,descent,73818,1149,0.015565309274160773,0.03743079677224159
lstm_autoencoder,2,primary,0.02,15,2,cruise,climb,64502,842,0.013053858795076121,0.03743079677224159
lstm_autoencoder,2,primary,0.02,15,2,cruise,cruise,61379,1314,0.021407973411101518,0.03743079677224159
lstm_autoencoder,2,primary,0.02,15,2,cruise,descent,91049,2138,0.02348186141528188,0.03743079677224159
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,climb,326613,4179,0.012794959171863948,0.03743079677224159
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,cruise,436402,14017,0.03211946783011994,0.03743079677224159
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,descent,531664,19555,0.03678074874356736,0.03743079677224159
lstm_autoencoder,2,primary,0.02,10,3,descent,climb,63828,864,0.01353637901861252,0.0364551804959774
lstm_autoencoder,2,primary,0.02,10,3,descent,cruise,95181,4853,0.050987066746514535,0.0364551804959774
lstm_autoencoder,2,primary,0.02,10,3,descent,descent,90839,6381,0.07024515901760257,0.0364551804959774
lstm_autoencoder,2,primary,0.02,11,3,descent,climb,63479,506,0.007971140062067771,0.0364551804959774
lstm_autoencoder,2,primary,0.02,11,3,descent,cruise,98352,3434,0.03491540588905157,0.0364551804959774
lstm_autoencoder,2,primary,0.02,11,3,descent,descent,99376,4381,0.04408509096763806,0.0364551804959774
lstm_autoencoder,2,primary,0.02,12,1,descent,climb,35417,685,0.019340994437699408,0.0364551804959774
lstm_autoencoder,2,primary,0.02,12,1,descent,cruise,47845,397,0.008297627756296373,0.0364551804959774
lstm_autoencoder,2,primary,0.02,12,1,descent,descent,72178,1582,0.021918035966638032,0.0364551804959774
lstm_autoencoder,2,primary,0.02,13,3,descent,climb,66056,1060,0.016046990432360422,0.0364551804959774
lstm_autoencoder,2,primary,0.02,13,3,descent,cruise,81213,3726,0.045879354290569246,0.0364551804959774
lstm_autoencoder,2,primary,0.02,13,3,descent,descent,104404,4544,0.04352323665759933,0.0364551804959774
lstm_autoencoder,2,primary,0.02,14,1,descent,climb,33331,367,0.011010770753952777,0.0364551804959774
lstm_autoencoder,2,primary,0.02,14,1,descent,cruise,52432,662,0.012625877326823314,0.0364551804959774
lstm_autoencoder,2,primary,0.02,14,1,descent,descent,73818,1200,0.016256197675363734,0.0364551804959774
lstm_autoencoder,2,primary,0.02,15,2,descent,climb,64502,878,0.013611981023844222,0.0364551804959774
lstm_autoencoder,2,primary,0.02,15,2,descent,cruise,61379,1355,0.02207595431662295,0.0364551804959774
lstm_autoencoder,2,primary,0.02,15,2,descent,descent,91049,2220,0.024382475370404947,0.0364551804959774
lstm_autoencoder,2,primary,0.02,all,mixed,descent,climb,326613,4360,0.013349131847170811,0.0364551804959774
lstm_autoencoder,2,primary,0.02,all,mixed,descent,cruise,436402,14427,0.03305896856568027,0.0364551804959774
lstm_autoencoder,2,primary,0.02,all,mixed,descent,descent,531664,20308,0.03819705678774565,0.0364551804959774
