detector,seed,phase_definition,nominal_fpr,unit,flight_class,calibration_phase,test_phase,n,false_alarms,false_alarm_rate,threshold
lstm_autoencoder,0,primary,0.005,13,3,climb,cruise,81213,2395,0.0294903525297674,0.0582035668194294
lstm_autoencoder,0,primary,0.005,13,3,climb,descent,104404,3141,0.03008505421248228,0.0582035668194294
lstm_autoencoder,0,primary,0.005,14,1,climb,climb,33331,262,0.007860550238516697,0.0582035668194294
lstm_autoencoder,0,primary,0.005,14,1,climb,cruise,52432,523,0.009974824534635338,0.0582035668194294
lstm_autoencoder,0,primary,0.005,14,1,climb,descent,73818,858,0.011623181337885069,0.0582035668194294
lstm_autoencoder,0,primary,0.005,15,2,climb,climb,64502,529,0.008201296083842362,0.0582035668194294
lstm_autoencoder,0,primary,0.005,15,2,climb,cruise,61379,914,0.014891086527965591,0.0582035668194294
lstm_autoencoder,0,primary,0.005,15,2,climb,descent,91049,1597,0.017540005930872387,0.0582035668194294
lstm_autoencoder,0,primary,0.005,all,mixed,climb,climb,326613,2849,0.008722861612979275,0.0582035668194294
lstm_autoencoder,0,primary,0.005,all,mixed,climb,cruise,436402,9094,0.0208385846077699,0.0582035668194294
lstm_autoencoder,0,primary,0.005,all,mixed,climb,descent,531664,13764,0.025888531102350357,0.0582035668194294
lstm_autoencoder,0,primary,0.005,10,3,cruise,climb,63828,180,0.0028200789622109417,0.11850393563508987
lstm_autoencoder,0,primary,0.005,10,3,cruise,cruise,95181,1228,0.012901734589886638,0.11850393563508987
lstm_autoencoder,0,primary,0.005,10,3,cruise,descent,90839,1612,0.017745681920760908,0.11850393563508987
lstm_autoencoder,0,primary,0.005,11,3,cruise,climb,63479,229,0.0036074922415286945,0.11850393563508987
lstm_autoencoder,0,primary,0.005,11,3,cruise,cruise,98352,865,0.008794940621441354,0.11850393563508987
lstm_autoencoder,0,primary,0.005,11,3,cruise,descent,99376,1627,0.01637216229270649,0.11850393563508987
lstm_autoencoder,0,primary,0.005,12,1,cruise,climb,35417,230,0.006494056526526809,0.11850393563508987
lstm_autoencoder,0,primary,0.005,12,1,cruise,cruise,47845,154,0.003218727139722019,0.11850393563508987
lstm_autoencoder,0,primary,0.005,12,1,cruise,descent,72178,357,0.004946105461497963,0.11850393563508987
lstm_autoencoder,0,primary,0.005,13,3,cruise,climb,66056,343,0.005192563885188325,0.11850393563508987
lstm_autoencoder,0,primary,0.005,13,3,cruise,cruise,81213,691,0.008508490020070678,0.11850393563508987
lstm_autoencoder,0,primary,0.005,13,3,cruise,descent,104404,1809,0.017326922340140223,0.11850393563508987
lstm_autoencoder,0,primary,0.005,14,1,cruise,climb,33331,144,0.004320302421169482,0.11850393563508987
lstm_autoencoder,0,primary,0.005,14,1,cruise,cruise,52432,248,0.0047299359169972535,0.11850393563508987
lstm_autoencoder,0,primary,0.005,14,1,cruise,descent,73818,317,0.004294345552575253,0.11850393563508987
lstm_autoencoder,0,primary,0.005,15,2,cruise,climb,64502,276,0.004278937087222102,0.11850393563508987
lstm_autoencoder,0,primary,0.005,15,2,cruise,cruise,61379,528,0.008602290685739422,0.11850393563508987
lstm_autoencoder,0,primary,0.005,15,2,cruise,descent,91049,749,0.008226339663258246,0.11850393563508987
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,climb,326613,1402,0.0042925419380122655,0.11850393563508987
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,cruise,436402,3714,0.008510501785051397,0.11850393563508987
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,descent,531664,6471,0.012171220921484247,0.11850393563508987
lstm_autoencoder,0,primary,0.005,10,3,descent,climb,63828,52,0.0008146894779720499,0.3980730175971985
lstm_autoencoder,0,primary,0.005,10,3,descent,cruise,95181,777,0.008163393954675828,0.3980730175971985
lstm_autoencoder,0,primary,0.005,10,3,descent,descent,90839,710,0.007816026156166405,0.3980730175971985
lstm_autoencoder,0,primary,0.005,11,3,descent,climb,63479,49,0.0007719088202397643,0.3980730175971985
lstm_autoencoder,0,primary,0.005,11,3,descent,cruise,98352,312,0.00317227916056613,0.3980730175971985
lstm_autoencoder,0,primary,0.005,11,3,descent,descent,99376,854,0.008593624215102237,0.3980730175971985
lstm_autoencoder,0,primary,0.005,12,1,descent,climb,35417,99,0.0027952678092441484,0.3980730175971985
lstm_autoencoder,0,primary,0.005,12,1,descent,cruise,47845,28,0.0005852231163130944,0.3980730175971985
lstm_autoencoder,0,primary,0.005,12,1,descent,descent,72178,65,0.0009005514145584528,0.3980730175971985
lstm_autoencoder,0,primary,0.005,13,3,descent,climb,66056,119,0.0018015017560857455,0.3980730175971985
lstm_autoencoder,0,primary,0.005,13,3,descent,cruise,81213,243,0.002992131801558864,0.3980730175971985
lstm_autoencoder,0,primary,0.005,13,3,descent,descent,104404,1095,0.010488103904064978,0.3980730175971985
lstm_autoencoder,0,primary,0.005,14,1,descent,climb,33331,66,0.001980138609702679,0.3980730175971985
lstm_autoencoder,0,primary,0.005,14,1,descent,cruise,52432,53,0.0010108330790357034,0.3980730175971985
lstm_autoencoder,0,primary,0.005,14,1,descent,descent,73818,61,0.000826356715164323,0.3980730175971985
lstm_autoencoder,0,primary,0.005,15,2,descent,climb,64502,88,0.0013642987814331338,0.3980730175971985
lstm_autoencoder,0,primary,0.005,15,2,descent,cruise,61379,306,0.004985418465598983,0.3980730175971985
lstm_autoencoder,0,primary,0.005,15,2,descent,descent,91049,331,0.0036354051115333502,0.3980730175971985
lstm_autoencoder,0,primary,0.005,all,mixed,descent,climb,326613,473,0.00144819710176876,0.3980730175971985
lstm_autoencoder,0,primary,0.005,all,mixed,descent,cruise,436402,1719,0.003939028693727343,0.3980730175971985
lstm_autoencoder,0,primary,0.005,all,mixed,descent,descent,531664,3116,0.005860844443106925,0.3980730175971985
lstm_autoencoder,0,primary,0.01,10,3,climb,climb,63828,1370,0.02146393432349439,0.035642046481370926
lstm_autoencoder,0,primary,0.01,10,3,climb,cruise,95181,5376,0.05648186087559492,0.035642046481370926
lstm_autoencoder,0,primary,0.01,10,3,climb,descent,90839,7830,0.08619645746870837,0.035642046481370926
lstm_autoencoder,0,primary,0.01,11,3,climb,climb,63479,680,0.010712204035980402,0.035642046481370926
lstm_autoencoder,0,primary,0.01,11,3,climb,cruise,98352,4395,0.04468643240605173,0.035642046481370926
lstm_autoencoder,0,primary,0.01,11,3,climb,descent,99376,5753,0.05789124134599903,0.035642046481370926
lstm_autoencoder,0,primary,0.01,12,1,climb,climb,35417,1076,0.030380890532794986,0.035642046481370926
lstm_autoencoder,0,primary,0.01,12,1,climb,cruise,47845,599,0.012519594523983697,0.035642046481370926
lstm_autoencoder,0,primary,0.01,12,1,climb,descent,72178,2798,0.03876527473745463,0.035642046481370926
lstm_autoencoder,0,primary,0.01,13,3,climb,climb,66056,1068,0.016168099794114085,0.035642046481370926
lstm_autoencoder,0,primary,0.01,13,3,climb,cruise,81213,4374,0.05385837242805955,0.035642046481370926
lstm_autoencoder,0,primary,0.01,13,3,climb,descent,104404,5869,0.056214321290372016,0.035642046481370926
lstm_autoencoder,0,primary,0.01,14,1,climb,climb,33331,545,0.01635114458012061,0.035642046481370926
lstm_autoencoder,0,primary,0.01,14,1,climb,cruise,52432,923,0.017603753433018003,0.035642046481370926
lstm_autoencoder,0,primary,0.01,14,1,climb,descent,73818,1940,0.026280852908504702,0.035642046481370926
lstm_autoencoder,0,primary,0.01,15,2,climb,climb,64502,1066,0.016526619329633188,0.035642046481370926
lstm_autoencoder,0,primary,0.01,15,2,climb,cruise,61379,1691,0.02755013929845713,0.035642046481370926
lstm_autoencoder,0,primary,0.01,15,2,climb,descent,91049,2989,0.032828476973937114,0.035642046481370926
lstm_autoencoder,0,primary,0.01,all,mixed,climb,climb,326613,5805,0.017773328067162055,0.035642046481370926
lstm_autoencoder,0,primary,0.01,all,mixed,climb,cruise,436402,17358,0.0397752530923323,0.035642046481370926
lstm_autoencoder,0,primary,0.01,all,mixed,climb,descent,531664,27179,0.051120632579975324,0.035642046481370926
lstm_autoencoder,0,primary,0.01,10,3,cruise,climb,63828,458,0.007175534248292286,0.06374851614236832
lstm_autoencoder,0,primary,0.01,10,3,cruise,cruise,95181,2434,0.025572330612202016,0.06374851614236832
lstm_autoencoder,0,primary,0.01,10,3,cruise,descent,90839,3433,0.037792137738196147,0.06374851614236832
lstm_autoencoder,0,primary,0.01,11,3,cruise,climb,63479,350,0.0055136344302840305,0.06374851614236832
lstm_autoencoder,0,primary,0.01,11,3,cruise,cruise,98352,1958,0.01990808524483488,0.06374851614236832
lstm_autoencoder,0,primary,0.01,11,3,cruise,descent,99376,2684,0.027008533247464175,0.06374851614236832
lstm_autoencoder,0,primary,0.01,12,1,cruise,climb,35417,409,0.011548126605867239,0.06374851614236832
lstm_autoencoder,0,primary,0.01,12,1,cruise,cruise,47845,282,0.005894032814296165,0.06374851614236832
lstm_autoencoder,0,primary,0.01,12,1,cruise,descent,72178,913,0.012649283715259498,0.06374851614236832
lstm_autoencoder,0,primary,0.01,13,3,cruise,climb,66056,610,0.009234588833716846,0.06374851614236832
lstm_autoencoder,0,primary,0.01,13,3,cruise,cruise,81213,2008,0.024725105586544026,0.06374851614236832
lstm_autoencoder,0,primary,0.01,13,3,cruise,descent,104404,2855,0.027345695567219646,0.06374851614236832
lstm_autoencoder,0,primary,0.01,14,1,cruise,climb,33331,238,0.007140499834988449,0.06374851614236832
lstm_autoencoder,0,primary,0.01,14,1,cruise,cruise,52432,478,0.009116570033567287,0.06374851614236832
lstm_autoencoder,0,primary,0.01,14,1,cruise,descent,73818,744,0.010078842558725515,0.06374851614236832
lstm_autoencoder,0,primary,0.01,15,2,cruise,climb,64502,459,0.007116058416793278,0.06374851614236832
lstm_autoencoder,0,primary,0.01,15,2,cruise,cruise,61379,826,0.013457371413675687,0.06374851614236832
lstm_autoencoder,0,primary,0.01,15,2,cruise,descent,91049,1438,0.015793693505694737,0.06374851614236832
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,climb,326613,2524,0.007727800179417231,0.06374851614236832
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,cruise,436402,7986,0.01829964115654832,0.06374851614236832
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,descent,531664,12067,0.022696665563212856,0.06374851614236832
lstm_autoencoder,0,primary,0.01,10,3,descent,climb,63828,227,0.0035564329134549102,0.09513642638921738
lstm_autoencoder,0,primary,0.01,10,3,descent,cruise,95181,1540,0.016179699729988128,0.09513642638921738
lstm_autoencoder,0,primary,0.01,10,3,descent,descent,90839,2069,0.022776560728321536,0.09513642638921738
lstm_autoencoder,0,primary,0.01,11,3,descent,climb,63479,263,0.004143102443327715,0.09513642638921738
lstm_autoencoder,0,primary,0.01,11,3,descent,cruise,98352,1122,0.011408003904343583,0.09513642638921738
lstm_autoencoder,0,primary,0.01,11,3,descent,descent,99376,1913,0.01925012075350185,0.09513642638921738
lstm_autoencoder,0,primary,0.01,12,1,descent,climb,35417,266,0.007510517548070136,0.09513642638921738
lstm_autoencoder,0,primary,0.01,12,1,descent,cruise,47845,192,0.004012958511861219,0.09513642638921738
lstm_autoencoder,0,primary,0.01,12,1,descent,descent,72178,492,0.006816481476350135,0.09513642638921738
lstm_autoencoder,0,primary,0.01,13,3,descent,climb,66056,424,0.006418796172944169,0.09513642638921738
lstm_autoencoder,0,primary,0.01,13,3,descent,cruise,81213,938,0.011549875020009112,0.09513642638921738
lstm_autoencoder,0,primary,0.01,13,3,descent,descent,104404,2100,0.020114171870809546,0.09513642638921738
lstm_autoencoder,0,primary,0.01,14,1,descent,climb,33331,158,0.004740331823227626,0.09513642638921738
lstm_autoencoder,0,primary,0.01,14,1,descent,cruise,52432,331,0.006312938663411657,0.09513642638921738
lstm_autoencoder,0,primary,0.01,14,1,descent,descent,73818,407,0.0055135603782275324,0.09513642638921738
lstm_autoencoder,0,primary,0.01,15,2,descent,climb,64502,331,0.00513162382561781,0.09513642638921738
lstm_autoencoder,0,primary,0.01,15,2,descent,cruise,61379,617,0.010052298017237166,0.09513642638921738
lstm_autoencoder,0,primary,0.01,15,2,descent,descent,91049,928,0.010192314028709815,0.09513642638921738
lstm_autoencoder,0,primary,0.01,all,mixed,descent,climb,326613,1669,0.005110023177277084,0.09513642638921738
lstm_autoencoder,0,primary,0.01,all,mixed,descent,cruise,436402,4740,0.010861545089160912,0.09513642638921738
lstm_autoencoder,0,primary,0.01,all,mixed,descent,descent,531664,7909,0.014875936681814078,0.09513642638921738
lstm_autoencoder,0,primary,0.02,10,3,climb,climb,63828,2740,0.04292786864698878,0.02228371612727642
lstm_autoencoder,0,primary,0.02,10,3,climb,cruise,95181,8531,0.08962923272501865,0.02228371612727642
lstm_autoencoder,0,primary,0.02,10,3,climb,descent,90839,14203,0.15635354858595976,0.02228371612727642
lstm_autoencoder,0,primary,0.02,11,3,climb,climb,63479,1159,0.018258006584854835,0.02228371612727642
lstm_autoencoder,0,primary,0.02,11,3,climb,cruise,98352,7886,0.08018138929559135,0.02228371612727642
lstm_autoencoder,0,primary,0.02,11,3,climb,descent,99376,12284,0.12361133472870713,0.02228371612727642
lstm_autoencoder,0,primary,0.02,12,1,climb,climb,35417,2802,0.07911454951012226,0.02228371612727642
lstm_autoencoder,0,primary,0.02,12,1,climb,cruise,47845,1025,0.021423346222175777,0.02228371612727642
lstm_autoencoder,0,primary,0.02,12,1,climb,descent,72178,5824,0.08068940674443736,0.02228371612727642
lstm_autoencoder,0,primary,0.02,13,3,climb,climb,66056,1752,0.02652295022405232,0.02228371612727642
lstm_autoencoder,0,primary,0.02,13,3,climb,cruise,81213,6904,0.08501102040313743,0.02228371612727642
lstm_autoencoder,0,primary,0.02,13,3,climb,descent,104404,11906,0.11403777633040879,0.02228371612727642
lstm_autoencoder,0,primary,0.02,14,1,climb,climb,33331,1518,0.045543188023161624,0.02228371612727642
lstm_autoencoder,0,primary,0.02,14,1,climb,cruise,52432,1573,0.03000076289288984,0.02228371612727642
lstm_autoencoder,0,primary,0.02,14,1,climb,descent,73818,4043,0.05476983933457964,0.02228371612727642
lstm_autoencoder,0,primary,0.02,15,2,climb,climb,64502,1890,0.02930141701032526,0.02228371612727642
lstm_autoencoder,0,primary,0.02,15,2,climb,cruise,61379,3008,0.04900698936118216,0.02228371612727642
lstm_autoencoder,0,primary,0.02,15,2,climb,descent,91049,5622,0.061746971410998476,0.02228371612727642
lstm_autoencoder,0,primary,0.02,all,mixed,climb,climb,326613,11861,0.036315149733782796,0.02228371612727642
lstm_autoencoder,0,primary,0.02,all,mixed,climb,cruise,436402,28927,0.06628521409159445,0.02228371612727642
lstm_autoencoder,0,primary,0.02,all,mixed,climb,descent,531664,53882,0.10134596286376359,0.02228371612727642
lstm_autoencoder,0,primary,0.02,10,3,cruise,climb,63828,1075,0.01684213824653757,0.04202721640467644
lstm_autoencoder,0,primary,0.02,10,3,cruise,cruise,95181,4316,0.045345184438070625,0.04202721640467644
lstm_autoencoder,0,primary,0.02,10,3,cruise,descent,90839,6348,0.069881878928654,0.04202721640467644
lstm_autoencoder,0,primary,0.02,11,3,cruise,climb,63479,549,0.008648529434931237,0.04202721640467644
lstm_autoencoder,0,primary,0.02,11,3,cruise,cruise,98352,3587,0.03647104278509842,0.04202721640467644
lstm_autoencoder,0,primary,0.02,11,3,cruise,descent,99376,4532,0.04560457253260344,0.04202721640467644
lstm_autoencoder,0,primary,0.02,12,1,cruise,climb,35417,836,0.02360448372250614,0.04202721640467644
lstm_autoencoder,0,primary,0.02,12,1,cruise,cruise,47845,497,0.010387710314557425,0.04202721640467644
lstm_autoencoder,0,primary,0.02,12,1,cruise,descent,72178,2032,0.028152622682811938,0.04202721640467644
lstm_autoencoder,0,primary,0.02,13,3,cruise,climb,66056,886,0.01341286181421824,0.04202721640467644
lstm_autoencoder,0,primary,0.02,13,3,cruise,cruise,81213,3620,0.04457414453351064,0.04202721640467644
lstm_autoencoder,0,primary,0.02,13,3,cruise,descent,104404,4733,0.045333512125972183,0.04202721640467644
lstm_autoencoder,0,primary,0.02,14,1,cruise,climb,33331,397,0.011910833758363085,0.04202721640467644
lstm_autoencoder,0,primary,0.02,14,1,cruise,cruise,52432,775,0.014781049740616418,0.04202721640467644
lstm_autoencoder,0,primary,0.02,14,1,cruise,descent,73818,1515,0.020523449565146713,0.04202721640467644
lstm_autoencoder,0,primary,0.02,15,2,cruise,climb,64502,804,0.012464729775820905,0.04202721640467644
lstm_autoencoder,0,primary,0.02,15,2,cruise,cruise,61379,1384,0.022548428615650304,0.04202721640467644
lstm_autoencoder,0,primary,0.02,15,2,cruise,descent,91049,2342,0.02572241320607585,0.04202721640467644
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,climb,326613,4547,0.013921674887404971,0.04202721640467644
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,cruise,436402,14179,0.0324906851939267,0.04202721640467644
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,descent,531664,21502,0.040442836076920764,0.04202721640467644
lstm_autoencoder,0,primary,0.02,10,3,descent,climb,63828,967,0.015150090869211005,0.04521683603525162
lstm_autoencoder,0,primary,0.02,10,3,descent,cruise,95181,3894,0.04091152646011284,0.04521683603525162
lstm_autoencoder,0,primary,0.02,10,3,descent,descent,90839,5676,0.06248417529915565,0.04521683603525162
lstm_autoencoder,0,primary,0.02,11,3,descent,climb,63479,500,0.007876620614691472,0.04521683603525162
lstm_autoencoder,0,primary,0.02,11,3,descent,cruise,98352,3243,0.03297340165934602,0.04521683603525162
lstm_autoencoder,0,primary,0.02,11,3,descent,descent,99376,4155,0.041810900016100466,0.04521683603525162
lstm_autoencoder,0,primary,0.02,12,1,descent,climb,35417,689,0.019453934551204224,0.04521683603525162
lstm_autoencoder,0,primary,0.02,12,1,descent,cruise,47845,456,0.009530776465670394,0.04521683603525162
lstm_autoencoder,0,primary,0.02,12,1,descent,descent,72178,1732,0.023996231538696,0.04521683603525162
lstm_autoencoder,0,primary,0.02,13,3,descent,climb,66056,827,0.01251968027128497,0.04521683603525162
lstm_autoencoder,0,primary,0.02,13,3,descent,cruise,81213,3337,0.04108948074815608,0.04521683603525162
lstm_autoencoder,0,primary,0.02,13,3,descent,descent,104404,4294,0.041128692387264854,0.04521683603525162
lstm_autoencoder,0,primary,0.02,14,1,descent,climb,33331,353,0.010590741351894632,0.04521683603525162
lstm_autoencoder,0,primary,0.02,14,1,descent,cruise,52432,717,0.013674855050350931,0.04521683603525162
lstm_autoencoder,0,primary,0.02,14,1,descent,descent,73818,1319,0.017868270611503968,0.04521683603525162
lstm_autoencoder,0,primary,0.02,15,2,descent,climb,64502,749,0.011612043037425196,0.04521683603525162
lstm_autoencoder,0,primary,0.02,15,2,descent,cruise,61379,1259,0.020511901464670326,0.04521683603525162
lstm_autoencoder,0,primary,0.02,15,2,descent,descent,91049,2141,0.02351481070632297,0.04521683603525162
lstm_autoencoder,0,primary,0.02,all,mixed,descent,climb,326613,4085,0.012507156788002927,0.04521683603525162
lstm_autoencoder,0,primary,0.02,all,mixed,descent,cruise,436402,12906,0.029573649983272304,0.04521683603525162
lstm_autoencoder,0,primary,0.02,all,mixed,descent,descent,531664,19317,0.03633309759547383,0.04521683603525162
lstm_autoencoder,1,primary,0.005,10,3,climb,climb,63828,551,0.008632575045434606,0.05489388108253479
lstm_autoencoder,1,primary,0.005,10,3,climb,cruise,95181,3031,0.03184459083220391,0.05489388108253479
lstm_autoencoder,1,primary,0.005,10,3,climb,descent,90839,4193,0.04615858827155737,0.05489388108253479
lstm_autoencoder,1,primary,0.005,11,3,climb,climb,63479,356,0.005608153877660328,0.05489388108253479
lstm_autoencoder,1,primary,0.005,11,3,climb,cruise,98352,2265,0.023029526598340653,0.05489388108253479
lstm_autoencoder,1,primary,0.005,11,3,climb,descent,99376,2966,0.029846240540975687,0.05489388108253479
lstm_autoencoder,1,primary,0.005,12,1,climb,climb,35417,442,0.012479882542281955,0.05489388108253479
lstm_autoencoder,1,primary,0.005,12,1,climb,cruise,47845,335,0.007001776570174522,0.05489388108253479
lstm_autoencoder,1,primary,0.005,12,1,climb,descent,72178,1083,0.015004572030258527,0.05489388108253479
lstm_autoencoder,1,primary,0.005,13,3,climb,climb,66056,623,0.00943139154656655,0.05489388108253479
lstm_autoencoder,1,primary,0.005,13,3,climb,cruise,81213,2256,0.02777880388607735,0.05489388108253479
lstm_autoencoder,1,primary,0.005,13,3,climb,descent,104404,3104,0.02973066166047278,0.05489388108253479
lstm_autoencoder,1,primary,0.005,14,1,climb,climb,33331,249,0.0074705229366055625,0.05489388108253479
lstm_autoencoder,1,primary,0.005,14,1,climb,cruise,52432,497,0.009478944156240465,0.05489388108253479
lstm_autoencoder,1,primary,0.005,14,1,climb,descent,73818,798,0.010810371454116882,0.05489388108253479
lstm_autoencoder,1,primary,0.005,15,2,climb,climb,64502,466,0.0072245821834981865,0.05489388108253479
lstm_autoencoder,1,primary,0.005,15,2,climb,cruise,61379,994,0.016194463904592775,0.05489388108253479
lstm_autoencoder,1,primary,0.005,15,2,climb,descent,91049,1539,0.016902986304078025,0.05489388108253479
lstm_autoencoder,1,primary,0.005,all,mixed,climb,climb,326613,2687,0.008226861759942194,0.05489388108253479
lstm_autoencoder,1,primary,0.005,all,mixed,climb,cruise,436402,9378,0.021489360727036083,0.05489388108253479
lstm_autoencoder,1,primary,0.005,all,mixed,climb,descent,531664,13683,0.025736179241024407,0.05489388108253479
lstm_autoencoder,1,primary,0.005,10,3,cruise,climb,63828,165,0.0025850723820266966,0.1172121912240982
lstm_autoencoder,1,primary,0.005,10,3,cruise,cruise,95181,1296,0.013616162889652346,0.1172121912240982
lstm_autoencoder,1,primary,0.005,10,3,cruise,descent,90839,1625,0.017888792258831557,0.1172121912240982
lstm_autoencoder,1,primary,0.005,11,3,cruise,climb,63479,205,0.003229414452023504,0.1172121912240982
lstm_autoencoder,1,primary,0.005,11,3,cruise,cruise,98352,900,0.009150805270863836,0.1172121912240982
lstm_autoencoder,1,primary,0.005,11,3,cruise,descent,99376,1577,0.01586902270165835,0.1172121912240982
lstm_autoencoder,1,primary,0.005,12,1,cruise,climb,35417,192,0.005421125448231075,0.1172121912240982
lstm_autoencoder,1,primary,0.005,12,1,cruise,cruise,47845,131,0.002738008151321977,0.1172121912240982
lstm_autoencoder,1,primary,0.005,12,1,cruise,descent,72178,287,0.003976280861204245,0.1172121912240982
lstm_autoencoder,1,primary,0.005,13,3,cruise,climb,66056,296,0.004481046384885552,0.1172121912240982
lstm_autoencoder,1,primary,0.005,13,3,cruise,cruise,81213,679,0.008360730424931968,0.1172121912240982
lstm_autoencoder,1,primary,0.005,13,3,cruise,descent,104404,1793,0.01717367150683882,0.1172121912240982
lstm_autoencoder,1,primary,0.005,14,1,cruise,climb,33331,125,0.003750262518376286,0.1172121912240982
lstm_autoencoder,1,primary,0.005,14,1,cruise,cruise,52432,212,0.0040433323161428135,0.1172121912240982
lstm_autoencoder,1,primary,0.005,14,1,cruise,descent,73818,234,0.0031699585466959277,0.1172121912240982
lstm_autoencoder,1,primary,0.005,15,2,cruise,climb,64502,243,0.0037673250441846765,0.1172121912240982
lstm_autoencoder,1,primary,0.005,15,2,cruise,cruise,61379,569,0.009270271591260855,0.1172121912240982
lstm_autoencoder,1,primary,0.005,15,2,cruise,descent,91049,676,0.007424573581258444,0.1172121912240982
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,climb,326613,1226,0.0037536779001448198,0.1172121912240982
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,cruise,436402,3787,0.00867777874528531,0.1172121912240982
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,descent,531664,6192,0.011646453399139306,0.1172121912240982
lstm_autoencoder,1,primary,0.005,10,3,descent,climb,63828,43,0.0006736855298615028,0.38929620385169983
lstm_autoencoder,1,primary,0.005,10,3,descent,cruise,95181,786,0.008257950641409524,0.38929620385169983
lstm_autoencoder,1,primary,0.005,10,3,descent,descent,90839,706,0.007771992205990819,0.38929620385169983
lstm_autoencoder,1,primary,0.005,11,3,descent,climb,63479,38,0.000598623166716552,0.38929620385169983
lstm_autoencoder,1,primary,0.005,11,3,descent,cruise,98352,321,0.0032637872132747683,0.38929620385169983
lstm_autoencoder,1,primary,0.005,11,3,descent,descent,99376,838,0.008432619545966833,0.38929620385169983
lstm_autoencoder,1,primary,0.005,12,1,descent,climb,35417,68,0.0019199819295818393,0.38929620385169983
lstm_autoencoder,1,primary,0.005,12,1,descent,cruise,47845,23,0.0004807189884000418,0.38929620385169983
lstm_autoencoder,1,primary,0.005,12,1,descent,descent,72178,60,0.0008312782288231871,0.38929620385169983
lstm_autoencoder,1,primary,0.005,13,3,descent,climb,66056,96,0.0014533123410439626,0.38929620385169983
lstm_autoencoder,1,primary,0.005,13,3,descent,cruise,81213,246,0.003029071700343541,0.38929620385169983
lstm_autoencoder,1,primary,0.005,13,3,descent,descent,104404,1112,0.010650932914447723,0.38929620385169983
lstm_autoencoder,1,primary,0.005,14,1,descent,climb,33331,53,0.0015901113077915455,0.38929620385169983
lstm_autoencoder,1,primary,0.005,14,1,descent,cruise,52432,46,0.0008773268233140067,0.38929620385169983
lstm_autoencoder,1,primary,0.005,14,1,descent,descent,73818,45,0.00060960741282614,0.38929620385169983
lstm_autoencoder,1,primary,0.005,15,2,descent,climb,64502,68,0.001054230876561967,0.38929620385169983
lstm_autoencoder,1,primary,0.005,15,2,descent,cruise,61379,311,0.005066879551638182,0.38929620385169983
lstm_autoencoder,1,primary,0.005,15,2,descent,descent,91049,340,0.0037342529846566136,0.38929620385169983
lstm_autoencoder,1,primary,0.005,all,mixed,descent,climb,326613,366,0.0011205922605652561,0.38929620385169983
lstm_autoencoder,1,primary,0.005,all,mixed,descent,cruise,436402,1733,0.0039711092066489154,0.38929620385169983
lstm_autoencoder,1,primary,0.005,all,mixed,descent,descent,531664,3101,0.0058326311354539705,0.38929620385169983
lstm_autoencoder,1,primary,0.01,10,3,climb,climb,63828,1517,0.023766998809299993,0.03150434046983719
lstm_autoencoder,1,primary,0.01,10,3,climb,cruise,95181,6201,0.06514955715951713,0.03150434046983719
lstm_autoencoder,1,primary,0.01,10,3,climb,descent,90839,8646,0.09517938330452778,0.03150434046983719
lstm_autoencoder,1,primary,0.01,11,3,climb,climb,63479,648,0.01020810031664015,0.03150434046983719
lstm_autoencoder,1,primary,0.01,11,3,climb,cruise,98352,4445,0.04519481047665528,0.03150434046983719
lstm_autoencoder,1,primary,0.01,11,3,climb,descent,99376,6073,0.06111133472870713,0.03150434046983719
lstm_autoencoder,1,primary,0.01,12,1,climb,climb,35417,1124,0.031736171894852755,0.03150434046983719
lstm_autoencoder,1,primary,0.01,12,1,climb,cruise,47845,669,0.013982652314766433,0.03150434046983719
lstm_autoencoder,1,primary,0.01,12,1,climb,descent,72178,3314,0.04591426750533403,0.03150434046983719
lstm_autoencoder,1,primary,0.01,13,3,climb,climb,66056,1160,0.017560857454281216,0.03150434046983719
lstm_autoencoder,1,primary,0.01,13,3,climb,cruise,81213,4542,0.05592700676000148,0.03150434046983719
lstm_autoencoder,1,primary,0.01,13,3,climb,descent,104404,6477,0.062037852955825444,0.03150434046983719
lstm_autoencoder,1,primary,0.01,14,1,climb,climb,33331,585,0.01755122858600102,0.03150434046983719
lstm_autoencoder,1,primary,0.01,14,1,climb,cruise,52432,977,0.018633658834299665,0.03150434046983719
lstm_autoencoder,1,primary,0.01,14,1,climb,descent,73818,1949,0.02640277439106993,0.03150434046983719
lstm_autoencoder,1,primary,0.01,15,2,climb,climb,64502,991,0.015363864686366314,0.03150434046983719
lstm_autoencoder,1,primary,0.01,15,2,climb,cruise,61379,1987,0.032372635591977714,0.03150434046983719
lstm_autoencoder,1,primary,0.01,15,2,climb,descent,91049,3404,0.037386462234620915,0.03150434046983719
