detector,seed,phase_definition,nominal_fpr,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events
isolation_forest,2,primary,0.01,14,6,1,overall,4660,14,1,5
isolation_forest,2,primary,0.01,14,6,1,climb,868,1,1,1
isolation_forest,2,primary,0.01,14,6,1,cruise,1700,11,1,3
isolation_forest,2,primary,0.01,14,6,1,descent,2092,2,1,1
isolation_forest,2,primary,0.01,14,7,1,overall,3814,130,1,34
isolation_forest,2,primary,0.01,14,7,1,climb,778,1,1,1
isolation_forest,2,primary,0.01,14,7,1,cruise,1275,107,1,25
isolation_forest,2,primary,0.01,14,7,1,descent,1761,22,1,8
isolation_forest,2,primary,0.01,14,8,1,overall,4498,4,1,4
isolation_forest,2,primary,0.01,14,8,1,climb,710,2,1,2
isolation_forest,2,primary,0.01,14,8,1,cruise,2649,1,1,1
isolation_forest,2,primary,0.01,14,8,1,descent,1139,1,1,1
isolation_forest,2,primary,0.01,14,9,1,overall,5355,28,1,16
isolation_forest,2,primary,0.01,14,9,1,climb,570,2,1,2
isolation_forest,2,primary,0.01,14,9,1,cruise,2042,11,1,3
isolation_forest,2,primary,0.01,14,9,1,descent,2743,15,1,11
isolation_forest,2,primary,0.01,14,10,1,overall,5355,27,1,15
isolation_forest,2,primary,0.01,14,10,1,climb,570,2,1,2
isolation_forest,2,primary,0.01,14,10,1,cruise,2042,12,1,2
isolation_forest,2,primary,0.01,14,10,1,descent,2743,13,1,11
isolation_forest,2,primary,0.01,14,11,1,overall,4462,12,1,4
isolation_forest,2,primary,0.01,14,11,1,climb,1150,0,0,0
isolation_forest,2,primary,0.01,14,11,1,cruise,1292,0,0,0
isolation_forest,2,primary,0.01,14,11,1,descent,2020,12,1,4
isolation_forest,2,primary,0.01,14,12,1,overall,5069,14,1,8
isolation_forest,2,primary,0.01,14,12,1,climb,1772,0,0,0
isolation_forest,2,primary,0.01,14,12,1,cruise,686,0,0,0
isolation_forest,2,primary,0.01,14,12,1,descent,2611,14,1,8
isolation_forest,2,primary,0.01,14,13,1,overall,3814,131,1,34
isolation_forest,2,primary,0.01,14,13,1,climb,778,1,1,1
isolation_forest,2,primary,0.01,14,13,1,cruise,1275,109,1,25
isolation_forest,2,primary,0.01,14,13,1,descent,1761,21,1,8
isolation_forest,2,primary,0.01,14,14,1,overall,4495,12,1,10
isolation_forest,2,primary,0.01,14,14,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,14,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,14,1,descent,1907,10,1,8
isolation_forest,2,primary,0.01,14,15,1,overall,4958,66,1,23
isolation_forest,2,primary,0.01,14,15,1,climb,1296,19,1,2
isolation_forest,2,primary,0.01,14,15,1,cruise,1012,0,0,0
isolation_forest,2,primary,0.01,14,15,1,descent,2650,47,1,21
isolation_forest,2,primary,0.01,14,16,1,overall,3336,22,1,17
isolation_forest,2,primary,0.01,14,16,1,climb,1028,1,1,1
isolation_forest,2,primary,0.01,14,16,1,cruise,771,0,0,0
isolation_forest,2,primary,0.01,14,16,1,descent,1537,21,1,16
isolation_forest,2,primary,0.01,14,17,1,overall,5069,16,1,9
isolation_forest,2,primary,0.01,14,17,1,climb,1772,0,0,0
isolation_forest,2,primary,0.01,14,17,1,cruise,686,0,0,0
isolation_forest,2,primary,0.01,14,17,1,descent,2611,16,1,9
isolation_forest,2,primary,0.01,14,18,1,overall,4495,5,1,5
isolation_forest,2,primary,0.01,14,18,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,18,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,18,1,descent,1907,3,1,3
isolation_forest,2,primary,0.01,14,19,1,overall,5355,30,1,17
isolation_forest,2,primary,0.01,14,19,1,climb,570,2,1,2
isolation_forest,2,primary,0.01,14,19,1,cruise,2042,12,1,2
isolation_forest,2,primary,0.01,14,19,1,descent,2743,16,1,13
isolation_forest,2,primary,0.01,14,20,1,overall,4495,8,1,7
isolation_forest,2,primary,0.01,14,20,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,20,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,20,1,descent,1907,6,1,5
isolation_forest,2,primary,0.01,14,21,1,overall,5355,32,1,19
isolation_forest,2,primary,0.01,14,21,1,climb,570,2,1,2
isolation_forest,2,primary,0.01,14,21,1,cruise,2042,13,1,3
isolation_forest,2,primary,0.01,14,21,1,descent,2743,17,1,14
isolation_forest,2,primary,0.01,14,22,1,overall,5130,46,1,29
isolation_forest,2,primary,0.01,14,22,1,climb,779,0,0,0
isolation_forest,2,primary,0.01,14,22,1,cruise,1624,11,1,8
isolation_forest,2,primary,0.01,14,22,1,descent,2727,35,1,21
isolation_forest,2,primary,0.01,14,23,1,overall,4495,6,1,5
isolation_forest,2,primary,0.01,14,23,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,23,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,23,1,descent,1907,4,1,3
isolation_forest,2,primary,0.01,14,24,1,overall,5069,22,1,13
isolation_forest,2,primary,0.01,14,24,1,climb,1772,1,1,1
isolation_forest,2,primary,0.01,14,24,1,cruise,686,0,0,0
isolation_forest,2,primary,0.01,14,24,1,descent,2611,21,1,12
isolation_forest,2,primary,0.01,14,25,1,overall,4498,19,1,6
isolation_forest,2,primary,0.01,14,25,1,climb,710,12,1,2
isolation_forest,2,primary,0.01,14,25,1,cruise,2649,6,1,3
isolation_forest,2,primary,0.01,14,25,1,descent,1139,1,1,1
isolation_forest,2,primary,0.01,14,26,1,overall,5378,54,1,23
isolation_forest,2,primary,0.01,14,26,1,climb,650,10,1,1
isolation_forest,2,primary,0.01,14,26,1,cruise,2235,8,1,5
isolation_forest,2,primary,0.01,14,26,1,descent,2493,36,1,17
isolation_forest,2,primary,0.01,14,27,1,overall,5130,51,1,36
isolation_forest,2,primary,0.01,14,27,1,climb,779,0,0,0
isolation_forest,2,primary,0.01,14,27,1,cruise,1624,10,1,8
isolation_forest,2,primary,0.01,14,27,1,descent,2727,41,1,28
isolation_forest,2,primary,0.01,14,28,1,overall,4495,39,1,8
isolation_forest,2,primary,0.01,14,28,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,28,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,28,1,descent,1907,37,1,6
isolation_forest,2,primary,0.01,14,29,1,overall,5130,73,1,42
isolation_forest,2,primary,0.01,14,29,1,climb,779,1,1,1
isolation_forest,2,primary,0.01,14,29,1,cruise,1624,16,1,6
isolation_forest,2,primary,0.01,14,29,1,descent,2727,56,1,35
isolation_forest,2,primary,0.01,14,30,1,overall,3336,79,1,40
isolation_forest,2,primary,0.01,14,30,1,climb,1028,2,1,1
isolation_forest,2,primary,0.01,14,30,1,cruise,771,38,1,8
isolation_forest,2,primary,0.01,14,30,1,descent,1537,39,1,31
isolation_forest,2,primary,0.01,14,31,1,overall,4495,51,1,13
isolation_forest,2,primary,0.01,14,31,1,climb,1017,2,1,2
isolation_forest,2,primary,0.01,14,31,1,cruise,1571,0,0,0
isolation_forest,2,primary,0.01,14,31,1,descent,1907,49,1,11
isolation_forest,2,primary,0.01,14,32,1,overall,3121,8,1,5
isolation_forest,2,primary,0.01,14,32,1,climb,875,2,1,1
isolation_forest,2,primary,0.01,14,32,1,cruise,584,2,1,1
isolation_forest,2,primary,0.01,14,32,1,descent,1662,4,1,3
isolation_forest,2,primary,0.01,14,33,1,overall,3336,97,1,46
isolation_forest,2,primary,0.01,14,33,1,climb,1028,2,1,1
isolation_forest,2,primary,0.01,14,33,1,cruise,771,43,1,6
isolation_forest,2,primary,0.01,14,33,1,descent,1537,52,1,39
isolation_forest,2,primary,0.01,14,34,1,overall,4181,158,1,19
isolation_forest,2,primary,0.01,14,34,1,climb,760,4,1,1
isolation_forest,2,primary,0.01,14,34,1,cruise,1877,30,1,5
isolation_forest,2,primary,0.01,14,34,1,descent,1544,124,1,13
isolation_forest,2,primary,0.01,14,35,1,overall,5355,49,1,30
isolation_forest,2,primary,0.01,14,35,1,climb,570,2,1,2
isolation_forest,2,primary,0.01,14,35,1,cruise,2042,19,1,5
isolation_forest,2,primary,0.01,14,35,1,descent,2743,28,1,23
isolation_forest,2,primary,0.01,15,1,2,overall,5696,48,1,15
isolation_forest,2,primary,0.01,15,1,2,climb,1243,0,0,0
isolation_forest,2,primary,0.01,15,1,2,cruise,1062,1,1,1
isolation_forest,2,primary,0.01,15,1,2,descent,3391,47,1,14
isolation_forest,2,primary,0.01,15,2,2,overall,9239,9,1,6
isolation_forest,2,primary,0.01,15,2,2,climb,2448,0,0,0
isolation_forest,2,primary,0.01,15,2,2,cruise,3696,0,0,0
isolation_forest,2,primary,0.01,15,2,2,descent,3095,9,1,6
isolation_forest,2,primary,0.01,15,3,2,overall,9178,101,1,35
isolation_forest,2,primary,0.01,15,3,2,climb,4026,3,1,3
isolation_forest,2,primary,0.01,15,3,2,cruise,1191,42,1,14
isolation_forest,2,primary,0.01,15,3,2,descent,3961,56,1,18
isolation_forest,2,primary,0.01,15,4,2,overall,9034,117,1,37
isolation_forest,2,primary,0.01,15,4,2,climb,3642,35,1,6
isolation_forest,2,primary,0.01,15,4,2,cruise,2593,7,1,7
isolation_forest,2,primary,0.01,15,4,2,descent,2799,75,1,24
isolation_forest,2,primary,0.01,15,5,2,overall,9960,47,1,18
isolation_forest,2,primary,0.01,15,5,2,climb,2236,1,1,1
isolation_forest,2,primary,0.01,15,5,2,cruise,2745,0,0,0
isolation_forest,2,primary,0.01,15,5,2,descent,4979,46,1,17
isolation_forest,2,primary,0.01,15,6,2,overall,12295,108,1,10
isolation_forest,2,primary,0.01,15,6,2,climb,4144,1,1,1
isolation_forest,2,primary,0.01,15,6,2,cruise,2960,96,1,3
isolation_forest,2,primary,0.01,15,6,2,descent,5191,11,1,6
isolation_forest,2,primary,0.01,15,7,2,overall,8227,72,1,36
isolation_forest,2,primary,0.01,15,7,2,climb,3568,23,1,19
isolation_forest,2,primary,0.01,15,7,2,cruise,2386,10,1,8
isolation_forest,2,primary,0.01,15,7,2,descent,2273,39,1,9
isolation_forest,2,primary,0.01,15,8,2,overall,7034,314,1,86
isolation_forest,2,primary,0.01,15,8,2,climb,1354,8,1,2
isolation_forest,2,primary,0.01,15,8,2,cruise,1715,0,0,0
isolation_forest,2,primary,0.01,15,8,2,descent,3965,306,1,84
isolation_forest,2,primary,0.01,15,9,2,overall,11355,210,1,78
isolation_forest,2,primary,0.01,15,9,2,climb,3110,1,1,1
isolation_forest,2,primary,0.01,15,9,2,cruise,4896,107,1,56
isolation_forest,2,primary,0.01,15,9,2,descent,3349,102,1,21
isolation_forest,2,primary,0.01,15,10,2,overall,9407,34,1,15
isolation_forest,2,primary,0.01,15,10,2,climb,3099,2,1,2
isolation_forest,2,primary,0.01,15,10,2,cruise,1671,0,0,0
isolation_forest,2,primary,0.01,15,10,2,descent,4637,32,1,13
isolation_forest,2,primary,0.01,15,11,2,overall,8817,56,1,13
isolation_forest,2,primary,0.01,15,11,2,climb,2863,2,1,1
isolation_forest,2,primary,0.01,15,11,2,cruise,2343,0,0,0
isolation_forest,2,primary,0.01,15,11,2,descent,3611,54,1,12
isolation_forest,2,primary,0.01,15,12,2,overall,10448,6,1,5
isolation_forest,2,primary,0.01,15,12,2,climb,2481,1,1,1
isolation_forest,2,primary,0.01,15,12,2,cruise,3230,0,0,0
isolation_forest,2,primary,0.01,15,12,2,descent,4737,5,1,4
isolation_forest,2,primary,0.01,15,13,2,overall,7168,193,1,31
isolation_forest,2,primary,0.01,15,13,2,climb,2117,95,1,2
isolation_forest,2,primary,0.01,15,13,2,cruise,2807,91,1,23
isolation_forest,2,primary,0.01,15,13,2,descent,2244,7,1,6
isolation_forest,2,primary,0.01,15,14,2,overall,9447,62,1,10
isolation_forest,2,primary,0.01,15,14,2,climb,2856,3,1,3
isolation_forest,2,primary,0.01,15,14,2,cruise,3631,0,0,0
isolation_forest,2,primary,0.01,15,14,2,descent,2960,59,1,7
isolation_forest,2,primary,0.01,15,15,2,overall,10537,74,1,22
isolation_forest,2,primary,0.01,15,15,2,climb,2522,0,0,0
isolation_forest,2,primary,0.01,15,15,2,cruise,3299,43,1,9
isolation_forest,2,primary,0.01,15,15,2,descent,4716,31,1,13
isolation_forest,2,primary,0.01,15,16,2,overall,9407,42,1,16
isolation_forest,2,primary,0.01,15,16,2,climb,3099,2,1,2
isolation_forest,2,primary,0.01,15,16,2,cruise,1671,0,0,0
isolation_forest,2,primary,0.01,15,16,2,descent,4637,40,1,14
isolation_forest,2,primary,0.01,15,17,2,overall,7889,8,1,6
isolation_forest,2,primary,0.01,15,17,2,climb,2930,4,1,3
isolation_forest,2,primary,0.01,15,17,2,cruise,2624,0,0,0
isolation_forest,2,primary,0.01,15,17,2,descent,2335,4,1,3
isolation_forest,2,primary,0.01,15,18,2,overall,10537,69,1,26
isolation_forest,2,primary,0.01,15,18,2,climb,2522,0,0,0
isolation_forest,2,primary,0.01,15,18,2,cruise,3299,41,1,11
isolation_forest,2,primary,0.01,15,18,2,descent,4716,28,1,15
isolation_forest,2,primary,0.01,15,19,2,overall,9297,221,1,46
isolation_forest,2,primary,0.01,15,19,2,climb,3483,4,1,2
isolation_forest,2,primary,0.01,15,19,2,cruise,1459,95,1,16
isolation_forest,2,primary,0.01,15,19,2,descent,4355,122,1,28
isolation_forest,2,primary,0.01,15,20,2,overall,8774,28,1,10
isolation_forest,2,primary,0.01,15,20,2,climb,1913,3,1,1
isolation_forest,2,primary,0.01,15,20,2,cruise,2808,0,0,0
isolation_forest,2,primary,0.01,15,20,2,descent,4053,25,1,9
isolation_forest,2,primary,0.01,15,21,2,overall,8900,60,1,33
isolation_forest,2,primary,0.01,15,21,2,climb,1751,0,0,0
isolation_forest,2,primary,0.01,15,21,2,cruise,2382,0,0,0
isolation_forest,2,primary,0.01,15,21,2,descent,4767,60,1,33
isolation_forest,2,primary,0.01,15,22,2,overall,7435,116,1,41
isolation_forest,2,primary,0.01,15,22,2,climb,2950,38,1,20
isolation_forest,2,primary,0.01,15,22,2,cruise,2120,35,1,8
isolation_forest,2,primary,0.01,15,22,2,descent,2365,43,1,13
isolation_forest,2,primary,0.01,15,23,2,overall,11224,109,1,21
isolation_forest,2,primary,0.01,15,23,2,climb,2941,4,1,1
isolation_forest,2,primary,0.01,15,23,2,cruise,3745,0,0,0
isolation_forest,2,primary,0.01,15,23,2,descent,4538,105,1,20
isolation_forest,2,primary,0.01,15,24,2,overall,5625,55,1,10
isolation_forest,2,primary,0.01,15,24,2,climb,1204,10,1,2
isolation_forest,2,primary,0.01,15,24,2,cruise,1046,34,1,3
isolation_forest,2,primary,0.01,15,24,2,descent,3375,11,1,5
isolation_forest,2,primary,0.02,10,1,3,overall,16653,488,1,124
isolation_forest,2,primary,0.02,10,1,3,climb,4219,40,1,32
isolation_forest,2,primary,0.02,10,1,3,cruise,7912,313,1,48
isolation_forest,2,primary,0.02,10,1,3,descent,4522,135,1,44
isolation_forest,2,primary,0.02,10,2,3,overall,17730,219,1,65
isolation_forest,2,primary,0.02,10,2,3,climb,1698,62,1,10
isolation_forest,2,primary,0.02,10,2,3,cruise,11473,18,1,16
isolation_forest,2,primary,0.02,10,2,3,descent,4559,139,1,39
isolation_forest,2,primary,0.02,10,3,3,overall,16051,741,1,128
isolation_forest,2,primary,0.02,10,3,3,climb,4740,8,1,6
isolation_forest,2,primary,0.02,10,3,3,cruise,6179,165,1,22
isolation_forest,2,primary,0.02,10,3,3,descent,5132,568,1,101
isolation_forest,2,primary,0.02,10,4,3,overall,14472,539,1,93
isolation_forest,2,primary,0.02,10,4,3,climb,3925,6,1,5
isolation_forest,2,primary,0.02,10,4,3,cruise,4355,83,1,18
isolation_forest,2,primary,0.02,10,4,3,descent,6192,450,1,70
isolation_forest,2,primary,0.02,10,5,3,overall,13680,292,1,91
isolation_forest,2,primary,0.02,10,5,3,climb,3004,1,1,1
isolation_forest,2,primary,0.02,10,5,3,cruise,4958,62,1,15
isolation_forest,2,primary,0.02,10,5,3,descent,5718,229,1,75
isolation_forest,2,primary,0.02,10,6,3,overall,16169,386,1,69
isolation_forest,2,primary,0.02,10,6,3,climb,2789,19,1,2
isolation_forest,2,primary,0.02,10,6,3,cruise,7591,97,1,7
isolation_forest,2,primary,0.02,10,6,3,descent,5789,270,1,61
isolation_forest,2,primary,0.02,10,7,3,overall,16872,435,1,68
isolation_forest,2,primary,0.02,10,7,3,climb,4973,1,1,1
isolation_forest,2,primary,0.02,10,7,3,cruise,5553,105,1,15
isolation_forest,2,primary,0.02,10,7,3,descent,6346,329,1,52
isolation_forest,2,primary,0.02,10,8,3,overall,13282,463,1,84
isolation_forest,2,primary,0.02,10,8,3,climb,1125,1,1,1
isolation_forest,2,primary,0.02,10,8,3,cruise,7772,31,1,14
isolation_forest,2,primary,0.02,10,8,3,descent,4385,431,1,69
isolation_forest,2,primary,0.02,10,9,3,overall,13229,1356,1,255
isolation_forest,2,primary,0.02,10,9,3,climb,6639,486,1,97
isolation_forest,2,primary,0.02,10,9,3,cruise,3362,455,1,42
isolation_forest,2,primary,0.02,10,9,3,descent,3228,415,1,117
isolation_forest,2,primary,0.02,10,10,3,overall,13085,319,1,65
isolation_forest,2,primary,0.02,10,10,3,climb,2517,2,1,1
isolation_forest,2,primary,0.02,10,10,3,cruise,4499,72,1,6
isolation_forest,2,primary,0.02,10,10,3,descent,6069,245,1,58
isolation_forest,2,primary,0.02,10,11,3,overall,17290,553,1,142
isolation_forest,2,primary,0.02,10,11,3,climb,6168,20,1,13
isolation_forest,2,primary,0.02,10,11,3,cruise,4391,116,1,29
isolation_forest,2,primary,0.02,10,11,3,descent,6731,417,1,100
isolation_forest,2,primary,0.02,10,12,3,overall,14185,763,1,266
isolation_forest,2,primary,0.02,10,12,3,climb,4709,7,1,1
isolation_forest,2,primary,0.02,10,12,3,cruise,4064,312,1,120
isolation_forest,2,primary,0.02,10,12,3,descent,5412,444,1,145
isolation_forest,2,primary,0.02,10,13,3,overall,13817,341,1,37
isolation_forest,2,primary,0.02,10,13,3,climb,4148,5,1,1
isolation_forest,2,primary,0.02,10,13,3,cruise,3426,115,1,5
isolation_forest,2,primary,0.02,10,13,3,descent,6243,221,1,31
isolation_forest,2,primary,0.02,10,14,3,overall,16872,347,1,60
isolation_forest,2,primary,0.02,10,14,3,climb,4973,0,0,0
isolation_forest,2,primary,0.02,10,14,3,cruise,5553,92,1,12
isolation_forest,2,primary,0.02,10,14,3,descent,6346,255,1,48
isolation_forest,2,primary,0.02,10,15,3,overall,13926,672,1,134
isolation_forest,2,primary,0.02,10,15,3,climb,4963,106,1,8
isolation_forest,2,primary,0.02,10,15,3,cruise,4767,129,1,39
isolation_forest,2,primary,0.02,10,15,3,descent,4196,437,1,87
isolation_forest,2,primary,0.02,10,16,3,overall,9649,271,1,51
isolation_forest,2,primary,0.02,10,16,3,climb,1809,6,1,4
isolation_forest,2,primary,0.02,10,16,3,cruise,2108,115,1,25
isolation_forest,2,primary,0.02,10,16,3,descent,5732,150,1,22
isolation_forest,2,primary,0.02,10,17,3,overall,12886,555,1,91
isolation_forest,2,primary,0.02,10,17,3,climb,1429,0,0,0
isolation_forest,2,primary,0.02,10,17,3,cruise,7218,0,0,0
isolation_forest,2,primary,0.02,10,17,3,descent,4239,555,1,91
isolation_forest,2,primary,0.02,11,1,3,overall,13033,182,1,55
isolation_forest,2,primary,0.02,11,1,3,climb,3144,7,1,3
isolation_forest,2,primary,0.02,11,1,3,cruise,4668,49,1,17
isolation_forest,2,primary,0.02,11,1,3,descent,5221,126,1,35
isolation_forest,2,primary,0.02,11,2,3,overall,20294,499,1,107
isolation_forest,2,primary,0.02,11,2,3,climb,4135,0,0,0
isolation_forest,2,primary,0.02,11,2,3,cruise,10862,325,1,57
isolation_forest,2,primary,0.02,11,2,3,descent,5297,174,1,50
isolation_forest,2,primary,0.02,11,3,3,overall,13985,183,1,83
isolation_forest,2,primary,0.02,11,3,3,climb,2497,6,1,1
isolation_forest,2,primary,0.02,11,3,3,cruise,3883,43,1,22
isolation_forest,2,primary,0.02,11,3,3,descent,7605,134,1,60
isolation_forest,2,primary,0.02,11,4,3,overall,15548,288,1,64
isolation_forest,2,primary,0.02,11,4,3,climb,3621,0,0,0
isolation_forest,2,primary,0.02,11,4,3,cruise,7383,109,1,24
isolation_forest,2,primary,0.02,11,4,3,descent,4544,179,1,40
isolation_forest,2,primary,0.02,11,5,3,overall,15776,315,1,41
isolation_forest,2,primary,0.02,11,5,3,climb,2819,27,1,2
isolation_forest,2,primary,0.02,11,5,3,cruise,6671,70,1,16
isolation_forest,2,primary,0.02,11,5,3,descent,6286,218,1,23
isolation_forest,2,primary,0.02,11,6,3,overall,15073,607,1,129
isolation_forest,2,primary,0.02,11,6,3,climb,2322,0,0,0
isolation_forest,2,primary,0.02,11,6,3,cruise,6528,231,1,54
isolation_forest,2,primary,0.02,11,6,3,descent,6223,376,1,75
isolation_forest,2,primary,0.02,11,7,3,overall,13033,238,1,61
isolation_forest,2,primary,0.02,11,7,3,climb,3144,10,1,3
isolation_forest,2,primary,0.02,11,7,3,cruise,4668,51,1,18
isolation_forest,2,primary,0.02,11,7,3,descent,5221,177,1,40
isolation_forest,2,primary,0.02,11,8,3,overall,11068,188,1,37
isolation_forest,2,primary,0.02,11,8,3,climb,4841,3,1,2
isolation_forest,2,primary,0.02,11,8,3,cruise,3268,98,1,8
isolation_forest,2,primary,0.02,11,8,3,descent,2959,87,1,27
isolation_forest,2,primary,0.02,11,9,3,overall,11966,660,1,225
isolation_forest,2,primary,0.02,11,9,3,climb,2678,28,1,9
isolation_forest,2,primary,0.02,11,9,3,cruise,4297,21,1,8
isolation_forest,2,primary,0.02,11,9,3,descent,4991,611,1,208
isolation_forest,2,primary,0.02,11,10,3,overall,15998,383,1,125
isolation_forest,2,primary,0.02,11,10,3,climb,4307,1,1,1
isolation_forest,2,primary,0.02,11,10,3,cruise,6461,84,1,45
isolation_forest,2,primary,0.02,11,10,3,descent,5230,298,1,79
isolation_forest,2,primary,0.02,11,11,3,overall,15776,247,1,30
isolation_forest,2,primary,0.02,11,11,3,climb,2819,19,1,2
isolation_forest,2,primary,0.02,11,11,3,cruise,6671,49,1,9
isolation_forest,2,primary,0.02,11,11,3,descent,6286,179,1,19
isolation_forest,2,primary,0.02,11,12,3,overall,16285,1038,1,169
isolation_forest,2,primary,0.02,11,12,3,climb,4164,115,1,10
isolation_forest,2,primary,0.02,11,12,3,cruise,7012,252,1,114
isolation_forest,2,primary,0.02,11,12,3,descent,5109,671,1,46
isolation_forest,2,primary,0.02,11,13,3,overall,13074,187,1,53
isolation_forest,2,primary,0.02,11,13,3,climb,3229,7,1,2
isolation_forest,2,primary,0.02,11,13,3,cruise,4939,28,1,9
isolation_forest,2,primary,0.02,11,13,3,descent,4906,152,1,42
isolation_forest,2,primary,0.02,11,14,3,overall,14472,247,1,51
isolation_forest,2,primary,0.02,11,14,3,climb,3925,5,1,3
isolation_forest,2,primary,0.02,11,14,3,cruise,4355,8,1,6
isolation_forest,2,primary,0.02,11,14,3,descent,6192,234,1,42
isolation_forest,2,primary,0.02,11,15,3,overall,11923,320,1,141
isolation_forest,2,primary,0.02,11,15,3,climb,2575,6,1,5
isolation_forest,2,primary,0.02,11,15,3,cruise,2230,1,1,1
isolation_forest,2,primary,0.02,11,15,3,descent,7118,313,1,135
isolation_forest,2,primary,0.02,11,16,3,overall,14134,412,1,40
isolation_forest,2,primary,0.02,11,16,3,climb,3933,4,1,2
isolation_forest,2,primary,0.02,11,16,3,cruise,5471,303,1,10
isolation_forest,2,primary,0.02,11,16,3,descent,4730,105,1,28
isolation_forest,2,primary,0.02,11,17,3,overall,14134,402,1,30
isolation_forest,2,primary,0.02,11,17,3,climb,3933,2,1,1
isolation_forest,2,primary,0.02,11,17,3,cruise,5471,304,1,6
isolation_forest,2,primary,0.02,11,17,3,descent,4730,96,1,23
isolation_forest,2,primary,0.02,11,18,3,overall,15635,225,1,71
isolation_forest,2,primary,0.02,11,18,3,climb,5393,12,1,2
isolation_forest,2,primary,0.02,11,18,3,cruise,3514,64,1,19
isolation_forest,2,primary,0.02,11,18,3,descent,6728,149,1,50
isolation_forest,2,primary,0.02,12,1,1,overall,4181,106,1,16
isolation_forest,2,primary,0.02,12,1,1,climb,760,2,1,1
isolation_forest,2,primary,0.02,12,1,1,cruise,1877,10,1,3
isolation_forest,2,primary,0.02,12,1,1,descent,1544,94,1,12
isolation_forest,2,primary,0.02,12,2,1,overall,5130,98,1,62
isolation_forest,2,primary,0.02,12,2,1,climb,779,0,0,0
isolation_forest,2,primary,0.02,12,2,1,cruise,1624,17,1,9
isolation_forest,2,primary,0.02,12,2,1,descent,2727,81,1,53
isolation_forest,2,primary,0.02,12,3,1,overall,4008,100,1,6
isolation_forest,2,primary,0.02,12,3,1,climb,625,92,1,1
isolation_forest,2,primary,0.02,12,3,1,cruise,2279,8,1,5
isolation_forest,2,primary,0.02,12,3,1,descent,1104,0,0,0
isolation_forest,2,primary,0.02,12,4,1,overall,5069,34,1,18
isolation_forest,2,primary,0.02,12,4,1,climb,1772,1,1,1
isolation_forest,2,primary,0.02,12,4,1,cruise,686,0,0,0
isolation_forest,2,primary,0.02,12,4,1,descent,2611,33,1,17
isolation_forest,2,primary,0.02,12,5,1,overall,3336,53,1,41
isolation_forest,2,primary,0.02,12,5,1,climb,1028,2,1,1
isolation_forest,2,primary,0.02,12,5,1,cruise,771,13,1,10
isolation_forest,2,primary,0.02,12,5,1,descent,1537,38,1,30
isolation_forest,2,primary,0.02,12,6,1,overall,3121,12,1,6
isolation_forest,2,primary,0.02,12,6,1,climb,875,2,1,1
isolation_forest,2,primary,0.02,12,6,1,cruise,584,1,1,1
isolation_forest,2,primary,0.02,12,6,1,descent,1662,9,1,4
isolation_forest,2,primary,0.02,12,7,1,overall,3121,18,1,10
isolation_forest,2,primary,0.02,12,7,1,climb,875,3,1,2
isolation_forest,2,primary,0.02,12,7,1,cruise,584,2,1,1
isolation_forest,2,primary,0.02,12,7,1,descent,1662,13,1,7
isolation_forest,2,primary,0.02,12,8,1,overall,3796,11,1,5
isolation_forest,2,primary,0.02,12,8,1,climb,1240,7,1,1
isolation_forest,2,primary,0.02,12,8,1,cruise,927,1,1,1
isolation_forest,2,primary,0.02,12,8,1,descent,1629,3,1,3
isolation_forest,2,primary,0.02,12,9,1,overall,5130,103,1,64
isolation_forest,2,primary,0.02,12,9,1,climb,779,1,1,1
isolation_forest,2,primary,0.02,12,9,1,cruise,1624,19,1,9
isolation_forest,2,primary,0.02,12,9,1,descent,2727,83,1,54
isolation_forest,2,primary,0.02,12,10,1,overall,3336,103,1,49
isolation_forest,2,primary,0.02,12,10,1,climb,1028,2,1,1
isolation_forest,2,primary,0.02,12,10,1,cruise,771,42,1,5
isolation_forest,2,primary,0.02,12,10,1,descent,1537,59,1,43
isolation_forest,2,primary,0.02,12,11,1,overall,5378,110,1,30
isolation_forest,2,primary,0.02,12,11,1,climb,650,19,1,3
isolation_forest,2,primary,0.02,12,11,1,cruise,2235,8,1,4
isolation_forest,2,primary,0.02,12,11,1,descent,2493,83,1,23
isolation_forest,2,primary,0.02,12,12,1,overall,5677,75,1,26
isolation_forest,2,primary,0.02,12,12,1,climb,1015,0,0,0
isolation_forest,2,primary,0.02,12,12,1,cruise,647,0,0,0
isolation_forest,2,primary,0.02,12,12,1,descent,4015,75,1,26
isolation_forest,2,primary,0.02,12,13,1,overall,3796,11,1,5
isolation_forest,2,primary,0.02,12,13,1,climb,1240,8,1,2
isolation_forest,2,primary,0.02,12,13,1,cruise,927,0,0,0
isolation_forest,2,primary,0.02,12,13,1,descent,1629,3,1,3
