detector,seed,phase_definition,nominal_fpr,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events
isolation_forest,0,primary,0.02,14,25,1,cruise,2649,10,1,4
isolation_forest,0,primary,0.02,14,25,1,descent,1139,1,1,1
isolation_forest,0,primary,0.02,14,26,1,overall,5378,145,1,35
isolation_forest,0,primary,0.02,14,26,1,climb,650,11,1,1
isolation_forest,0,primary,0.02,14,26,1,cruise,2235,11,1,5
isolation_forest,0,primary,0.02,14,26,1,descent,2493,123,1,29
isolation_forest,0,primary,0.02,14,27,1,overall,5130,159,1,89
isolation_forest,0,primary,0.02,14,27,1,climb,779,1,1,1
isolation_forest,0,primary,0.02,14,27,1,cruise,1624,21,1,8
isolation_forest,0,primary,0.02,14,27,1,descent,2727,137,1,80
isolation_forest,0,primary,0.02,14,28,1,overall,4495,152,1,16
isolation_forest,0,primary,0.02,14,28,1,climb,1017,2,1,2
isolation_forest,0,primary,0.02,14,28,1,cruise,1571,0,0,0
isolation_forest,0,primary,0.02,14,28,1,descent,1907,150,1,14
isolation_forest,0,primary,0.02,14,29,1,overall,5130,200,1,92
isolation_forest,0,primary,0.02,14,29,1,climb,779,4,1,2
isolation_forest,0,primary,0.02,14,29,1,cruise,1624,28,1,8
isolation_forest,0,primary,0.02,14,29,1,descent,2727,168,1,82
isolation_forest,0,primary,0.02,14,30,1,overall,3336,199,1,42
isolation_forest,0,primary,0.02,14,30,1,climb,1028,2,1,1
isolation_forest,0,primary,0.02,14,30,1,cruise,771,60,1,2
isolation_forest,0,primary,0.02,14,30,1,descent,1537,137,1,39
isolation_forest,0,primary,0.02,14,31,1,overall,4495,183,1,11
isolation_forest,0,primary,0.02,14,31,1,climb,1017,2,1,2
isolation_forest,0,primary,0.02,14,31,1,cruise,1571,0,0,0
isolation_forest,0,primary,0.02,14,31,1,descent,1907,181,1,9
isolation_forest,0,primary,0.02,14,32,1,overall,3121,63,1,20
isolation_forest,0,primary,0.02,14,32,1,climb,875,6,1,2
isolation_forest,0,primary,0.02,14,32,1,cruise,584,9,1,3
isolation_forest,0,primary,0.02,14,32,1,descent,1662,48,1,15
isolation_forest,0,primary,0.02,14,33,1,overall,3336,230,1,45
isolation_forest,0,primary,0.02,14,33,1,climb,1028,2,1,1
isolation_forest,0,primary,0.02,14,33,1,cruise,771,61,1,2
isolation_forest,0,primary,0.02,14,33,1,descent,1537,167,1,42
isolation_forest,0,primary,0.02,14,34,1,overall,4181,295,1,41
isolation_forest,0,primary,0.02,14,34,1,climb,760,7,1,2
isolation_forest,0,primary,0.02,14,34,1,cruise,1877,73,1,8
isolation_forest,0,primary,0.02,14,34,1,descent,1544,215,1,31
isolation_forest,0,primary,0.02,14,35,1,overall,5355,446,1,91
isolation_forest,0,primary,0.02,14,35,1,climb,570,4,1,1
isolation_forest,0,primary,0.02,14,35,1,cruise,2042,28,1,4
isolation_forest,0,primary,0.02,14,35,1,descent,2743,414,1,86
isolation_forest,0,primary,0.02,15,1,2,overall,5696,114,1,38
isolation_forest,0,primary,0.02,15,1,2,climb,1243,3,1,1
isolation_forest,0,primary,0.02,15,1,2,cruise,1062,4,1,4
isolation_forest,0,primary,0.02,15,1,2,descent,3391,107,1,33
isolation_forest,0,primary,0.02,15,2,2,overall,9239,76,1,13
isolation_forest,0,primary,0.02,15,2,2,climb,2448,3,1,1
isolation_forest,0,primary,0.02,15,2,2,cruise,3696,0,0,0
isolation_forest,0,primary,0.02,15,2,2,descent,3095,73,1,12
isolation_forest,0,primary,0.02,15,3,2,overall,9178,152,1,42
isolation_forest,0,primary,0.02,15,3,2,climb,4026,6,1,5
isolation_forest,0,primary,0.02,15,3,2,cruise,1191,60,1,4
isolation_forest,0,primary,0.02,15,3,2,descent,3961,86,1,33
isolation_forest,0,primary,0.02,15,4,2,overall,9034,217,1,66
isolation_forest,0,primary,0.02,15,4,2,climb,3642,48,1,8
isolation_forest,0,primary,0.02,15,4,2,cruise,2593,40,1,24
isolation_forest,0,primary,0.02,15,4,2,descent,2799,129,1,34
isolation_forest,0,primary,0.02,15,5,2,overall,9960,167,1,41
isolation_forest,0,primary,0.02,15,5,2,climb,2236,1,1,1
isolation_forest,0,primary,0.02,15,5,2,cruise,2745,0,0,0
isolation_forest,0,primary,0.02,15,5,2,descent,4979,166,1,40
isolation_forest,0,primary,0.02,15,6,2,overall,12295,150,1,18
isolation_forest,0,primary,0.02,15,6,2,climb,4144,5,1,1
isolation_forest,0,primary,0.02,15,6,2,cruise,2960,98,1,4
isolation_forest,0,primary,0.02,15,6,2,descent,5191,47,1,13
isolation_forest,0,primary,0.02,15,7,2,overall,8227,278,1,58
isolation_forest,0,primary,0.02,15,7,2,climb,3568,57,1,34
isolation_forest,0,primary,0.02,15,7,2,cruise,2386,168,1,15
isolation_forest,0,primary,0.02,15,7,2,descent,2273,53,1,9
isolation_forest,0,primary,0.02,15,8,2,overall,7034,500,1,121
isolation_forest,0,primary,0.02,15,8,2,climb,1354,12,1,3
isolation_forest,0,primary,0.02,15,8,2,cruise,1715,0,0,0
isolation_forest,0,primary,0.02,15,8,2,descent,3965,488,1,118
isolation_forest,0,primary,0.02,15,9,2,overall,11355,276,1,96
isolation_forest,0,primary,0.02,15,9,2,climb,3110,2,1,1
isolation_forest,0,primary,0.02,15,9,2,cruise,4896,135,1,73
isolation_forest,0,primary,0.02,15,9,2,descent,3349,139,1,22
isolation_forest,0,primary,0.02,15,10,2,overall,9407,99,1,38
isolation_forest,0,primary,0.02,15,10,2,climb,3099,2,1,2
isolation_forest,0,primary,0.02,15,10,2,cruise,1671,0,0,0
isolation_forest,0,primary,0.02,15,10,2,descent,4637,97,1,36
isolation_forest,0,primary,0.02,15,11,2,overall,8817,87,1,23
isolation_forest,0,primary,0.02,15,11,2,climb,2863,5,1,1
isolation_forest,0,primary,0.02,15,11,2,cruise,2343,3,1,3
isolation_forest,0,primary,0.02,15,11,2,descent,3611,79,1,19
isolation_forest,0,primary,0.02,15,12,2,overall,10448,36,1,11
isolation_forest,0,primary,0.02,15,12,2,climb,2481,5,1,2
isolation_forest,0,primary,0.02,15,12,2,cruise,3230,0,0,0
isolation_forest,0,primary,0.02,15,12,2,descent,4737,31,1,9
isolation_forest,0,primary,0.02,15,13,2,overall,7168,353,1,41
isolation_forest,0,primary,0.02,15,13,2,climb,2117,99,1,1
isolation_forest,0,primary,0.02,15,13,2,cruise,2807,224,1,22
isolation_forest,0,primary,0.02,15,13,2,descent,2244,30,1,18
isolation_forest,0,primary,0.02,15,14,2,overall,9447,101,1,24
isolation_forest,0,primary,0.02,15,14,2,climb,2856,26,1,13
isolation_forest,0,primary,0.02,15,14,2,cruise,3631,1,1,1
isolation_forest,0,primary,0.02,15,14,2,descent,2960,74,1,10
isolation_forest,0,primary,0.02,15,15,2,overall,10537,181,1,49
isolation_forest,0,primary,0.02,15,15,2,climb,2522,0,0,0
isolation_forest,0,primary,0.02,15,15,2,cruise,3299,46,1,10
isolation_forest,0,primary,0.02,15,15,2,descent,4716,135,1,39
isolation_forest,0,primary,0.02,15,16,2,overall,9407,101,1,26
isolation_forest,0,primary,0.02,15,16,2,climb,3099,2,1,2
isolation_forest,0,primary,0.02,15,16,2,cruise,1671,0,0,0
isolation_forest,0,primary,0.02,15,16,2,descent,4637,99,1,24
isolation_forest,0,primary,0.02,15,17,2,overall,7889,12,1,9
isolation_forest,0,primary,0.02,15,17,2,climb,2930,8,1,6
isolation_forest,0,primary,0.02,15,17,2,cruise,2624,0,0,0
isolation_forest,0,primary,0.02,15,17,2,descent,2335,4,1,3
isolation_forest,0,primary,0.02,15,18,2,overall,10537,143,1,43
isolation_forest,0,primary,0.02,15,18,2,climb,2522,0,0,0
isolation_forest,0,primary,0.02,15,18,2,cruise,3299,46,1,11
isolation_forest,0,primary,0.02,15,18,2,descent,4716,97,1,32
isolation_forest,0,primary,0.02,15,19,2,overall,9297,346,1,57
isolation_forest,0,primary,0.02,15,19,2,climb,3483,9,1,1
isolation_forest,0,primary,0.02,15,19,2,cruise,1459,127,1,15
isolation_forest,0,primary,0.02,15,19,2,descent,4355,210,1,41
isolation_forest,0,primary,0.02,15,20,2,overall,8774,83,1,18
isolation_forest,0,primary,0.02,15,20,2,climb,1913,4,1,1
isolation_forest,0,primary,0.02,15,20,2,cruise,2808,0,0,0
isolation_forest,0,primary,0.02,15,20,2,descent,4053,79,1,17
isolation_forest,0,primary,0.02,15,21,2,overall,8900,99,1,35
isolation_forest,0,primary,0.02,15,21,2,climb,1751,1,1,1
isolation_forest,0,primary,0.02,15,21,2,cruise,2382,0,0,0
isolation_forest,0,primary,0.02,15,21,2,descent,4767,98,1,34
isolation_forest,0,primary,0.02,15,22,2,overall,7435,177,1,61
isolation_forest,0,primary,0.02,15,22,2,climb,2950,82,1,30
isolation_forest,0,primary,0.02,15,22,2,cruise,2120,37,1,10
isolation_forest,0,primary,0.02,15,22,2,descent,2365,58,1,21
isolation_forest,0,primary,0.02,15,23,2,overall,11224,273,1,58
isolation_forest,0,primary,0.02,15,23,2,climb,2941,6,1,2
isolation_forest,0,primary,0.02,15,23,2,cruise,3745,0,0,0
isolation_forest,0,primary,0.02,15,23,2,descent,4538,267,1,56
isolation_forest,0,primary,0.02,15,24,2,overall,5625,165,1,29
isolation_forest,0,primary,0.02,15,24,2,climb,1204,14,1,1
isolation_forest,0,primary,0.02,15,24,2,cruise,1046,112,1,15
isolation_forest,0,primary,0.02,15,24,2,descent,3375,39,1,13
isolation_forest,1,primary,0.005,10,1,3,overall,16653,34,1,18
isolation_forest,1,primary,0.005,10,1,3,climb,4219,6,1,6
isolation_forest,1,primary,0.005,10,1,3,cruise,7912,1,1,1
isolation_forest,1,primary,0.005,10,1,3,descent,4522,27,1,11
isolation_forest,1,primary,0.005,10,2,3,overall,17730,44,1,13
isolation_forest,1,primary,0.005,10,2,3,climb,1698,24,1,3
isolation_forest,1,primary,0.005,10,2,3,cruise,11473,5,1,4
isolation_forest,1,primary,0.005,10,2,3,descent,4559,15,1,6
isolation_forest,1,primary,0.005,10,3,3,overall,16051,171,1,32
isolation_forest,1,primary,0.005,10,3,3,climb,4740,1,1,1
isolation_forest,1,primary,0.005,10,3,3,cruise,6179,48,1,7
isolation_forest,1,primary,0.005,10,3,3,descent,5132,122,1,24
isolation_forest,1,primary,0.005,10,4,3,overall,14472,143,1,24
isolation_forest,1,primary,0.005,10,4,3,climb,3925,1,1,1
isolation_forest,1,primary,0.005,10,4,3,cruise,4355,3,1,2
isolation_forest,1,primary,0.005,10,4,3,descent,6192,139,1,21
isolation_forest,1,primary,0.005,10,5,3,overall,13680,48,1,23
isolation_forest,1,primary,0.005,10,5,3,climb,3004,0,0,0
isolation_forest,1,primary,0.005,10,5,3,cruise,4958,16,1,3
isolation_forest,1,primary,0.005,10,5,3,descent,5718,32,1,20
isolation_forest,1,primary,0.005,10,6,3,overall,16169,111,1,23
isolation_forest,1,primary,0.005,10,6,3,climb,2789,0,0,0
isolation_forest,1,primary,0.005,10,6,3,cruise,7591,24,1,3
isolation_forest,1,primary,0.005,10,6,3,descent,5789,87,1,20
isolation_forest,1,primary,0.005,10,7,3,overall,16872,121,1,24
isolation_forest,1,primary,0.005,10,7,3,climb,4973,0,0,0
isolation_forest,1,primary,0.005,10,7,3,cruise,5553,28,1,6
isolation_forest,1,primary,0.005,10,7,3,descent,6346,93,1,18
isolation_forest,1,primary,0.005,10,8,3,overall,13282,114,1,35
isolation_forest,1,primary,0.005,10,8,3,climb,1125,1,1,1
isolation_forest,1,primary,0.005,10,8,3,cruise,7772,8,1,6
isolation_forest,1,primary,0.005,10,8,3,descent,4385,105,1,28
isolation_forest,1,primary,0.005,10,9,3,overall,13229,341,1,100
isolation_forest,1,primary,0.005,10,9,3,climb,6639,14,1,10
isolation_forest,1,primary,0.005,10,9,3,cruise,3362,202,1,62
isolation_forest,1,primary,0.005,10,9,3,descent,3228,125,1,28
isolation_forest,1,primary,0.005,10,10,3,overall,13085,121,1,34
isolation_forest,1,primary,0.005,10,10,3,climb,2517,0,0,0
isolation_forest,1,primary,0.005,10,10,3,cruise,4499,60,1,15
isolation_forest,1,primary,0.005,10,10,3,descent,6069,61,1,19
isolation_forest,1,primary,0.005,10,11,3,overall,17290,95,1,27
isolation_forest,1,primary,0.005,10,11,3,climb,6168,2,1,2
isolation_forest,1,primary,0.005,10,11,3,cruise,4391,30,1,4
isolation_forest,1,primary,0.005,10,11,3,descent,6731,63,1,21
isolation_forest,1,primary,0.005,10,12,3,overall,14185,181,1,61
isolation_forest,1,primary,0.005,10,12,3,climb,4709,0,0,0
isolation_forest,1,primary,0.005,10,12,3,cruise,4064,74,1,18
isolation_forest,1,primary,0.005,10,12,3,descent,5412,107,1,43
isolation_forest,1,primary,0.005,10,13,3,overall,13817,72,1,20
isolation_forest,1,primary,0.005,10,13,3,climb,4148,0,0,0
isolation_forest,1,primary,0.005,10,13,3,cruise,3426,58,1,14
isolation_forest,1,primary,0.005,10,13,3,descent,6243,14,1,6
isolation_forest,1,primary,0.005,10,14,3,overall,16872,101,1,21
isolation_forest,1,primary,0.005,10,14,3,climb,4973,0,0,0
isolation_forest,1,primary,0.005,10,14,3,cruise,5553,31,1,5
isolation_forest,1,primary,0.005,10,14,3,descent,6346,70,1,16
isolation_forest,1,primary,0.005,10,15,3,overall,13926,235,1,54
isolation_forest,1,primary,0.005,10,15,3,climb,4963,70,1,13
isolation_forest,1,primary,0.005,10,15,3,cruise,4767,35,1,7
isolation_forest,1,primary,0.005,10,15,3,descent,4196,130,1,34
isolation_forest,1,primary,0.005,10,16,3,overall,9649,11,1,7
isolation_forest,1,primary,0.005,10,16,3,climb,1809,0,0,0
isolation_forest,1,primary,0.005,10,16,3,cruise,2108,0,0,0
isolation_forest,1,primary,0.005,10,16,3,descent,5732,11,1,7
isolation_forest,1,primary,0.005,10,17,3,overall,12886,227,1,78
isolation_forest,1,primary,0.005,10,17,3,climb,1429,0,0,0
isolation_forest,1,primary,0.005,10,17,3,cruise,7218,0,0,0
isolation_forest,1,primary,0.005,10,17,3,descent,4239,227,1,78
isolation_forest,1,primary,0.005,11,1,3,overall,13033,80,1,26
isolation_forest,1,primary,0.005,11,1,3,climb,3144,2,1,1
isolation_forest,1,primary,0.005,11,1,3,cruise,4668,19,1,6
isolation_forest,1,primary,0.005,11,1,3,descent,5221,59,1,19
isolation_forest,1,primary,0.005,11,2,3,overall,20294,104,1,36
isolation_forest,1,primary,0.005,11,2,3,climb,4135,0,0,0
isolation_forest,1,primary,0.005,11,2,3,cruise,10862,54,1,19
isolation_forest,1,primary,0.005,11,2,3,descent,5297,50,1,17
isolation_forest,1,primary,0.005,11,3,3,overall,13985,46,1,23
isolation_forest,1,primary,0.005,11,3,3,climb,2497,0,0,0
isolation_forest,1,primary,0.005,11,3,3,cruise,3883,19,1,10
isolation_forest,1,primary,0.005,11,3,3,descent,7605,27,1,13
isolation_forest,1,primary,0.005,11,4,3,overall,15548,64,1,18
isolation_forest,1,primary,0.005,11,4,3,climb,3621,0,0,0
isolation_forest,1,primary,0.005,11,4,3,cruise,7383,0,0,0
isolation_forest,1,primary,0.005,11,4,3,descent,4544,64,1,18
isolation_forest,1,primary,0.005,11,5,3,overall,15776,188,1,39
isolation_forest,1,primary,0.005,11,5,3,climb,2819,6,1,2
isolation_forest,1,primary,0.005,11,5,3,cruise,6671,26,1,6
isolation_forest,1,primary,0.005,11,5,3,descent,6286,156,1,31
isolation_forest,1,primary,0.005,11,6,3,overall,15073,117,1,45
isolation_forest,1,primary,0.005,11,6,3,climb,2322,0,0,0
isolation_forest,1,primary,0.005,11,6,3,cruise,6528,36,1,15
isolation_forest,1,primary,0.005,11,6,3,descent,6223,81,1,30
isolation_forest,1,primary,0.005,11,7,3,overall,13033,93,1,28
isolation_forest,1,primary,0.005,11,7,3,climb,3144,6,1,3
isolation_forest,1,primary,0.005,11,7,3,cruise,4668,25,1,8
isolation_forest,1,primary,0.005,11,7,3,descent,5221,62,1,17
isolation_forest,1,primary,0.005,11,8,3,overall,11068,67,1,9
isolation_forest,1,primary,0.005,11,8,3,climb,4841,0,0,0
isolation_forest,1,primary,0.005,11,8,3,cruise,3268,58,1,5
isolation_forest,1,primary,0.005,11,8,3,descent,2959,9,1,4
isolation_forest,1,primary,0.005,11,9,3,overall,11966,238,1,103
isolation_forest,1,primary,0.005,11,9,3,climb,2678,19,1,4
isolation_forest,1,primary,0.005,11,9,3,cruise,4297,4,1,2
isolation_forest,1,primary,0.005,11,9,3,descent,4991,215,1,97
isolation_forest,1,primary,0.005,11,10,3,overall,15998,24,1,11
isolation_forest,1,primary,0.005,11,10,3,climb,4307,0,0,0
isolation_forest,1,primary,0.005,11,10,3,cruise,6461,0,0,0
isolation_forest,1,primary,0.005,11,10,3,descent,5230,24,1,11
isolation_forest,1,primary,0.005,11,11,3,overall,15776,164,1,32
isolation_forest,1,primary,0.005,11,11,3,climb,2819,3,1,2
isolation_forest,1,primary,0.005,11,11,3,cruise,6671,33,1,7
isolation_forest,1,primary,0.005,11,11,3,descent,6286,128,1,23
isolation_forest,1,primary,0.005,11,12,3,overall,16285,196,1,57
isolation_forest,1,primary,0.005,11,12,3,climb,4164,96,1,5
isolation_forest,1,primary,0.005,11,12,3,cruise,7012,55,1,40
isolation_forest,1,primary,0.005,11,12,3,descent,5109,45,1,12
isolation_forest,1,primary,0.005,11,13,3,overall,13074,71,1,26
isolation_forest,1,primary,0.005,11,13,3,climb,3229,2,1,2
isolation_forest,1,primary,0.005,11,13,3,cruise,4939,11,1,4
isolation_forest,1,primary,0.005,11,13,3,descent,4906,58,1,20
isolation_forest,1,primary,0.005,11,14,3,overall,14472,127,1,34
isolation_forest,1,primary,0.005,11,14,3,climb,3925,1,1,1
isolation_forest,1,primary,0.005,11,14,3,cruise,4355,2,1,2
isolation_forest,1,primary,0.005,11,14,3,descent,6192,124,1,31
isolation_forest,1,primary,0.005,11,15,3,overall,11923,17,1,17
isolation_forest,1,primary,0.005,11,15,3,climb,2575,1,1,1
isolation_forest,1,primary,0.005,11,15,3,cruise,2230,0,0,0
isolation_forest,1,primary,0.005,11,15,3,descent,7118,16,1,16
isolation_forest,1,primary,0.005,11,16,3,overall,14134,82,1,31
isolation_forest,1,primary,0.005,11,16,3,climb,3933,0,0,0
isolation_forest,1,primary,0.005,11,16,3,cruise,5471,45,1,20
isolation_forest,1,primary,0.005,11,16,3,descent,4730,37,1,11
isolation_forest,1,primary,0.005,11,17,3,overall,14134,149,1,39
isolation_forest,1,primary,0.005,11,17,3,climb,3933,0,0,0
isolation_forest,1,primary,0.005,11,17,3,cruise,5471,105,1,32
isolation_forest,1,primary,0.005,11,17,3,descent,4730,44,1,7
isolation_forest,1,primary,0.005,11,18,3,overall,15635,61,1,19
isolation_forest,1,primary,0.005,11,18,3,climb,5393,4,1,2
isolation_forest,1,primary,0.005,11,18,3,cruise,3514,7,1,2
isolation_forest,1,primary,0.005,11,18,3,descent,6728,50,1,15
isolation_forest,1,primary,0.005,12,1,1,overall,4181,3,1,3
isolation_forest,1,primary,0.005,12,1,1,climb,760,0,0,0
isolation_forest,1,primary,0.005,12,1,1,cruise,1877,0,0,0
isolation_forest,1,primary,0.005,12,1,1,descent,1544,3,1,3
isolation_forest,1,primary,0.005,12,2,1,overall,5130,15,1,13
isolation_forest,1,primary,0.005,12,2,1,climb,779,0,0,0
isolation_forest,1,primary,0.005,12,2,1,cruise,1624,2,1,2
isolation_forest,1,primary,0.005,12,2,1,descent,2727,13,1,11
isolation_forest,1,primary,0.005,12,3,1,overall,4008,88,1,2
isolation_forest,1,primary,0.005,12,3,1,climb,625,88,1,2
isolation_forest,1,primary,0.005,12,3,1,cruise,2279,0,0,0
isolation_forest,1,primary,0.005,12,3,1,descent,1104,0,0,0
isolation_forest,1,primary,0.005,12,4,1,overall,5069,8,1,3
isolation_forest,1,primary,0.005,12,4,1,climb,1772,0,0,0
isolation_forest,1,primary,0.005,12,4,1,cruise,686,0,0,0
isolation_forest,1,primary,0.005,12,4,1,descent,2611,8,1,3
isolation_forest,1,primary,0.005,12,5,1,overall,3336,10,1,9
isolation_forest,1,primary,0.005,12,5,1,climb,1028,1,1,1
isolation_forest,1,primary,0.005,12,5,1,cruise,771,0,0,0
isolation_forest,1,primary,0.005,12,5,1,descent,1537,9,1,8
isolation_forest,1,primary,0.005,12,6,1,overall,3121,1,1,1
isolation_forest,1,primary,0.005,12,6,1,climb,875,0,0,0
isolation_forest,1,primary,0.005,12,6,1,cruise,584,0,0,0
isolation_forest,1,primary,0.005,12,6,1,descent,1662,1,1,1
isolation_forest,1,primary,0.005,12,7,1,overall,3121,1,1,1
isolation_forest,1,primary,0.005,12,7,1,climb,875,0,0,0
isolation_forest,1,primary,0.005,12,7,1,cruise,584,0,0,0
isolation_forest,1,primary,0.005,12,7,1,descent,1662,1,1,1
isolation_forest,1,primary,0.005,12,8,1,overall,3796,7,1,3
isolation_forest,1,primary,0.005,12,8,1,climb,1240,5,1,1
isolation_forest,1,primary,0.005,12,8,1,cruise,927,0,0,0
isolation_forest,1,primary,0.005,12,8,1,descent,1629,2,1,2
isolation_forest,1,primary,0.005,12,9,1,overall,5130,14,1,12
isolation_forest,1,primary,0.005,12,9,1,climb,779,0,0,0
isolation_forest,1,primary,0.005,12,9,1,cruise,1624,2,1,2
isolation_forest,1,primary,0.005,12,9,1,descent,2727,12,1,10
isolation_forest,1,primary,0.005,12,10,1,overall,3336,10,1,9
isolation_forest,1,primary,0.005,12,10,1,climb,1028,1,1,1
isolation_forest,1,primary,0.005,12,10,1,cruise,771,0,0,0
isolation_forest,1,primary,0.005,12,10,1,descent,1537,9,1,8
isolation_forest,1,primary,0.005,12,11,1,overall,5378,22,1,14
isolation_forest,1,primary,0.005,12,11,1,climb,650,2,1,2
isolation_forest,1,primary,0.005,12,11,1,cruise,2235,3,1,2
isolation_forest,1,primary,0.005,12,11,1,descent,2493,17,1,10
isolation_forest,1,primary,0.005,12,12,1,overall,5677,3,1,3
isolation_forest,1,primary,0.005,12,12,1,climb,1015,0,0,0
isolation_forest,1,primary,0.005,12,12,1,cruise,647,0,0,0
isolation_forest,1,primary,0.005,12,12,1,descent,4015,3,1,3
isolation_forest,1,primary,0.005,12,13,1,overall,3796,4,1,3
isolation_forest,1,primary,0.005,12,13,1,climb,1240,2,1,1
isolation_forest,1,primary,0.005,12,13,1,cruise,927,0,0,0
isolation_forest,1,primary,0.005,12,13,1,descent,1629,2,1,2
isolation_forest,1,primary,0.005,12,14,1,overall,4958,18,1,3
isolation_forest,1,primary,0.005,12,14,1,climb,1296,16,1,1
isolation_forest,1,primary,0.005,12,14,1,cruise,1012,0,0,0
isolation_forest,1,primary,0.005,12,14,1,descent,2650,2,1,2
isolation_forest,1,primary,0.005,12,15,1,overall,3814,81,1,22
isolation_forest,1,primary,0.005,12,15,1,climb,778,1,1,1
isolation_forest,1,primary,0.005,12,15,1,cruise,1275,72,1,16
isolation_forest,1,primary,0.005,12,15,1,descent,1761,8,1,5
isolation_forest,1,primary,0.005,12,16,1,overall,4181,23,1,11
isolation_forest,1,primary,0.005,12,16,1,climb,760,0,0,0
isolation_forest,1,primary,0.005,12,16,1,cruise,1877,1,1,1
isolation_forest,1,primary,0.005,12,16,1,descent,1544,22,1,10
isolation_forest,1,primary,0.005,12,17,1,overall,3796,8,1,3
isolation_forest,1,primary,0.005,12,17,1,climb,1240,6,1,1
isolation_forest,1,primary,0.005,12,17,1,cruise,927,0,0,0
isolation_forest,1,primary,0.005,12,17,1,descent,1629,2,1,2
isolation_forest,1,primary,0.005,12,18,1,overall,5378,32,1,13
isolation_forest,1,primary,0.005,12,18,1,climb,650,8,1,1
isolation_forest,1,primary,0.005,12,18,1,cruise,2235,4,1,2
isolation_forest,1,primary,0.005,12,18,1,descent,2493,20,1,10
isolation_forest,1,primary,0.005,12,19,1,overall,4495,3,1,3
isolation_forest,1,primary,0.005,12,19,1,climb,1017,2,1,2
isolation_forest,1,primary,0.005,12,19,1,cruise,1571,0,0,0
isolation_forest,1,primary,0.005,12,19,1,descent,1907,1,1,1
isolation_forest,1,primary,0.005,12,20,1,overall,4660,5,1,3
isolation_forest,1,primary,0.005,12,20,1,climb,868,1,1,1
isolation_forest,1,primary,0.005,12,20,1,cruise,1700,2,1,1
isolation_forest,1,primary,0.005,12,20,1,descent,2092,2,1,1
isolation_forest,1,primary,0.005,12,21,1,overall,4462,7,1,3
isolation_forest,1,primary,0.005,12,21,1,climb,1150,0,0,0
isolation_forest,1,primary,0.005,12,21,1,cruise,1292,0,0,0
isolation_forest,1,primary,0.005,12,21,1,descent,2020,7,1,3
isolation_forest,1,primary,0.005,12,22,1,overall,4495,3,1,3
isolation_forest,1,primary,0.005,12,22,1,climb,1017,2,1,2
isolation_forest,1,primary,0.005,12,22,1,cruise,1571,0,0,0
isolation_forest,1,primary,0.005,12,22,1,descent,1907,1,1,1
isolation_forest,1,primary,0.005,12,23,1,overall,3121,2,1,2
isolation_forest,1,primary,0.005,12,23,1,climb,875,1,1,1
isolation_forest,1,primary,0.005,12,23,1,cruise,584,0,0,0
isolation_forest,1,primary,0.005,12,23,1,descent,1662,1,1,1
isolation_forest,1,primary,0.005,12,24,1,overall,4181,23,1,10
isolation_forest,1,primary,0.005,12,24,1,climb,760,0,0,0
isolation_forest,1,primary,0.005,12,24,1,cruise,1877,2,1,2
isolation_forest,1,primary,0.005,12,24,1,descent,1544,21,1,8
isolation_forest,1,primary,0.005,12,25,1,overall,4495,3,1,3
isolation_forest,1,primary,0.005,12,25,1,climb,1017,2,1,2
isolation_forest,1,primary,0.005,12,25,1,cruise,1571,0,0,0
isolation_forest,1,primary,0.005,12,25,1,descent,1907,1,1,1
isolation_forest,1,primary,0.005,12,26,1,overall,3336,11,1,10
isolation_forest,1,primary,0.005,12,26,1,climb,1028,1,1,1
isolation_forest,1,primary,0.005,12,26,1,cruise,771,0,0,0
isolation_forest,1,primary,0.005,12,26,1,descent,1537,10,1,9
isolation_forest,1,primary,0.005,12,27,1,overall,4498,13,1,4
isolation_forest,1,primary,0.005,12,27,1,climb,710,9,1,1
isolation_forest,1,primary,0.005,12,27,1,cruise,2649,3,1,2
isolation_forest,1,primary,0.005,12,27,1,descent,1139,1,1,1
isolation_forest,1,primary,0.005,12,28,1,overall,5130,22,1,19
isolation_forest,1,primary,0.005,12,28,1,climb,779,0,0,0
isolation_forest,1,primary,0.005,12,28,1,cruise,1624,6,1,6
isolation_forest,1,primary,0.005,12,28,1,descent,2727,16,1,13
isolation_forest,1,primary,0.005,12,29,1,overall,4958,24,1,8
isolation_forest,1,primary,0.005,12,29,1,climb,1296,15,1,2
isolation_forest,1,primary,0.005,12,29,1,cruise,1012,0,0,0
isolation_forest,1,primary,0.005,12,29,1,descent,2650,9,1,6
isolation_forest,1,primary,0.005,12,30,1,overall,3336,16,1,14
isolation_forest,1,primary,0.005,12,30,1,climb,1028,2,1,1
isolation_forest,1,primary,0.005,12,30,1,cruise,771,0,0,0
isolation_forest,1,primary,0.005,12,30,1,descent,1537,14,1,13
isolation_forest,1,primary,0.005,12,31,1,overall,5378,32,1,14
isolation_forest,1,primary,0.005,12,31,1,climb,650,8,1,1
isolation_forest,1,primary,0.005,12,31,1,cruise,2235,5,1,3
isolation_forest,1,primary,0.005,12,31,1,descent,2493,19,1,10
isolation_forest,1,primary,0.005,12,32,1,overall,4958,23,1,6
isolation_forest,1,primary,0.005,12,32,1,climb,1296,16,1,2
isolation_forest,1,primary,0.005,12,32,1,cruise,1012,0,0,0
isolation_forest,1,primary,0.005,12,32,1,descent,2650,7,1,4
isolation_forest,1,primary,0.005,12,33,1,overall,3796,9,1,3
isolation_forest,1,primary,0.005,12,33,1,climb,1240,7,1,1
