detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,healthy_flights,fraction_flights_with_false_alarm,events_per_healthy_flight
lstm_autoencoder,0,primary,0.005,13,3,descent,18,1.0,16.38888888888889
lstm_autoencoder,0,primary,0.005,13,3,overall,18,1.0,31.72222222222222
lstm_autoencoder,0,primary,0.005,14,1,climb,35,1.0,1.5714285714285714
lstm_autoencoder,0,primary,0.005,14,1,cruise,35,0.7142857142857143,3.342857142857143
lstm_autoencoder,0,primary,0.005,14,1,descent,35,0.9428571428571428,4.685714285714286
lstm_autoencoder,0,primary,0.005,14,1,overall,35,1.0,9.6
lstm_autoencoder,0,primary,0.005,15,2,climb,24,1.0,3.1666666666666665
lstm_autoencoder,0,primary,0.005,15,2,cruise,24,0.5,4.625
lstm_autoencoder,0,primary,0.005,15,2,descent,24,1.0,8.25
lstm_autoencoder,0,primary,0.005,15,2,overall,24,1.0,16.0
lstm_autoencoder,0,primary,0.005,all,mixed,climb,148,1.0,3.0135135135135136
lstm_autoencoder,0,primary,0.005,all,mixed,cruise,148,0.7364864864864865,5.52027027027027
lstm_autoencoder,0,primary,0.005,all,mixed,descent,148,0.9797297297297297,10.304054054054054
lstm_autoencoder,0,primary,0.005,all,mixed,overall,148,1.0,18.824324324324323
lstm_autoencoder,0,primary,0.01,10,3,climb,17,1.0,13.058823529411764
lstm_autoencoder,0,primary,0.01,10,3,cruise,17,1.0,31.58823529411765
lstm_autoencoder,0,primary,0.01,10,3,descent,17,1.0,52.23529411764706
lstm_autoencoder,0,primary,0.01,10,3,overall,17,1.0,96.70588235294117
lstm_autoencoder,0,primary,0.01,11,3,climb,18,1.0,4.833333333333333
lstm_autoencoder,0,primary,0.01,11,3,cruise,18,1.0,28.11111111111111
lstm_autoencoder,0,primary,0.01,11,3,descent,18,1.0,47.111111111111114
lstm_autoencoder,0,primary,0.01,11,3,overall,18,1.0,80.05555555555556
lstm_autoencoder,0,primary,0.01,12,1,climb,36,1.0,3.6666666666666665
lstm_autoencoder,0,primary,0.01,12,1,cruise,36,0.9444444444444444,3.5833333333333335
lstm_autoencoder,0,primary,0.01,12,1,descent,36,1.0,13.833333333333334
lstm_autoencoder,0,primary,0.01,12,1,overall,36,1.0,21.083333333333332
lstm_autoencoder,0,primary,0.01,13,3,climb,18,1.0,12.0
lstm_autoencoder,0,primary,0.01,13,3,cruise,18,1.0,21.833333333333332
lstm_autoencoder,0,primary,0.01,13,3,descent,18,1.0,39.166666666666664
lstm_autoencoder,0,primary,0.01,13,3,overall,18,1.0,72.94444444444444
lstm_autoencoder,0,primary,0.01,14,1,climb,35,1.0,2.657142857142857
lstm_autoencoder,0,primary,0.01,14,1,cruise,35,0.8571428571428571,6.057142857142857
lstm_autoencoder,0,primary,0.01,14,1,descent,35,1.0,13.142857142857142
lstm_autoencoder,0,primary,0.01,14,1,overall,35,1.0,21.857142857142858
lstm_autoencoder,0,primary,0.01,15,2,climb,24,1.0,5.5
lstm_autoencoder,0,primary,0.01,15,2,cruise,24,1.0,9.041666666666666
lstm_autoencoder,0,primary,0.01,15,2,descent,24,1.0,21.916666666666668
lstm_autoencoder,0,primary,0.01,15,2,overall,24,1.0,36.416666666666664
lstm_autoencoder,0,primary,0.01,all,mixed,climb,148,1.0,5.95945945945946
lstm_autoencoder,0,primary,0.01,all,mixed,cruise,148,0.9527027027027027,13.472972972972974
lstm_autoencoder,0,primary,0.01,all,mixed,descent,148,1.0,26.52027027027027
lstm_autoencoder,0,primary,0.01,all,mixed,overall,148,1.0,45.91891891891892
lstm_autoencoder,0,primary,0.02,10,3,climb,17,1.0,27.058823529411764
lstm_autoencoder,0,primary,0.02,10,3,cruise,17,1.0,66.6470588235294
lstm_autoencoder,0,primary,0.02,10,3,descent,17,1.0,86.3529411764706
lstm_autoencoder,0,primary,0.02,10,3,overall,17,1.0,179.7058823529412
lstm_autoencoder,0,primary,0.02,11,3,climb,18,1.0,10.444444444444445
lstm_autoencoder,0,primary,0.02,11,3,cruise,18,1.0,53.611111111111114
lstm_autoencoder,0,primary,0.02,11,3,descent,18,1.0,76.66666666666667
lstm_autoencoder,0,primary,0.02,11,3,overall,18,1.0,140.66666666666666
lstm_autoencoder,0,primary,0.02,12,1,climb,36,1.0,7.416666666666667
lstm_autoencoder,0,primary,0.02,12,1,cruise,36,1.0,5.75
lstm_autoencoder,0,primary,0.02,12,1,descent,36,1.0,27.38888888888889
lstm_autoencoder,0,primary,0.02,12,1,overall,36,1.0,40.55555555555556
lstm_autoencoder,0,primary,0.02,13,3,climb,18,1.0,16.444444444444443
lstm_autoencoder,0,primary,0.02,13,3,cruise,18,1.0,34.611111111111114
lstm_autoencoder,0,primary,0.02,13,3,descent,18,1.0,69.88888888888889
lstm_autoencoder,0,primary,0.02,13,3,overall,18,1.0,120.77777777777777
lstm_autoencoder,0,primary,0.02,14,1,climb,35,1.0,5.0
lstm_autoencoder,0,primary,0.02,14,1,cruise,35,1.0,8.885714285714286
lstm_autoencoder,0,primary,0.02,14,1,descent,35,1.0,26.02857142857143
lstm_autoencoder,0,primary,0.02,14,1,overall,35,1.0,39.91428571428571
lstm_autoencoder,0,primary,0.02,15,2,climb,24,1.0,10.0
lstm_autoencoder,0,primary,0.02,15,2,cruise,24,1.0,16.416666666666668
lstm_autoencoder,0,primary,0.02,15,2,descent,24,1.0,35.125
lstm_autoencoder,0,primary,0.02,15,2,overall,24,1.0,61.458333333333336
lstm_autoencoder,0,primary,0.02,all,mixed,climb,148,1.0,10.986486486486486
lstm_autoencoder,0,primary,0.02,all,mixed,cruise,148,1.0,24.5472972972973
lstm_autoencoder,0,primary,0.02,all,mixed,descent,148,1.0,46.25675675675676
lstm_autoencoder,0,primary,0.02,all,mixed,overall,148,1.0,81.70945945945945
lstm_autoencoder,1,primary,0.005,10,3,climb,17,1.0,3.9411764705882355
lstm_autoencoder,1,primary,0.005,10,3,cruise,17,0.9411764705882353,9.764705882352942
lstm_autoencoder,1,primary,0.005,10,3,descent,17,1.0,17.529411764705884
lstm_autoencoder,1,primary,0.005,10,3,overall,17,1.0,31.176470588235293
lstm_autoencoder,1,primary,0.005,11,3,climb,18,1.0,2.8333333333333335
lstm_autoencoder,1,primary,0.005,11,3,cruise,18,0.9444444444444444,12.61111111111111
lstm_autoencoder,1,primary,0.005,11,3,descent,18,1.0,17.72222222222222
lstm_autoencoder,1,primary,0.005,11,3,overall,18,1.0,33.166666666666664
lstm_autoencoder,1,primary,0.005,12,1,climb,36,1.0,1.8611111111111112
lstm_autoencoder,1,primary,0.005,12,1,cruise,36,0.5277777777777778,1.7777777777777777
lstm_autoencoder,1,primary,0.005,12,1,descent,36,0.8055555555555556,3.5833333333333335
lstm_autoencoder,1,primary,0.005,12,1,overall,36,1.0,7.222222222222222
lstm_autoencoder,1,primary,0.005,13,3,climb,18,1.0,7.0
lstm_autoencoder,1,primary,0.005,13,3,cruise,18,0.8333333333333334,8.555555555555555
lstm_autoencoder,1,primary,0.005,13,3,descent,18,1.0,14.777777777777779
lstm_autoencoder,1,primary,0.005,13,3,overall,18,1.0,30.333333333333332
lstm_autoencoder,1,primary,0.005,14,1,climb,35,1.0,1.2857142857142858
lstm_autoencoder,1,primary,0.005,14,1,cruise,35,0.6285714285714286,2.7714285714285714
lstm_autoencoder,1,primary,0.005,14,1,descent,35,0.8,3.4
lstm_autoencoder,1,primary,0.005,14,1,overall,35,1.0,7.457142857142857
lstm_autoencoder,1,primary,0.005,15,2,climb,24,1.0,2.875
lstm_autoencoder,1,primary,0.005,15,2,cruise,24,0.5833333333333334,4.666666666666667
lstm_autoencoder,1,primary,0.005,15,2,descent,24,1.0,7.916666666666667
lstm_autoencoder,1,primary,0.005,15,2,overall,24,1.0,15.416666666666666
lstm_autoencoder,1,primary,0.005,all,mixed,climb,148,1.0,2.8716216216216215
lstm_autoencoder,1,primary,0.005,all,mixed,cruise,148,0.6959459459459459,5.54054054054054
lstm_autoencoder,1,primary,0.005,all,mixed,descent,148,0.9054054054054054,8.925675675675675
lstm_autoencoder,1,primary,0.005,all,mixed,overall,148,1.0,17.324324324324323
lstm_autoencoder,1,primary,0.01,10,3,climb,17,1.0,10.470588235294118
lstm_autoencoder,1,primary,0.01,10,3,cruise,17,0.9411764705882353,34.88235294117647
lstm_autoencoder,1,primary,0.01,10,3,descent,17,1.0,46.11764705882353
lstm_autoencoder,1,primary,0.01,10,3,overall,17,1.0,91.29411764705883
lstm_autoencoder,1,primary,0.01,11,3,climb,18,1.0,5.055555555555555
lstm_autoencoder,1,primary,0.01,11,3,cruise,18,1.0,26.22222222222222
lstm_autoencoder,1,primary,0.01,11,3,descent,18,1.0,43.05555555555556
lstm_autoencoder,1,primary,0.01,11,3,overall,18,1.0,74.33333333333333
lstm_autoencoder,1,primary,0.01,12,1,climb,36,1.0,3.861111111111111
lstm_autoencoder,1,primary,0.01,12,1,cruise,36,0.9444444444444444,3.611111111111111
lstm_autoencoder,1,primary,0.01,12,1,descent,36,1.0,13.11111111111111
lstm_autoencoder,1,primary,0.01,12,1,overall,36,1.0,20.583333333333332
lstm_autoencoder,1,primary,0.01,13,3,climb,18,1.0,11.444444444444445
lstm_autoencoder,1,primary,0.01,13,3,cruise,18,1.0,19.833333333333332
lstm_autoencoder,1,primary,0.01,13,3,descent,18,1.0,35.05555555555556
lstm_autoencoder,1,primary,0.01,13,3,overall,18,1.0,66.27777777777777
lstm_autoencoder,1,primary,0.01,14,1,climb,35,1.0,2.7714285714285714
lstm_autoencoder,1,primary,0.01,14,1,cruise,35,0.8571428571428571,5.228571428571429
lstm_autoencoder,1,primary,0.01,14,1,descent,35,1.0,11.285714285714286
lstm_autoencoder,1,primary,0.01,14,1,overall,35,1.0,19.285714285714285
lstm_autoencoder,1,primary,0.01,15,2,climb,24,1.0,5.416666666666667
lstm_autoencoder,1,primary,0.01,15,2,cruise,24,0.875,9.625
lstm_autoencoder,1,primary,0.01,15,2,descent,24,1.0,20.458333333333332
lstm_autoencoder,1,primary,0.01,15,2,overall,24,1.0,35.416666666666664
lstm_autoencoder,1,primary,0.01,all,mixed,climb,148,1.0,5.6824324324324325
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,148,0.9256756756756757,13.283783783783784
lstm_autoencoder,1,primary,0.01,all,mixed,descent,148,1.0,23.972972972972972
lstm_autoencoder,1,primary,0.01,all,mixed,overall,148,1.0,42.898648648648646
lstm_autoencoder,1,primary,0.02,10,3,climb,17,1.0,23.823529411764707
lstm_autoencoder,1,primary,0.02,10,3,cruise,17,1.0,68.58823529411765
lstm_autoencoder,1,primary,0.02,10,3,descent,17,1.0,90.82352941176471
lstm_autoencoder,1,primary,0.02,10,3,overall,17,1.0,182.88235294117646
lstm_autoencoder,1,primary,0.02,11,3,climb,18,1.0,8.722222222222221
lstm_autoencoder,1,primary,0.02,11,3,cruise,18,1.0,54.0
lstm_autoencoder,1,primary,0.02,11,3,descent,18,1.0,72.16666666666667
lstm_autoencoder,1,primary,0.02,11,3,overall,18,1.0,134.83333333333334
lstm_autoencoder,1,primary,0.02,12,1,climb,36,1.0,7.944444444444445
lstm_autoencoder,1,primary,0.02,12,1,cruise,36,0.9722222222222222,6.888888888888889
lstm_autoencoder,1,primary,0.02,12,1,descent,36,1.0,27.36111111111111
lstm_autoencoder,1,primary,0.02,12,1,overall,36,1.0,42.19444444444444
lstm_autoencoder,1,primary,0.02,13,3,climb,18,1.0,16.944444444444443
lstm_autoencoder,1,primary,0.02,13,3,cruise,18,1.0,37.44444444444444
lstm_autoencoder,1,primary,0.02,13,3,descent,18,1.0,70.88888888888889
lstm_autoencoder,1,primary,0.02,13,3,overall,18,1.0,125.16666666666667
lstm_autoencoder,1,primary,0.02,14,1,climb,35,1.0,5.0285714285714285
lstm_autoencoder,1,primary,0.02,14,1,cruise,35,0.9714285714285714,9.82857142857143
lstm_autoencoder,1,primary,0.02,14,1,descent,35,1.0,22.571428571428573
lstm_autoencoder,1,primary,0.02,14,1,overall,35,1.0,37.42857142857143
lstm_autoencoder,1,primary,0.02,15,2,climb,24,1.0,9.958333333333334
lstm_autoencoder,1,primary,0.02,15,2,cruise,24,1.0,18.375
lstm_autoencoder,1,primary,0.02,15,2,descent,24,1.0,33.458333333333336
lstm_autoencoder,1,primary,0.02,15,2,overall,24,1.0,61.708333333333336
lstm_autoencoder,1,primary,0.02,all,mixed,climb,148,1.0,10.594594594594595
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,148,0.9864864864864865,25.97972972972973
lstm_autoencoder,1,primary,0.02,all,mixed,descent,148,1.0,45.25
lstm_autoencoder,1,primary,0.02,all,mixed,overall,148,1.0,81.75
lstm_autoencoder,2,primary,0.005,10,3,climb,17,1.0,3.823529411764706
lstm_autoencoder,2,primary,0.005,10,3,cruise,17,0.8823529411764706,10.235294117647058
lstm_autoencoder,2,primary,0.005,10,3,descent,17,1.0,18.41176470588235
lstm_autoencoder,2,primary,0.005,10,3,overall,17,1.0,32.411764705882355
lstm_autoencoder,2,primary,0.005,11,3,climb,18,1.0,2.4444444444444446
lstm_autoencoder,2,primary,0.005,11,3,cruise,18,0.9444444444444444,11.555555555555555
lstm_autoencoder,2,primary,0.005,11,3,descent,18,1.0,17.666666666666668
lstm_autoencoder,2,primary,0.005,11,3,overall,18,1.0,31.666666666666668
lstm_autoencoder,2,primary,0.005,12,1,climb,36,1.0,1.5
lstm_autoencoder,2,primary,0.005,12,1,cruise,36,0.3888888888888889,1.2777777777777777
lstm_autoencoder,2,primary,0.005,12,1,descent,36,0.7222222222222222,3.2777777777777777
lstm_autoencoder,2,primary,0.005,12,1,overall,36,1.0,6.055555555555555
lstm_autoencoder,2,primary,0.005,13,3,climb,18,1.0,7.555555555555555
lstm_autoencoder,2,primary,0.005,13,3,cruise,18,0.8888888888888888,7.555555555555555
lstm_autoencoder,2,primary,0.005,13,3,descent,18,1.0,14.277777777777779
lstm_autoencoder,2,primary,0.005,13,3,overall,18,1.0,29.38888888888889
lstm_autoencoder,2,primary,0.005,14,1,climb,35,1.0,1.3714285714285714
lstm_autoencoder,2,primary,0.005,14,1,cruise,35,0.4857142857142857,2.8857142857142857
lstm_autoencoder,2,primary,0.005,14,1,descent,35,0.6571428571428571,2.742857142857143
lstm_autoencoder,2,primary,0.005,14,1,overall,35,1.0,7.0
lstm_autoencoder,2,primary,0.005,15,2,climb,24,1.0,3.4583333333333335
lstm_autoencoder,2,primary,0.005,15,2,cruise,24,0.5,4.541666666666667
lstm_autoencoder,2,primary,0.005,15,2,descent,24,0.9166666666666666,6.0
lstm_autoencoder,2,primary,0.005,15,2,overall,24,1.0,13.958333333333334
lstm_autoencoder,2,primary,0.005,all,mixed,climb,148,1.0,2.9054054054054053
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,148,0.6148648648648649,5.22972972972973
lstm_autoencoder,2,primary,0.005,all,mixed,descent,148,0.8378378378378378,8.41891891891892
lstm_autoencoder,2,primary,0.005,all,mixed,overall,148,1.0,16.54054054054054
lstm_autoencoder,2,primary,0.01,10,3,climb,17,1.0,10.117647058823529
lstm_autoencoder,2,primary,0.01,10,3,cruise,17,1.0,35.705882352941174
lstm_autoencoder,2,primary,0.01,10,3,descent,17,1.0,46.23529411764706
lstm_autoencoder,2,primary,0.01,10,3,overall,17,1.0,91.82352941176471
lstm_autoencoder,2,primary,0.01,11,3,climb,18,1.0,4.555555555555555
lstm_autoencoder,2,primary,0.01,11,3,cruise,18,1.0,25.333333333333332
lstm_autoencoder,2,primary,0.01,11,3,descent,18,1.0,42.94444444444444
lstm_autoencoder,2,primary,0.01,11,3,overall,18,1.0,72.83333333333333
lstm_autoencoder,2,primary,0.01,12,1,climb,36,1.0,3.4722222222222223
lstm_autoencoder,2,primary,0.01,12,1,cruise,36,0.8333333333333334,3.111111111111111
lstm_autoencoder,2,primary,0.01,12,1,descent,36,0.9722222222222222,11.722222222222221
lstm_autoencoder,2,primary,0.01,12,1,overall,36,1.0,18.305555555555557
lstm_autoencoder,2,primary,0.01,13,3,climb,18,1.0,11.277777777777779
lstm_autoencoder,2,primary,0.01,13,3,cruise,18,1.0,20.61111111111111
lstm_autoencoder,2,primary,0.01,13,3,descent,18,1.0,34.888888888888886
lstm_autoencoder,2,primary,0.01,13,3,overall,18,1.0,66.72222222222223
lstm_autoencoder,2,primary,0.01,14,1,climb,35,1.0,2.5428571428571427
lstm_autoencoder,2,primary,0.01,14,1,cruise,35,0.9714285714285714,5.171428571428572
lstm_autoencoder,2,primary,0.01,14,1,descent,35,1.0,11.2
lstm_autoencoder,2,primary,0.01,14,1,overall,35,1.0,18.914285714285715
lstm_autoencoder,2,primary,0.01,15,2,climb,24,1.0,5.291666666666667
lstm_autoencoder,2,primary,0.01,15,2,cruise,24,0.9583333333333334,8.958333333333334
lstm_autoencoder,2,primary,0.01,15,2,descent,24,1.0,19.166666666666668
lstm_autoencoder,2,primary,0.01,15,2,overall,24,1.0,33.375
lstm_autoencoder,2,primary,0.01,all,mixed,climb,148,1.0,5.391891891891892
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,148,0.9459459459459459,13.121621621621621
lstm_autoencoder,2,primary,0.01,all,mixed,descent,148,0.9932432432432432,23.385135135135137
lstm_autoencoder,2,primary,0.01,all,mixed,overall,148,1.0,41.858108108108105
lstm_autoencoder,2,primary,0.02,10,3,climb,17,1.0,20.0
lstm_autoencoder,2,primary,0.02,10,3,cruise,17,1.0,57.05882352941177
lstm_autoencoder,2,primary,0.02,10,3,descent,17,1.0,79.6470588235294
lstm_autoencoder,2,primary,0.02,10,3,overall,17,1.0,156.35294117647058
lstm_autoencoder,2,primary,0.02,11,3,climb,18,1.0,7.055555555555555
lstm_autoencoder,2,primary,0.02,11,3,cruise,18,1.0,52.611111111111114
lstm_autoencoder,2,primary,0.02,11,3,descent,18,1.0,66.88888888888889
lstm_autoencoder,2,primary,0.02,11,3,overall,18,1.0,126.44444444444444
lstm_autoencoder,2,primary,0.02,12,1,climb,36,1.0,7.083333333333333
lstm_autoencoder,2,primary,0.02,12,1,cruise,36,0.9722222222222222,4.805555555555555
lstm_autoencoder,2,primary,0.02,12,1,descent,36,0.9722222222222222,26.333333333333332
lstm_autoencoder,2,primary,0.02,12,1,overall,36,1.0,38.22222222222222
lstm_autoencoder,2,primary,0.02,13,3,climb,18,1.0,14.5
lstm_autoencoder,2,primary,0.02,13,3,cruise,18,1.0,29.11111111111111
lstm_autoencoder,2,primary,0.02,13,3,descent,18,1.0,66.88888888888889
lstm_autoencoder,2,primary,0.02,13,3,overall,18,1.0,110.33333333333333
lstm_autoencoder,2,primary,0.02,14,1,climb,35,1.0,4.571428571428571
lstm_autoencoder,2,primary,0.02,14,1,cruise,35,1.0,8.571428571428571
lstm_autoencoder,2,primary,0.02,14,1,descent,35,1.0,23.17142857142857
lstm_autoencoder,2,primary,0.02,14,1,overall,35,1.0,36.31428571428572
lstm_autoencoder,2,primary,0.02,15,2,climb,24,1.0,9.041666666666666
lstm_autoencoder,2,primary,0.02,15,2,cruise,24,1.0,14.041666666666666
lstm_autoencoder,2,primary,0.02,15,2,descent,24,1.0,33.25
lstm_autoencoder,2,primary,0.02,15,2,overall,24,1.0,56.291666666666664
lstm_autoencoder,2,primary,0.02,all,mixed,climb,148,1.0,9.18918918918919
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,148,0.9932432432432432,21.966216216216218
lstm_autoencoder,2,primary,0.02,all,mixed,descent,148,0.9932432432432432,42.695945945945944
lstm_autoencoder,2,primary,0.02,all,mixed,overall,148,1.0,73.77027027027027
